Mutations_id_mutation	Proteins_has_pfam_domains_Proteins_id_protein	Proteins_has_pfam_domains_pfam_domains_pfam_id
16330	1710	1306
16331	1710	602
16332	1710	602
16333	1710	602
16334	1710	602
16338	1710	1306
16339	1710	1306
16340	1710	1306
16341	1710	602
16342	1710	602
16346	1710	1306
16347	1710	1306
16348	1710	1306
16349	1710	1306
16351	1710	602
16352	1710	602
16353	1710	602
16354	1710	602
16355	1710	1306
16356	1710	1306
16357	1710	1306
16358	1710	602
16359	1710	602
16360	1710	602
16364	1710	1306
16365	1710	1306
16366	1710	1306
16367	1710	1306
16368	1710	602
16369	1710	1306
96150	1710	1306
96151	1710	1306
96152	1710	602
96153	1710	1306
96154	1710	602
96156	1710	602
96158	1710	1306
96159	1710	1306
96160	1710	602
96161	1710	1306
96162	1710	602
96163	1710	1306
96164	1710	602
96165	1710	602
96166	1710	602
96167	1710	1306
96168	1710	602
96169	1710	602
96170	1710	602
96171	1710	602
96172	1710	1306
96173	1710	602
96175	1710	1306
96176	1710	602
96177	1710	1306
96178	1710	602
96179	1710	602
96180	1710	1306
96181	1710	1306
96182	1710	1306
96183	1710	1306
96184	1710	1306
96185	1710	602
96186	1710	602
96187	1710	602
96188	1710	602
96189	1710	602
96190	1710	602
96191	1710	1306
96192	1710	1306
96193	1710	602
96194	1710	1306
96195	1710	1306
96196	1710	1306
96197	1710	1306
96198	1710	1306
96199	1710	1306
96200	1710	1306
96201	1710	1306
96202	1710	1306
96203	1710	1306
96204	1710	1306
96205	1710	1306
96206	1710	1306
96209	1710	602
96210	1710	602
96211	1710	602
96212	1710	602
96213	1710	602
96214	1710	602
96215	1710	602
96216	1710	602
96217	1710	602
96218	1710	602
96220	1710	1306
96221	1710	1306
96222	1710	602
96223	1710	1306
96224	1710	1306
96225	1710	1306
96226	1710	1306
96227	1710	1306
96228	1710	1306
96229	1710	1306
96230	1710	1306
96231	1710	1306
96232	1710	602
96233	1710	602
96234	1710	602
96235	1710	602
96236	1710	602
96237	1710	602
96238	1710	602
96239	1710	602
96240	1710	602
96242	1710	1306
96244	1710	1306
96246	1710	1306
96247	1710	1306
96248	1710	1306
96249	1710	1306
96250	1710	1306
96251	1710	1306
96252	1710	1306
96253	1710	602
96254	1710	602
96257	1710	1306
96258	1710	602
96259	1710	602
96260	1710	1306
96261	1710	1306
96262	1710	1306
96263	1710	1306
96264	1710	602
96265	1710	602
96266	1710	602
96267	1710	602
96268	1710	602
96269	1710	602
96270	1710	602
96271	1710	602
96272	1710	602
96274	1710	1306
96275	1710	1306
96276	1710	1306
96277	1710	602
96278	1710	1306
96280	1710	602
96281	1710	602
96282	1710	602
96283	1710	602
3086	1710	602
3087	1710	602
3088	1710	602
3089	1710	1306
162812	1710	1306
162813	1710	602
162815	1710	602
162816	1710	1306
162818	1710	1306
162819	1710	1306
162820	1710	1306
162822	1710	602
162823	1710	602
162824	1710	602
162825	1710	602
162826	1710	1306
162828	1710	1306
162829	1710	1306
162830	1710	1306
162831	1710	1306
162832	1710	602
162833	1710	602
162834	1710	1306
162835	1710	602
162836	1710	602
162837	1710	602
162838	1710	602
162839	1710	1306
162840	1710	1306
162841	1710	1306
162842	1710	1306
162843	1710	602
162845	1710	1306
162847	1710	1306
162848	1710	1306
162849	1710	1306
162850	1710	602
162851	1710	1306
162852	1710	602
162853	1710	602
162854	1710	1306
162857	1710	1306
162858	1710	1306
162859	1710	1306
162860	1710	1306
162861	1710	602
162862	1710	602
162863	1710	602
162864	1710	602
162865	1710	1306
162866	1710	1306
162867	1710	1306
162868	1710	1306
162869	1710	602
162870	1710	602
162871	1710	602
162872	1710	1306
162873	1710	1306
162874	1710	1306
162875	1710	1306
162876	1710	1306
162877	1710	602
162878	1710	602
162879	1710	1306
162880	1710	1306
162881	1710	1306
162882	1710	602
162883	1710	602
162885	1710	1306
162886	1710	1306
162887	1710	1306
162888	1710	602
162889	1710	602
162890	1710	602
162892	1710	602
162893	1710	1306
162894	1710	1306
162895	1710	1306
162896	1710	1306
162897	1710	1306
3707	1710	602
3708	1710	602
23588	1710	1306
23589	1710	602
23590	1710	602
23591	1710	1306
23592	1710	1306
16370	1711	743
96285	1711	743
96287	1711	743
96288	1711	21
96289	1711	743
96290	1711	743
96291	1711	743
16371	1713	126
96292	1713	126
96293	1713	126
96294	1713	126
96295	1713	126
96296	1713	126
96297	1713	126
96298	1713	126
96300	1713	126
96301	1713	126
96302	1713	126
96303	1713	126
96304	1713	126
96305	1713	126
96307	1713	126
96308	1713	126
96309	1713	126
96311	1713	126
96313	1713	126
96314	1713	126
96315	1713	126
96316	1713	126
96318	1713	126
96319	1713	126
96320	1713	126
96325	1713	126
96326	1713	126
96327	1713	126
96328	1713	126
96329	1713	126
96330	1713	126
96331	1713	126
96332	1713	126
96333	1713	126
96334	1713	126
96335	1713	126
96337	1713	126
96338	1713	126
96339	1713	126
96340	1713	126
96342	1713	126
96343	1713	126
96344	1713	126
96345	1713	126
96346	1713	126
96347	1713	126
96348	1713	126
96349	1713	126
96350	1713	126
96351	1713	126
96354	1713	126
96355	1713	126
96356	1713	126
96357	1713	126
96358	1713	126
96359	1713	126
96360	1713	126
96361	1713	126
96362	1713	126
96365	1713	126
96366	1713	126
96367	1713	126
96368	1713	126
162899	1713	126
96369	1714	1290
16374	1715	771
16378	1715	771
96376	1715	771
96377	1715	2135
96379	1715	771
96381	1715	771
96384	1715	771
96386	1715	2133
96387	1715	2133
96388	1715	771
96391	1715	771
96393	1715	2135
96400	1715	2133
96404	1715	2133
96405	1715	771
96406	1715	771
96407	1715	771
162901	1715	771
162902	1715	771
162903	1715	2135
162906	1715	771
96408	1716	2396
1412	1725	959
1413	1725	960
1414	1725	960
1417	1725	960
1418	1725	959
16379	1725	960
16381	1725	959
16382	1725	959
16385	1725	960
16386	1725	960
16387	1725	959
16388	1725	960
16390	1725	960
16392	1725	959
16393	1725	959
16394	1725	960
16397	1725	960
16398	1725	960
16399	1725	960
16400	1725	960
16403	1725	960
16404	1725	960
16405	1725	960
16407	1725	960
16408	1725	960
16409	1725	960
16410	1725	960
16414	1725	960
96409	1725	960
96410	1725	960
96411	1725	960
96412	1725	960
96413	1725	959
96414	1725	960
96416	1725	959
96417	1725	959
96418	1725	960
96419	1725	960
96420	1725	960
96422	1725	960
96424	1725	959
96425	1725	959
96426	1725	959
96427	1725	959
96428	1725	959
96433	1725	960
96434	1725	960
96435	1725	960
96436	1725	960
96437	1725	960
96438	1725	960
96439	1725	960
96440	1725	960
96441	1725	960
96442	1725	960
96443	1725	960
96444	1725	960
96445	1725	960
96446	1725	960
96447	1725	960
96448	1725	960
96451	1725	959
96454	1725	959
96455	1725	959
96456	1725	960
96457	1725	959
96458	1725	960
96459	1725	960
96460	1725	960
96461	1725	960
96463	1725	960
96464	1725	959
96465	1725	959
96466	1725	960
96467	1725	959
96468	1725	959
96469	1725	960
96470	1725	960
96471	1725	960
96472	1725	959
96473	1725	960
96475	1725	960
96476	1725	959
96477	1725	960
96478	1725	960
96480	1725	960
96481	1725	960
96482	1725	959
96483	1725	960
96485	1725	959
96486	1725	959
96487	1725	960
96490	1725	959
96492	1725	959
96495	1725	960
96496	1725	960
96497	1725	959
96499	1725	959
96500	1725	960
96501	1725	960
96502	1725	960
96503	1725	960
96504	1725	960
96505	1725	960
96506	1725	960
96507	1725	960
96508	1725	959
96510	1725	960
96511	1725	960
96513	1725	960
96514	1725	959
96515	1725	960
96516	1725	959
96517	1725	960
96518	1725	960
96519	1725	960
96520	1725	959
96523	1725	959
96525	1725	960
96526	1725	959
96527	1725	959
96528	1725	959
96529	1725	959
96530	1725	959
96532	1725	960
96533	1725	960
96534	1725	960
96535	1725	960
96536	1725	960
96537	1725	960
96538	1725	959
96539	1725	960
96540	1725	960
96541	1725	959
96542	1725	959
96543	1725	959
96546	1725	960
96547	1725	960
96548	1725	960
96549	1725	959
96550	1725	959
96551	1725	959
96552	1725	960
96553	1725	959
96554	1725	959
96555	1725	959
96556	1725	959
96557	1725	959
96558	1725	959
96574	1725	960
96575	1725	960
96576	1725	960
96577	1725	960
96578	1725	960
96579	1725	960
96580	1725	960
96583	1725	960
96584	1725	960
96586	1725	959
96587	1725	959
96588	1725	959
96589	1725	959
96590	1725	960
96591	1725	960
96592	1725	960
96593	1725	960
96594	1725	959
96595	1725	960
96596	1725	959
3091	1725	959
3092	1725	959
3093	1725	960
162907	1725	960
162909	1725	959
162910	1725	959
162911	1725	959
162912	1725	960
162913	1725	960
162915	1725	960
162916	1725	960
162917	1725	960
162918	1725	960
162919	1725	960
162921	1725	959
3709	1725	959
3710	1725	959
96597	1726	2213
96598	1726	2213
96600	1727	13
96601	1727	13
96602	1727	13
96603	1727	13
96604	1727	13
96605	1727	13
96606	1731	557
96608	1734	83
96609	1734	83
96610	1734	83
96611	1734	83
96612	1734	83
96613	1734	83
96614	1734	83
96615	1734	83
96616	1734	83
96617	1734	83
1419	1735	1533
1420	1735	39
1421	1735	619
1422	1735	415
1425	1735	415
1426	1735	619
1428	1735	726
1429	1735	415
1430	1735	726
1433	1735	415
1436	1735	726
1437	1735	726
1438	1735	1533
1439	1735	2219
1440	1735	415
1441	1735	415
1444	1735	1533
1447	1735	726
1448	1735	415
1451	1735	726
1453	1735	415
1454	1735	726
1455	1735	415
1456	1735	415
1457	1735	619
1458	1735	415
16416	1735	1533
16419	1735	1533
16422	1735	1533
16424	1735	1533
16426	1735	726
16427	1735	415
16428	1735	415
16430	1735	1533
16432	1735	726
16433	1735	726
16434	1735	415
16435	1735	1533
16437	1735	415
16439	1735	1533
16440	1735	1533
16442	1735	726
16443	1735	39
16445	1735	1533
16447	1735	415
16448	1735	415
16449	1735	415
16450	1735	415
16451	1735	415
16453	1735	1533
16454	1735	415
16458	1735	1533
16459	1735	415
16460	1735	1533
16461	1735	415
16463	1735	1533
16464	1735	1533
16467	1735	726
16468	1735	415
16470	1735	415
16472	1735	726
16473	1735	39
16476	1735	415
16478	1735	415
16480	1735	2219
16482	1735	689
16484	1735	415
16487	1735	689
16489	1735	726
16490	1735	619
16494	1735	415
16496	1735	1533
16499	1735	619
16501	1735	726
16502	1735	726
16503	1735	726
16504	1735	726
16506	1735	415
16507	1735	415
16510	1735	415
16511	1735	1533
16513	1735	415
16514	1735	415
16515	1735	39
16517	1735	1533
16519	1735	726
16520	1735	415
16521	1735	415
16523	1735	39
16524	1735	726
16525	1735	415
16528	1735	415
16531	1735	1533
16532	1735	1533
16533	1735	1533
16537	1735	415
16538	1735	415
16540	1735	726
16543	1735	415
16544	1735	415
16549	1735	726
16550	1735	415
16551	1735	415
16562	1735	1533
16565	1735	619
16567	1735	415
16572	1735	1533
16573	1735	1533
16574	1735	1533
16575	1735	1533
16576	1735	1533
16579	1735	726
16581	1735	415
16583	1735	415
16584	1735	415
16585	1735	415
16590	1735	415
16591	1735	689
16593	1735	1533
16596	1735	619
16599	1735	1533
16600	1735	415
16601	1735	415
16602	1735	689
16603	1735	1533
16604	1735	1533
16608	1735	726
16609	1735	726
16610	1735	726
16611	1735	415
16612	1735	415
16615	1735	415
16617	1735	726
16618	1735	415
16619	1735	39
96618	1735	415
96620	1735	1533
96622	1735	415
96623	1735	415
96626	1735	726
96627	1735	415
96629	1735	1533
96630	1735	1533
96631	1735	1533
96646	1735	726
96647	1735	726
96648	1735	726
96650	1735	415
96651	1735	415
96652	1735	415
96653	1735	415
96654	1735	415
96655	1735	415
96656	1735	415
96657	1735	415
96658	1735	415
96664	1735	415
96665	1735	39
96667	1735	1533
96670	1735	415
96672	1735	726
96675	1735	415
96677	1735	415
96679	1735	1533
96680	1735	726
96681	1735	415
96682	1735	619
96683	1735	726
96685	1735	39
96687	1735	1533
96690	1735	415
96692	1735	415
96694	1735	619
96698	1735	415
96699	1735	689
96701	1735	1533
96704	1735	415
96706	1735	1533
96717	1735	726
96718	1735	726
96719	1735	726
96720	1735	726
96722	1735	415
96723	1735	415
96724	1735	415
96725	1735	415
96726	1735	415
96727	1735	415
96728	1735	415
96729	1735	415
96730	1735	415
96736	1735	39
96737	1735	689
96742	1735	415
96744	1735	1533
96745	1735	1533
96746	1735	1533
96747	1735	1533
96753	1735	619
96754	1735	619
96759	1735	726
96760	1735	415
96761	1735	415
96762	1735	415
96763	1735	415
96764	1735	415
96765	1735	415
96766	1735	415
96771	1735	39
96777	1735	1533
96778	1735	1533
96779	1735	1533
96780	1735	1533
96781	1735	1533
96782	1735	1533
96783	1735	1533
96784	1735	1533
96787	1735	619
96796	1735	726
96797	1735	726
96798	1735	726
96799	1735	726
96800	1735	726
96801	1735	726
96802	1735	726
96803	1735	726
96804	1735	415
96805	1735	415
96806	1735	415
96807	1735	415
96808	1735	415
96809	1735	415
96810	1735	415
96812	1735	415
96814	1735	39
96815	1735	39
96816	1735	39
96817	1735	39
96818	1735	415
96819	1735	689
96820	1735	689
96821	1735	689
96824	1735	1533
96825	1735	619
96828	1735	415
96829	1735	415
96831	1735	726
96832	1735	415
96833	1735	1533
96835	1735	726
96836	1735	415
96838	1735	1533
96840	1735	726
96841	1735	415
96843	1735	415
96845	1735	1533
96846	1735	726
96847	1735	2219
96848	1735	2219
96850	1735	726
96853	1735	619
96856	1735	39
96857	1735	1533
96858	1735	619
96859	1735	415
96861	1735	726
96866	1735	619
96867	1735	619
96869	1735	726
96870	1735	726
96872	1735	415
96873	1735	415
96875	1735	415
96877	1735	415
96878	1735	415
96879	1735	415
96885	1735	39
96887	1735	689
96888	1735	2219
96889	1735	2219
96891	1735	415
96892	1735	726
96895	1735	415
96896	1735	415
96902	1735	619
96909	1735	726
96910	1735	726
96911	1735	726
96912	1735	726
96913	1735	726
96914	1735	726
96915	1735	415
96917	1735	415
96918	1735	415
96919	1735	415
96921	1735	415
96922	1735	415
96927	1735	39
96929	1735	689
96930	1735	689
96931	1735	689
96933	1735	726
96934	1735	726
96935	1735	2219
96937	1735	619
96940	1735	726
96941	1735	415
96942	1735	415
96944	1735	689
96945	1735	1533
96946	1735	1533
96947	1735	1533
96948	1735	1533
96952	1735	619
96953	1735	619
96959	1735	726
96960	1735	415
96961	1735	415
96962	1735	415
96963	1735	415
96965	1735	415
96966	1735	415
96967	1735	415
96968	1735	415
96969	1735	415
96970	1735	415
96972	1735	415
96974	1735	39
96975	1735	39
96976	1735	415
96977	1735	2219
96978	1735	2219
96979	1735	415
96983	1735	726
96984	1735	726
96985	1735	726
96988	1735	1533
96989	1735	1533
96995	1735	619
96996	1735	619
96998	1735	726
96999	1735	726
97000	1735	726
97001	1735	726
97002	1735	726
97003	1735	726
97004	1735	726
97005	1735	415
97006	1735	415
97007	1735	415
97008	1735	415
97009	1735	415
97010	1735	415
97011	1735	415
97012	1735	415
97013	1735	415
97016	1735	39
97019	1735	726
97020	1735	726
97021	1735	415
97022	1735	1533
97023	1735	1533
97027	1735	619
97028	1735	619
97037	1735	726
97038	1735	726
97039	1735	726
97040	1735	726
97041	1735	415
97042	1735	415
97043	1735	415
97044	1735	415
97045	1735	415
97046	1735	415
97048	1735	415
97053	1735	726
97054	1735	1533
97056	1735	726
97058	1735	2219
97061	1735	619
97062	1735	619
97066	1735	726
97067	1735	726
97068	1735	415
97071	1735	1533
97072	1735	1533
97075	1735	619
97076	1735	619
97078	1735	726
97079	1735	726
97080	1735	726
97081	1735	415
97082	1735	39
97084	1735	2219
97086	1735	726
97087	1735	726
97088	1735	1533
97089	1735	1533
97092	1735	726
97093	1735	415
97094	1735	415
97097	1735	39
97098	1735	2219
97100	1735	39
97101	1735	1533
97102	1735	1533
97103	1735	1533
97105	1735	619
97108	1735	726
97109	1735	415
97110	1735	415
97111	1735	415
97112	1735	415
97113	1735	415
97114	1735	415
97115	1735	415
97116	1735	415
97117	1735	39
97119	1735	415
97120	1735	1533
97124	1735	689
97126	1735	415
97127	1735	1533
97130	1735	619
97131	1735	619
97137	1735	726
97138	1735	726
97139	1735	726
97140	1735	726
97141	1735	415
97144	1735	415
97145	1735	726
97146	1735	619
3098	1735	726
3099	1735	619
162922	1735	1533
162924	1735	1533
162925	1735	1533
162926	1735	1533
162927	1735	1533
162928	1735	415
162931	1735	415
162932	1735	415
162933	1735	415
162934	1735	415
162935	1735	1533
162936	1735	415
162938	1735	726
162941	1735	1533
162942	1735	1533
162944	1735	726
162946	1735	415
162947	1735	415
162949	1735	726
162951	1735	415
162952	1735	415
162956	1735	1533
162957	1735	1533
162958	1735	1533
162960	1735	726
162961	1735	726
162962	1735	726
162967	1735	39
162968	1735	1533
162969	1735	415
162970	1735	415
162971	1735	619
162973	1735	415
162974	1735	726
162975	1735	415
162977	1735	415
162978	1735	415
162979	1735	726
162981	1735	726
162982	1735	39
162986	1735	726
162987	1735	726
162988	1735	415
162990	1735	726
162993	1735	415
163001	1735	726
163002	1735	726
163003	1735	415
163005	1735	726
163007	1735	415
163008	1735	415
163009	1735	415
163010	1735	1533
163017	1735	415
163018	1735	415
163020	1735	415
163021	1735	415
163028	1735	1533
163030	1735	726
163031	1735	415
163033	1735	619
163034	1735	726
163035	1735	415
163036	1735	415
163037	1735	415
163038	1735	1533
163041	1735	2219
163042	1735	415
163044	1735	689
163046	1735	1533
163047	1735	1533
163053	1735	726
163054	1735	726
163056	1735	415
163058	1735	415
163060	1735	39
163064	1735	415
163065	1735	619
163067	1735	726
163068	1735	726
163071	1735	415
163072	1735	415
163075	1735	1533
163076	1735	689
163078	1735	726
163079	1735	415
3711	1735	1533
3714	1735	415
23594	1735	415
23595	1735	415
23597	1735	1533
23598	1735	415
23599	1735	1533
16628	1736	355
16629	1736	355
16630	1736	355
16632	1736	355
16633	1736	2242
16636	1736	355
97150	1736	355
97152	1736	355
97153	1736	355
97157	1736	355
97160	1736	355
97161	1736	355
97162	1736	355
97163	1736	355
97165	1736	355
97166	1736	2242
97167	1736	355
97168	1736	355
97172	1736	355
97173	1736	355
97174	1736	355
97175	1736	355
97176	1736	355
97183	1736	355
97184	1736	355
97185	1736	355
163082	1736	355
163084	1736	355
163085	1736	355
163086	1736	355
16644	1737	345
16645	1737	50
16646	1737	2712
97191	1737	50
163088	1737	50
16647	1739	82
16648	1739	372
16649	1739	372
16650	1739	372
16651	1739	378
16652	1739	378
16653	1739	82
16654	1739	378
97197	1739	82
97198	1739	378
97199	1739	378
97200	1739	378
97201	1739	82
97202	1739	378
97203	1739	378
97204	1739	82
97205	1739	378
97206	1739	372
97207	1739	82
97209	1739	82
97210	1739	82
97211	1739	82
97212	1739	82
97213	1739	378
97214	1739	372
163089	1739	378
163090	1739	372
163091	1739	82
1461	1740	20
97215	1740	20
97216	1740	20
97217	1740	20
97218	1740	20
97219	1740	20
97226	1743	1715
16655	1745	859
97229	1745	860
97230	1745	246
97231	1745	860
97232	1745	860
97233	1745	860
97234	1745	860
97235	1745	860
97236	1745	860
97237	1745	859
97238	1745	860
97239	1745	859
97240	1745	246
97241	1745	246
97242	1745	860
97243	1745	860
97244	1745	860
97245	1745	246
97246	1745	859
97247	1745	859
97248	1745	859
97249	1745	246
97250	1745	246
97251	1745	246
97252	1745	859
97253	1745	246
97254	1745	860
97255	1745	859
97256	1745	859
97257	1745	860
97258	1745	860
97259	1745	859
97260	1745	246
97261	1745	859
97262	1745	246
97263	1745	860
97264	1745	860
97265	1745	860
97266	1745	860
97267	1745	860
97268	1745	860
97269	1745	859
97271	1745	860
97272	1745	859
97273	1745	859
97274	1745	859
97275	1745	859
163092	1745	859
97277	1746	95
97278	1746	95
97280	1746	95
97284	1746	95
3100	1746	95
97285	1747	8
97286	1747	8
97288	1747	8
97289	1747	8
97290	1751	2921
97292	1751	2921
97293	1751	2921
1462	1754	1195
1463	1754	1195
1464	1754	1195
1465	1754	1195
1472	1754	1195
1476	1754	1195
1478	1754	1195
16656	1754	1195
16657	1754	1195
16659	1754	1195
16661	1754	1195
16662	1754	1195
16663	1754	1195
16666	1754	1195
16667	1754	1195
16668	1754	1195
16669	1754	1195
16670	1754	1195
16671	1754	1195
16674	1754	1195
16675	1754	1195
16680	1754	1195
16681	1754	1195
16682	1754	1195
16683	1754	1195
16685	1754	1195
16686	1754	1195
16687	1754	1195
16693	1754	1195
16694	1754	1195
16695	1754	1195
16701	1754	1195
16702	1754	1195
97294	1754	1195
97295	1754	1195
97296	1754	1195
97297	1754	1195
97298	1754	1195
97299	1754	1195
97300	1754	1195
97301	1754	1195
97302	1754	1195
97303	1754	1195
97304	1754	1195
97305	1754	1195
97306	1754	1195
97308	1754	1195
97309	1754	1195
97310	1754	1195
97311	1754	1195
97312	1754	1195
97313	1754	1195
97314	1754	1195
97315	1754	1195
97317	1754	1195
97319	1754	1195
97321	1754	1195
97322	1754	1195
97323	1754	1195
97324	1754	1195
97325	1754	1195
97326	1754	1195
97327	1754	1195
97330	1754	1195
97331	1754	1195
97334	1754	1195
97336	1754	1195
97340	1754	1195
97341	1754	1195
97342	1754	1195
97343	1754	1195
97344	1754	1195
97345	1754	1195
97346	1754	1195
97347	1754	1195
97350	1754	1195
97351	1754	1195
97353	1754	1195
97356	1754	1195
3101	1754	1195
163093	1754	1195
163094	1754	1195
163095	1754	1195
163096	1754	1195
163097	1754	1195
163099	1754	1195
163100	1754	1195
163101	1754	1195
163102	1754	1195
163103	1754	1195
163104	1754	1195
163106	1754	1195
163107	1754	1195
163109	1754	1195
163110	1754	1195
23604	1754	1195
1479	1755	341
1480	1755	341
16703	1755	341
16704	1755	341
16705	1755	583
16706	1755	341
16707	1755	341
16708	1755	341
16709	1755	341
16712	1755	341
16713	1755	341
16715	1755	341
97358	1755	341
97359	1755	341
97360	1755	341
97361	1755	341
97362	1755	341
97363	1755	2214
97364	1755	341
97366	1755	341
3102	1755	341
163111	1755	341
163112	1755	583
163114	1755	341
163115	1755	341
163116	1755	341
163117	1755	341
163118	1755	341
163120	1755	341
97368	1757	223
16717	1759	71
97371	1759	71
163121	1759	71
1483	1760	2200
1486	1760	2925
1487	1760	2200
16723	1760	2200
16724	1760	2200
16735	1760	2925
16739	1760	2200
16740	1760	733
16743	1760	2200
97374	1760	2925
97375	1760	2925
97378	1760	2925
97383	1760	2200
97384	1760	2925
97385	1760	2925
97387	1760	733
97389	1760	2200
97395	1760	2925
97396	1760	2925
97399	1760	2200
97400	1760	733
97404	1760	2925
97407	1760	733
97409	1760	2925
97410	1760	2925
97413	1760	2200
97423	1760	2925
97428	1760	2925
97429	1760	2925
97432	1760	2925
97437	1760	2925
97438	1760	2925
97449	1760	2925
97450	1760	2925
97451	1760	2925
97455	1760	2200
97463	1760	2925
97464	1760	2925
97465	1760	2925
3103	1760	2925
163122	1760	733
163123	1760	2200
163124	1760	2925
163131	1760	2200
163132	1760	2200
163135	1760	2200
97472	1761	345
97474	1761	345
97476	1762	346
97477	1762	346
97478	1762	346
97479	1762	346
97480	1763	177
97481	1763	177
97482	1763	244
16746	1765	458
16747	1765	458
16750	1765	458
16752	1765	458
97483	1765	458
97484	1765	458
97486	1765	458
3104	1765	458
1490	1767	2896
16753	1767	430
16754	1767	2896
16755	1767	430
16757	1767	2896
16758	1767	2896
16759	1767	2896
16762	1767	430
16763	1767	430
16764	1767	430
16765	1767	430
16766	1767	430
16767	1767	430
16768	1767	430
16769	1767	430
16770	1767	430
16772	1767	430
16773	1767	2896
16776	1767	430
16777	1767	2896
16778	1767	2896
16780	1767	430
97488	1767	430
97489	1767	430
97490	1767	430
97491	1767	430
97499	1767	430
97503	1767	2896
97505	1767	430
97506	1767	430
97507	1767	430
97508	1767	430
97509	1767	430
97510	1767	2896
97511	1767	2896
97518	1767	430
97519	1767	2896
97521	1767	2896
97522	1767	2896
97527	1767	2896
97528	1767	430
97529	1767	430
97532	1767	430
97533	1767	430
97536	1767	430
97539	1767	2896
97540	1767	430
97543	1767	2896
97549	1767	430
97550	1767	430
97557	1767	2896
97558	1767	2896
97559	1767	2896
97561	1767	2896
97562	1767	2896
97566	1767	430
97568	1767	430
97569	1767	430
97572	1767	2896
97573	1767	2896
97576	1767	430
97582	1767	430
97583	1767	430
97584	1767	430
97585	1767	430
97586	1767	430
97587	1767	430
97588	1767	2896
97595	1767	2896
97600	1767	430
97602	1767	2896
97603	1767	2896
97604	1767	2896
97605	1767	430
97606	1767	430
97608	1767	2896
97609	1767	2896
97614	1767	430
97621	1767	2896
97622	1767	2896
97623	1767	2896
97624	1767	2896
97634	1767	430
97635	1767	430
97636	1767	430
97637	1767	430
97638	1767	430
97639	1767	430
97640	1767	430
97641	1767	430
97642	1767	430
97643	1767	430
97644	1767	430
97650	1767	430
97652	1767	430
97658	1767	2896
97659	1767	2896
97660	1767	2896
97661	1767	2896
97662	1767	2896
97663	1767	2896
97664	1767	2896
97665	1767	2896
97666	1767	2896
97667	1767	2896
97668	1767	2896
97669	1767	2896
97686	1767	430
97687	1767	430
97688	1767	430
97689	1767	430
97690	1767	430
97691	1767	430
97692	1767	430
97696	1767	430
97698	1767	430
97699	1767	2896
97700	1767	2896
97705	1767	430
97706	1767	430
97707	1767	430
97710	1767	2896
97711	1767	2896
97712	1767	2896
97713	1767	2896
97714	1767	2896
97723	1767	430
97729	1767	2896
97730	1767	2896
97731	1767	2896
97743	1767	430
97746	1767	2896
97747	1767	2896
97748	1767	2896
97749	1767	2896
97752	1767	430
97753	1767	430
97754	1767	430
97755	1767	430
3362	1767	2896
163142	1767	2896
163143	1767	2896
163151	1767	430
3726	1767	2896
3727	1767	430
3729	1767	2896
97788	1769	41
97789	1769	41
97797	1770	282
97798	1770	282
97799	1770	282
97800	1770	282
97801	1770	282
97806	1770	2901
97808	1770	2725
97821	1770	2901
97822	1770	2901
97823	1770	2901
97824	1770	2901
97825	1770	2901
97826	1770	2901
97827	1770	2901
97828	1770	2901
97829	1770	2901
97830	1770	2901
97831	1770	2901
97832	1770	2901
97833	1770	2901
97834	1770	2901
97835	1770	2901
97836	1770	2901
97837	1770	2901
97838	1770	2901
97839	1770	2901
97842	1770	2901
97855	1770	412
97856	1770	412
97857	1770	412
97858	1770	412
97859	1770	412
97860	1770	412
97860	1770	412
97868	1770	2725
97869	1770	2725
97870	1770	2725
97878	1770	282
97879	1770	282
97880	1770	282
97901	1770	2901
97903	1770	2901
97906	1770	2725
97942	1770	2901
97943	1770	2901
97952	1770	282
97954	1770	412
97958	1770	412
97971	1770	2901
97985	1770	282
97987	1770	2901
97992	1770	2901
97999	1770	2901
98011	1770	412
98018	1770	2901
98019	1770	2901
98020	1770	2901
98032	1770	282
98036	1770	282
98039	1770	2901
98046	1770	2901
98057	1770	2901
98065	1770	2901
98066	1770	2901
98067	1770	2901
98069	1770	412
98078	1770	2901
98079	1770	2901
98082	1770	282
98101	1770	2901
98102	1770	2725
98103	1770	2901
98111	1770	282
98120	1770	2901
98121	1770	2901
98138	1770	2901
98139	1770	2901
98140	1770	2901
98141	1770	2725
98148	1770	2901
98149	1770	2901
98152	1770	2725
98157	1770	2901
98158	1770	2901
98161	1770	412
98162	1770	412
98184	1770	2901
98185	1770	2901
98199	1770	412
98200	1770	2901
98218	1770	2901
98219	1770	2901
98221	1770	412
98227	1770	2901
98235	1770	412
98237	1770	2901
98238	1770	2901
98239	1770	2901
98246	1770	282
98247	1770	2901
98253	1770	2901
98254	1770	2901
98258	1770	2725
98259	1770	2725
98291	1770	282
98294	1770	2901
98297	1770	2725
98302	1770	2901
98303	1770	2901
98313	1770	2901
98314	1770	2901
98315	1770	2901
98318	1770	412
98353	1770	2901
98354	1770	2901
98359	1770	2725
98374	1770	282
98376	1770	2901
98381	1770	2901
98382	1770	2901
98383	1770	2901
98396	1770	2901
98398	1770	412
98401	1770	2725
98412	1770	2901
98413	1770	2901
98414	1770	2901
98415	1770	2901
98416	1770	2901
98417	1770	2901
98418	1770	412
98433	1770	2901
98434	1770	2901
98441	1770	2901
98443	1770	282
163157	1770	412
163158	1770	412
