id_pfam	start	end	id_protein	length
PF00400	121	160	2776	40
PF16300	345	387	2776	43
PF08954	410	461	2776	52
PF01284	32	160	2777	129
PF00106	68	261	2778	194
PF17802	871	929	2779	59
PF13620	330	406	2779	77
PF00515	60	93	2780	34
PF13181	94	127	2780	34
PF18391	142	225	2780	84
PF04564	227	299	2780	73
PF02423	3	314	2781	312
PF05739	236	293	2782	58
PF00804	40	235	2782	196
PF02518	265	403	2783	139
PF10436	69	222	2783	154
PF00400	78	116	2784	39
PF00400	170	208	2784	39
PF08953	10	75	2784	66
PF16300	350	392	2784	43
PF01602	34	590	2785	557
PF14796	802	947	2785	146
PF00568	1	107	2786	107
PF12234	1123	1423	2787	301
PF12234	1443	1904	2787	462
PF00400	2932	2970	2787	39
PF00637	620	771	2788	152
PF05131	291	435	2788	145
PF00194	11	259	2789	249
PF13561	65	304	2790	240
PF13417	28	105	2791	78
PF13410	158	282	2791	125
PF13833	39	90	2792	52
PF13499	98	174	2792	77
PF04732	9	99	2793	91
PF00038	100	411	2793	312
PF00595	93	172	2794	80
PF02828	14	67	2794	54
PF07690	68	453	2795	386
PF00566	313	542	2796	230
PF12068	7	205	2796	199
PF00614	196	223	2797	28
PF13918	226	403	2797	178
PF00640	80	202	2798	123
PF06311	287	371	2798	85
PF14560	10	94	2799	85
PF01302	161	229	2799	69
PF15826	2	193	2800	192
PF01576	865	1945	2801	1081
PF00063	107	788	2801	682
PF02736	51	96	2801	46
PF13895	669	742	2802	74
PF03921	31	122	2802	92
PF13927	745	818	2802	74
PF14938	8	288	2803	281
PF13246	416	511	2804	96
PF00689	789	998	2804	210
PF00122	153	344	2804	192
PF00690	33	101	2804	69
PF00041	526	606	2805	81
PF00041	428	513	2805	86
PF00102	1416	1647	2805	232
PF00102	1705	1938	2805	234
PF13927	135	220	2805	86
PF00041	930	1022	2805	93
PF07679	33	124	2805	92
PF07679	245	328	2805	84
PF00041	722	821	2805	100
PF00041	333	414	2805	82
PF00041	620	708	2805	89
PF00041	835	917	2805	83
PF01369	61	243	2806	183
PF00169	260	376	2806	117
PF00060	582	856	2807	275
PF01094	83	281	2807	199
PF10613	473	569	2807	97
PF00071	24	185	2808	162
PF13246	437	532	2809	96
PF09040	2	43	2809	42
PF08282	712	772	2809	61
PF00690	54	122	2809	69
PF00689	810	1020	2809	211
PF00122	174	365	2809	192
PF13927	239	309	2810	71
PF13927	328	396	2810	69
PF08205	141	226	2810	86
PF00254	113	201	2811	89
PF00122	295	511	2812	217
PF00702	527	778	2812	252
PF00400	552	590	2813	39
PF07653	219	282	2814	64
PF02828	1	54	2814	54
PF02828	57	109	2814	53
PF00625	337	527	2814	191
PF00595	131	206	2814	76
PF13898	416	752	2815	337
PF00194	44	300	2816	257
PF00102	2048	2281	2816	234
PF00102	1750	1991	2816	242
PF00041	313	401	2816	89
PF01594	590	841	2817	252
PF00400	70	111	2818	42
PF16300	350	392	2818	43
PF08953	5	70	2818	66
PF00400	170	208	2818	39
PF00406	13	169	2819	157
PF10166	1	134	2820	134
PF01145	26	216	2821	191
PF00169	8	112	2822	105
PF00169	192	289	2822	98
PF00149	92	294	2823	203
PF03820	9	321	2824	313
PF17820	103	156	2825	54
PF00620	1162	1316	2825	155
PF00169	932	1040	2825	109
PF00018	273	317	2826	45
PF00018	455	499	2826	45
PF00787	30	124	2826	95
PF00018	172	217	2826	46
PF00018	848	891	2826	44
PF00134	143	265	2827	123
PF03736	225	266	2828	42
PF13855	115	175	2828	61
PF03736	510	551	2828	42
PF03736	419	461	2828	43
PF03736	271	312	2828	42
PF13855	69	127	2828	59
PF03736	366	414	2828	49
PF03736	317	363	2828	47
PF03736	464	505	2828	42
PF01399	285	389	2829	105
PF18055	12	129	2829	118
PF18503	393	419	2829	27
PF00071	23	184	2830	162
PF00754	37	165	2831	129
PF02210	389	515	2831	127
PF02210	813	939	2831	127
PF02210	203	332	2831	130
PF02210	1088	1218	2831	131
PF00595	496	581	2832	86
PF17817	426	489	2832	64
PF08240	76	144	2833	69
PF13602	232	385	2833	154
PF00625	373	563	2834	191
PF00595	165	240	2834	76
PF02828	12	51	2834	40
PF07653	253	315	2834	63
PF02828	92	144	2834	53
PF02931	48	256	2835	209
PF02932	263	538	2835	276
PF19914	176	255	2836	80
PF20023	99	133	2836	35
PF20053	666	769	2836	104
PF19913	770	890	2836	121
PF20023	137	175	2836	39
PF00595	386	465	2837	80
PF00617	720	898	2837	179
PF00618	270	357	2837	88
PF00788	606	692	2837	87
PF00153	118	205	2838	88
PF00755	174	756	2839	583
PF16484	1	47	2839	47
PF10408	330	972	2840	643
PF04564	988	1060	2840	73
PF12877	931	1569	2841	639
PF02817	182	217	2842	36
PF00198	272	501	2842	230
PF00364	57	131	2842	75
PF03456	32	97	2843	66
PF02141	172	402	2843	231
PF00254	26	95	2844	70
PF02828	29	82	2845	54
PF00595	108	187	2845	80
PF12850	1	158	2846	158
PF00779	680	709	2847	30
PF00616	322	511	2847	190
PF00169	566	672	2847	107
PF00168	133	233	2847	101
PF00168	5	107	2847	103
PF00071	22	183	2848	162
PF00056	22	161	2849	140
PF02866	164	334	2849	171
PF00168	3	111	2850	109
PF02755	139	162	2851	24
PF02755	461	484	2851	24
PF02755	499	520	2851	22
PF02755	423	446	2851	24
PF01213	5	64	2852	60
PF08603	321	475	2852	155
PF03061	52	129	2853	78
PF00787	57	148	2854	92
PF15469	132	914	2855	783
PF01833	8	92	2855	85
PF03129	411	502	2856	92
PF13393	62	390	2856	329
PF01262	203	437	2857	235
PF05222	60	199	2857	140
PF12769	501	587	2857	87
PF02233	620	1079	2857	460
PF00621	247	427	2858	181
PF00618	638	773	2858	136
PF00169	23	133	2858	111
PF00617	1005	1183	2858	179
PF00241	13	132	2859	120
PF00400	45	83	2860	39
PF00400	216	254	2860	39
PF00400	89	125	2860	37
PF00400	259	298	2860	40
PF00400	133	170	2860	38
PF00400	302	340	2860	39
PF00400	174	212	2860	39
PF00787	94	184	2861	91
PF00400	66	103	2862	38
PF00400	107	145	2862	39
PF00400	200	238	2862	39
PF11816	509	674	2862	166
PF00400	158	196	2862	39
PF01421	299	496	2863	198
PF08516	588	706	2863	119
PF01562	110	249	2863	140
PF00200	511	583	2863	73
PF08499	73	133	2864	61
PF00233	218	445	2864	228
PF16923	93	262	2865	170
PF03200	352	835	2865	484
PF02453	1005	1169	2866	165
PF12796	557	649	2867	93
PF17959	139	222	2867	84
PF04960	244	530	2867	287
PF03364	84	213	2868	130
PF13890	612	769	2869	158
PF19533	780	981	2869	202
PF00153	422	513	2870	92
PF00153	514	609	2870	96
PF00153	324	421	2870	98
PF02238	58	110	2871	53
PF00041	442	525	2872	84
PF00041	330	424	2872	95
PF01404	31	204	2872	174
PF07647	908	973	2872	66
PF07699	266	309	2872	44
PF14575	549	618	2872	70
PF07714	621	878	2872	258
PF00069	60	311	2873	252
PF02149	751	795	2873	45
PF00627	331	367	2873	37
PF00041	416	496	2874	81
PF00041	687	766	2874	80
PF18720	234	262	2874	29
PF00041	865	944	2874	80
PF18720	203	231	2874	29
PF07974	297	323	2874	27
PF00041	775	855	2874	81
PF00041	327	404	2874	78
PF00041	505	585	2874	81
PF00147	1134	1343	2874	210
PF00041	954	1033	2874	80
PF00041	595	677	2874	83
PF00041	1042	1121	2874	80
PF05405	83	244	2875	162
PF00071	5	167	2876	163
PF01267	17	282	2877	266
PF04300	114	294	2878	181
PF12937	47	92	2878	46
PF00226	852	913	2879	62
PF10409	226	365	2879	140
PF04799	594	754	2880	161
PF00350	99	259	2880	161
PF08240	35	124	2881	90
PF13602	192	327	2881	136
PF16528	335	540	2882	206
PF08700	17	104	2882	88
PF01553	138	283	2883	146
PF19277	293	667	2883	375
PF00337	18	151	2884	134
PF00337	186	316	2884	131
PF03068	284	662	2885	379
PF08526	1	114	2885	114
PF08527	116	274	2885	159
PF07686	31	134	2886	104
PF00069	144	425	2887	282
PF01425	95	562	2888	468
PF06472	70	338	2889	269
PF00005	456	599	2889	144
PF01569	178	330	2890	153
PF14523	29	132	2891	104
PF05739	214	266	2891	53
PF03473	201	332	2892	132
PF03476	54	175	2892	122
PF03160	512	612	2893	101
PF16494	248	379	2893	132
PF01699	74	245	2893	172
PF01699	747	912	2893	166
PF03160	384	483	2893	100
PF10291	560	827	2894	268
PF08976	92	168	2895	77
PF13405	33	62	2895	30
PF14656	768	1369	2896	602
PF14655	74	498	2896	425
PF00595	639	718	2897	80
PF07653	737	796	2897	60
PF00625	896	1007	2897	112
PF00595	162	246	2897	85
PF00595	427	511	2897	85
PF15797	31	134	2898	104
PF00254	191	287	2899	97
PF00071	13	174	2900	162
PF00106	11	209	2901	199
PF02036	310	412	2901	103
PF00076	21	89	2902	69
PF02263	70	341	2903	272
PF02841	343	473	2903	131
PF00503	28	366	2904	339
PF01094	43	381	2905	339
PF00060	543	824	2905	282
PF10613	414	529	2905	116
PF03915	188	289	2906	102
PF16453	859	996	2907	138
PF01369	651	839	2907	189
PF01093	30	446	2908	417
PF03098	145	689	2909	545
PF00061	6	132	2910	127
PF13499	98	174	2911	77
PF13833	39	90	2911	52
PF00188	14	133	2912	120
PF16744	126	198	2913	73
PF12877	1036	1702	2914	667
PF09360	32	88	2915	57
PF10660	8	41	2915	34
PF02185	38	102	2916	65
PF02185	214	281	2916	68
PF02185	127	196	2916	70
PF00433	895	937	2916	43
PF00069	615	874	2916	260
PF09735	7	1123	2917	1117
PF00058	1356	1396	2918	41
PF00058	4013	4054	2918	42
PF00058	2344	2386	2918	43
PF07645	150	188	2918	39
PF00058	3970	4010	2918	41
PF00058	1977	2017	2918	41
PF00057	1060	1097	2918	38
PF00057	2657	2688	2918	32
PF00057	2902	2939	2918	38
PF00057	3739	3776	2918	38
PF00057	2564	2600	2918	37
PF00057	3332	3369	2918	38
PF00057	2522	2561	2918	40
PF00057	2772	2812	2918	41
PF00057	3411	3448	2918	38
PF00058	2020	2061	2918	42
PF00057	2603	2639	2918	37
PF00057	2816	2853	2918	38
PF00057	893	931	2918	39
PF00057	3372	3408	2918	37
PF00057	2694	2730	2918	37
PF00058	1627	1667	2918	41
PF00058	614	657	2918	44
PF00058	2389	2428	2918	40
PF00057	3573	3609	2918	37
PF00057	1013	1051	2918	39
PF00057	3611	3647	2918	37
PF16472	3022	3258	2918	237
PF14670	1185	1221	2918	37
PF14670	807	842	2918	36
PF14670	3294	3330	2918	37
PF12662	2962	2985	2918	24
PF00057	852	890	2918	39
PF00058	1399	1443	2918	45
PF00057	3534	3570	2918	37
PF00057	3492	3531	2918	40
PF00057	934	971	2918	38
PF00057	2856	2897	2918	42
PF00058	660	708	2918	49
PF00057	1102	1140	2918	39
PF00058	4057	4099	2918	43
PF00057	70	108	2918	39
PF00057	2732	2769	2918	38
PF00057	3652	3690	2918	39
PF07645	3824	3861	2918	38
PF00057	3451	3489	2918	39
PF00057	974	1011	2918	38
PF00057	25	64	2918	40
PF01275	4	273	2919	270
PF00071	5	166	2920	162
PF00610	527	595	2921	69
PF00610	426	494	2921	69
PF00621	53	238	2921	186
PF03522	1031	1139	2922	109
PF03522	711	837	2922	127
PF03522	830	983	2922	154
PF00324	125	328	2922	204
PF00324	412	699	2922	288
PF00635	7	113	2923	107
PF13417	49	126	2924	78
PF13410	179	304	2924	126
PF16453	961	1098	2925	138
PF01369	753	941	2925	189
PF00122	129	368	2926	240
PF16209	34	102	2926	69
PF13246	484	585	2926	102
PF16212	827	1079	2926	253
PF00168	24	134	2927	111
PF07002	347	566	2927	220
PF00168	177	286	2927	110
PF15056	31	117	2928	87
PF18308	169	207	2930	39
PF00790	3	142	2930	140
PF02883	597	715	2930	119
PF03127	222	299	2930	78
PF09762	27	206	2931	180
PF01094	46	391	2932	346
PF00060	552	835	2932	284
PF10613	423	538	2932	116
PF17791	226	308	2933	83
PF07678	983	1282	2933	300
PF17790	23	124	2933	102
PF07703	456	605	2933	150
PF07677	1396	1494	2933	99
PF17789	355	446	2933	92
PF01821	693	728	2933	36
PF01759	1534	1644	2933	111
PF00207	770	866	2933	97
PF01835	129	224	2933	96
PF05104	33	171	2934	139
PF02297	19	83	2935	65
PF00168	171	277	2936	107
PF00130	101	153	2936	53
PF00130	36	88	2936	53
PF00069	351	613	2936	263
PF00433	639	675	2936	37
PF00183	287	704	2937	418
PF02518	108	260	2937	153
PF08356	219	305	2938	87
PF08355	341	413	2938	73
PF00071	6	168	2938	163
PF13855	167	226	2939	60
PF00560	79	102	2939	24
PF01462	25	54	2939	30
PF13360	22	252	2940	231
PF07774	787	992	2940	206
PF16123	292	382	2941	91
PF00753	145	291	2941	147
PF01259	12	248	2942	237
PF00731	267	409	2942	143
PF00503	13	344	2943	332
PF06417	56	170	2944	115
PF00307	962	1068	2945	107
PF00612	751	771	2947	21
PF00612	705	725	2947	21
PF00063	17	688	2947	672
PF06017	941	1135	2947	195
PF03250	5	146	2948	142
PF00287	7	283	2949	277
PF00787	56	170	2950	115
PF09325	182	399	2950	218
PF02109	5	113	2951	109
PF03134	67	144	2952	78
PF00168	254	361	2953	108
PF00168	123	229	2953	107
PF13279	54	185	2954	132
PF00930	195	561	2955	367
PF00326	641	850	2955	210
PF03810	30	96	2956	67
PF07686	43	158	2957	116
PF00059	1105	1210	2957	106
PF00193	160	254	2957	95
PF00008	1012	1042	2957	31
PF00193	261	356	2957	96
PF00084	1215	1271	2957	57
PF16183	358	555	2958	198
PF12473	1266	1413	2958	148
PF12423	845	892	2958	48
PF00498	556	627	2958	72
PF00225	11	354	2958	344
PF00169	1702	1799	2958	98
PF00501	82	515	2959	434
PF13193	523	598	2959	76
PF00018	6	54	2960	49
PF10456	358	593	2960	236
PF00787	273	357	2960	85
PF00595	1008	1090	2961	83
PF00788	246	348	2961	103
PF00788	39	133	2961	95
PF01843	785	889	2961	105
PF00498	426	492	2961	67
PF08726	841	907	2962	67
PF00307	163	270	2962	108
PF00435	293	403	2962	111
PF00435	649	752	2962	104
PF00435	528	639	2962	112
PF00435	413	518	2962	106
PF00307	50	155	2962	106
PF01712	60	288	2963	229
PF00758	31	191	2964	161
PF00168	1545	1655	2965	111
PF00168	2	99	2965	98
PF00168	676	785	2965	110
PF00130	554	606	2965	53
PF06292	994	1512	2965	519
PF02191	230	476	2966	247
PF12308	54	153	2966	100
PF09759	370	467	2967	98
PF00560	203	224	2968	22
PF00560	154	175	2968	22
PF03483	332	501	2968	170
PF12799	99	150	2968	52
PF07651	30	299	2969	270
PF01608	862	1010	2969	149
PF16515	461	559	2969	99
PF00595	71	149	2970	79
PF00625	281	453	2970	173
PF00018	164	220	2970	57
PF04732	1	67	2971	67
PF00038	68	376	2971	309
PF02936	30	168	2972	139
PF15250	1	471	2974	471
PF00400	422	461	2975	40
PF08366	279	380	2975	102
PF05147	96	444	2977	349
PF01145	5	188	2978	184
PF08397	15	239	2979	225
PF13246	434	528	2980	95
PF00690	51	119	2980	69
PF00689	805	1014	2980	210
PF00122	171	362	2980	192
PF00008	650	680	2981	31
PF00193	258	353	2981	96
PF00193	157	251	2981	95
PF00084	815	871	2981	57
PF00059	705	810	2981	106
PF07686	41	155	2981	115
PF00193	148	241	2982	94
PF07686	42	145	2982	104
PF00193	249	337	2982	89
PF14796	812	958	2983	147
PF14797	671	786	2983	116
PF01602	39	584	2983	546
PF05502	23	177	2984	155
PF05502	135	375	2984	241
PF16209	58	121	2985	64
PF13246	504	604	2985	101
PF16212	847	1099	2985	253
PF00122	148	386	2985	239
PF02205	437	464	2986	28
PF03607	75	137	2987	63
PF03607	204	263	2987	60
PF00069	390	647	2987	258
PF01661	170	283	2988	114
PF02453	844	1008	2989	165
PF01576	848	1928	2990	1081
PF02736	31	76	2990	46
PF00063	87	771	2990	685
PF00071	93	251	2991	159
PF12796	753	846	2991	94
PF01412	626	741	2991	116
PF00194	12	261	2992	250
PF02893	867	1006	2993	140
PF12335	530	754	2993	225
PF00169	1744	1847	2993	104
PF06602	1092	1521	2993	430
PF02141	116	298	2993	183
PF03456	25	85	2993	61
PF07286	118	255	2994	138
PF14336	298	609	2994	312
PF00041	613	698	2996	86
PF00041	917	1005	2996	89
PF00041	713	796	2996	84
PF00041	811	904	2996	94
PF00047	519	604	2996	86
PF13927	234	314	2996	81
PF13927	330	405	2996	76
PF13927	35	113	2996	79
PF07679	423	511	2996	89
PF13882	1104	1189	2996	86
PF00043	108	196	2997	89
PF02798	7	86	2997	80
PF14938	7	261	2998	255
PF16474	40	236	2999	197
PF00025	5	177	3000	173
PF14429	419	616	3002	198
PF16172	71	414	3002	344
PF07653	12	66	3002	55
PF06920	1114	1615	3002	502
PF00069	81	230	3003	150
PF00069	511	686	3003	176
PF00149	29	246	3004	218
PF02872	338	513	3004	176
PF09457	601	648	3005	48
PF00168	19	148	3005	130
PF14836	135	222	3006	88
PF14533	460	607	3006	148
PF06337	27	119	3006	93
PF00443	289	930	3006	642
PF14429	668	859	3007	192
PF11878	45	155	3007	111
PF00169	182	290	3007	109
PF06920	1592	2143	3007	552
PF00226	3	66	3008	64
PF01215	8	128	3009	121
PF00169	278	375	3011	98
PF00640	494	613	3011	120
PF16746	7	248	3011	242
PF14746	966	1135	3012	170
PF14745	32	604	3012	573
PF14744	605	949	3012	345
PF04136	130	277	3013	148
PF00595	1043	1119	3014	77
PF15949	634	787	3014	154
PF00307	71	179	3014	109
PF15949	294	382	3014	89
PF00412	1614	1676	3014	63
PF03577	36	235	3015	200
PF00071	5	178	3016	174
PF14513	6	117	3017	112
PF13499	151	222	3017	72
PF00781	438	559	3017	122
PF00609	582	762	3017	181
PF14513	108	149	3017	42
PF00130	310	361	3017	52
PF00130	245	297	3017	53
PF03950	504	681	3018	178
PF03129	1303	1404	3018	102
PF00749	197	502	3018	306
PF00043	96	157	3018	62
PF00587	1108	1287	3018	180
PF00458	753	805	3018	53
PF00458	826	878	3018	53
PF09180	1430	1512	3018	83
PF00458	904	956	3018	53
PF00995	23	546	3019	524
PF03114	18	268	3020	251
PF14604	527	590	3020	64
PF00018	452	497	3021	46
PF07815	93	170	3021	78
PF13855	591	651	3022	61
PF13855	659	706	3022	48
PF13855	708	766	3022	59
PF12534	1	340	3022	340
PF03250	3	143	3023	141
PF01094	76	434	3024	359
PF18455	779	817	3024	39
PF00003	475	743	3024	269
PF01145	3	185	3025	183
PF05301	8	190	3026	183
PF00153	191	282	3027	92
PF00339	18	174	3028	157
PF02752	193	356	3028	164
PF00595	114	191	3029	78
PF00595	198	270	3029	73
PF09380	210	299	3030	90
PF09379	9	71	3030	63
PF00769	337	583	3030	247
PF00373	88	206	3030	119
PF02817	171	206	3032	36
PF00364	65	138	3032	74
PF00198	248	479	3032	232
PF00108	54	324	3033	271
PF02803	331	471	3033	141
PF00004	129	259	3034	131
PF17862	281	336	3034	56
PF04091	456	762	3035	307
PF16562	45	164	3036	120
PF00397	809	838	3036	30
PF18436	915	981	3036	67
PF00168	185	300	3036	116
PF00632	1267	1572	3036	306
PF14604	458	506	3037	49
PF07815	93	169	3037	77
PF00514	169	211	3038	43
PF00514	78	118	3038	41
PF00514	346	390	3038	45
PF00514	479	519	3038	41
PF18770	269	329	3039	61
PF04871	781	954	3039	174
PF04869	344	628	3039	285
PF09744	29	184	3040	156
PF16471	414	484	3040	71
PF19056	943	1174	3040	232
PF00225	15	371	3041	357
PF00400	1482	1523	3041	42
PF00400	1616	1652	3041	37
PF00400	1575	1612	3041	38
PF00400	1337	1373	3041	37
PF00536	1018	1082	3042	65
PF00536	896	961	3042	66
PF07647	1105	1175	3042	71
PF00995	34	590	3043	557
PF02453	589	753	3044	165
PF05193	199	378	3045	180
PF00675	48	194	3045	147
PF08356	219	305	3046	87
PF08355	341	411	3046	71
PF00071	6	168	3046	163
PF10249	36	162	3047	127
PF04100	40	452	3048	413
PF01433	280	497	3049	218
PF17900	59	245	3049	187
PF11838	578	893	3049	316
PF00780	1028	1302	3050	275
PF00069	25	289	3050	265
PF07714	133	408	3051	276
PF13499	94	158	3052	65
PF00069	44	298	3053	255
PF07679	33	124	3054	92
PF07679	232	315	3054	84
PF07679	135	225	3054	91
PF00102	1664	1897	3054	234
PF00041	608	696	3054	89
PF00041	823	903	3054	81
PF00041	513	594	3054	82
PF00041	415	500	3054	86
PF00041	320	401	3054	82
PF00041	917	1000	3054	84
PF00102	1375	1606	3054	232
PF00041	710	809	3054	100
PF00287	2	297	3055	296
PF00595	43	133	3056	91
PF00787	184	265	3056	82
PF00788	273	362	3056	90
PF01451	9	154	3057	146
PF00625	3	188	3058	186
PF00433	362	404	3059	43
PF00780	1237	1495	3059	259
PF08826	881	941	3059	61
PF15796	529	608	3059	80
PF00069	77	343	3059	267
PF00130	1013	1064	3059	52
PF07647	1029	1099	3060	71
PF00536	942	1006	3060	65
PF00536	827	892	3060	66
PF00169	60	158	3061	99
PF04091	465	771	3062	307
PF03820	26	340	3063	315
PF00071	22	183	3064	162
PF16453	743	879	3065	137
PF01369	524	712	3065	189
PF09439	62	241	3066	180
PF00171	430	898	3067	469
PF00550	325	391	3067	67
PF02911	204	310	3067	107
PF00551	1	180	3067	180
PF00069	14	272	3068	259
PF08332	346	473	3068	128
PF00023	430	462	3069	33
PF00023	595	627	3069	33
PF00023	364	395	3069	32
PF00023	129	160	3069	32
PF00023	463	494	3069	32
PF00023	529	560	3069	32
PF00023	496	528	3069	33
PF00023	397	429	3069	33
PF00023	562	591	3069	30
PF00023	265	297	3069	33
PF00023	331	363	3069	33
PF00023	298	330	3069	33
PF00023	727	759	3069	33
PF00023	661	693	3069	33
PF00023	760	792	3069	33
PF00023	96	128	3069	33
PF17809	1324	1454	3069	131
PF00791	1041	1100	3069	60
PF00791	970	1048	3069	79
PF00531	3570	3653	3069	84
PF00023	232	264	3069	33
PF00023	628	660	3069	33
PF10276	82	119	3070	38
PF00193	159	253	3071	95
PF07686	44	152	3071	109
PF00193	260	350	3071	91
PF00169	266	366	3072	101
PF00620	391	545	3072	155
PF14604	763	812	3072	50
PF16746	6	249	3072	244
PF02181	595	969	3073	375
PF06367	231	435	3073	205
PF06371	40	228	3073	189
PF07978	187	284	3074	98
PF00787	58	149	3075	92
PF13793	4	120	3076	117
PF14572	199	314	3076	116
PF16172	71	434	3077	364
PF06920	1133	1635	3077	503
PF14429	439	636	3077	198
PF00018	14	61	3077	48
PF01168	15	251	3078	237
PF05347	14	73	3079	60
PF00620	909	1054	3080	146
PF00784	767	877	3080	111
PF00378	84	339	3081	256
PF01145	55	228	3082	174
PF13855	81	139	3083	59
PF13920	671	716	3083	46
PF13855	127	184	3083	58
PF07647	572	630	3083	59
PF10577	34	888	3084	855
PF00596	139	321	3085	183
PF00038	93	406	3086	314
PF04732	10	92	3086	83
PF02828	14	67	3087	54
PF00595	93	172	3087	80
PF01412	11	122	3088	112
PF07679	418	505	3089	88
PF00041	508	598	3089	91
PF00041	610	696	3089	87
PF07679	20	114	3089	95
PF07679	214	304	3089	91
PF13927	119	192	3089	74
PF13927	307	399	3089	93
PF01648	125	244	3090	120
PF15454	16	85	3091	70
PF03360	96	312	3092	217
PF15469	60	291	3093	232
PF00069	28	281	3094	254
PF00625	367	562	3095	196
PF02828	15	67	3095	53
PF00018	234	290	3095	57
PF00595	139	217	3095	79
PF02828	73	124	3095	52
PF02140	43	123	3096	81
PF01825	803	847	3096	45
PF00002	861	1097	3096	237
PF02354	1117	1184	3096	68
PF02354	1181	1447	3096	267
PF16489	567	775	3096	209
PF02191	139	391	3096	253
PF00018	542	598	3097	57
PF10600	278	345	3097	68
PF00595	193	277	3097	85
PF10608	15	97	3097	83
PF00625	679	857	3097	179
PF00595	421	499	3097	79
PF00595	98	182	3097	85
PF14429	421	618	3098	198
PF00018	15	62	3098	48
PF06920	1110	1610	3098	501
PF16172	72	416	3098	345
PF01504	118	404	3099	287
PF00003	410	666	3100	257
PF12796	392	463	3101	72
PF00531	4091	4174	3101	84
PF12796	195	267	3101	73
PF00791	986	1083	3101	98
PF12796	503	594	3101	92
PF12796	131	202	3101	72
PF17809	1308	1438	3101	131
PF12796	668	760	3101	93
PF12796	569	661	3101	93
PF12796	462	529	3101	68
PF12796	257	331	3101	75
PF12796	46	137	3101	92
PF12796	323	397	3101	75
PF12796	754	822	3101	69
PF00241	9	136	3102	128
PF00241	184	311	3102	128
PF00106	11	198	3103	188
PF01979	64	453	3104	390
PF05168	4447	4574	3105	128
PF00240	22	79	3105	58
PF00568	1	107	3106	107
PF00365	17	324	3107	308
PF00365	402	687	3107	286
PF10613	415	530	3108	116
PF01094	39	382	3108	344
PF00060	544	825	3108	282
PF00169	933	1029	3109	97
PF00169	760	856	3109	97
PF00373	123	230	3109	108
PF00621	544	728	3109	185
PF08736	329	372	3109	44
PF09379	44	107	3109	64
PF09380	234	324	3109	91
PF00071	32	193	3110	162
PF07159	18	320	3111	303
PF07679	24	115	3112	92
PF00041	517	597	3112	81
PF13927	235	306	3112	72
PF00102	1669	1902	3112	234
PF00102	1380	1611	3112	232
PF07679	126	225	3112	100
PF00041	920	1006	3112	87
PF00041	825	907	3112	83
PF00041	419	504	3112	86
PF00041	324	405	3112	82
PF00041	713	812	3112	100
PF00041	611	699	3112	89
PF02274	16	221	3113	206
PF08399	104	223	3114	120
PF13768	252	412	3114	161
PF08473	644	1072	3114	429
PF00406	381	537	3115	157
PF00406	137	294	3115	158
PF01088	3	206	3116	204
PF00041	497	581	3117	85
PF07679	115	198	3117	84
PF07679	302	397	3117	96
PF00041	593	678	3117	86
PF07679	21	111	3117	91
PF13927	400	479	3117	80
PF07679	211	298	3117	88
PF09769	38	180	3118	143
PF01553	70	233	3119	164
PF16076	249	328	3119	80
PF10256	20	133	3120	114
PF01094	37	374	3121	338
PF00060	536	817	3121	282
PF10613	407	522	3121	116
PF02181	1283	1673	3122	391
PF00503	11	344	3123	334
PF00503	19	348	3124	330
PF08374	815	1029	3125	215
PF08266	59	142	3125	84
PF00028	401	497	3125	97
PF00028	173	271	3125	99
PF00028	727	813	3125	87
PF00028	617	706	3125	90
PF00028	511	603	3125	93
PF00028	285	378	3125	94
PF02271	8	106	3126	99
PF00349	469	667	3127	199
PF03727	225	459	3127	235
PF00349	21	219	3127	199
PF03727	673	907	3127	235
PF13927	33	120	3128	88
PF13927	237	320	3128	84
PF12816	614	796	3129	183
PF00063	21	679	3130	659
PF00018	1057	1102	3130	46
PF06017	719	920	3130	202
PF00169	278	375	3131	98
PF00640	502	633	3131	132
PF16746	7	249	3131	243
PF15304	686	851	3132	166
PF01217	1	148	3133	148
PF06371	202	275	3134	74
PF06371	23	159	3134	137
PF06367	278	475	3134	198
PF02181	616	982	3134	367
PF01412	609	724	3135	116
PF12796	736	830	3135	95
PF00071	73	231	3135	159
PF00071	15	177	3136	163
PF02205	433	460	3137	28
PF17817	434	497	3138	64
PF07647	985	1049	3138	65
PF00595	504	589	3138	86
PF16182	8	136	3139	129
PF16182	110	355	3139	246
PF02209	370	405	3139	36
PF00346	193	463	3140	271
PF08952	867	1009	3141	143
PF03372	538	859	3141	322
PF02383	60	340	3141	281
PF07690	555	739	3142	185
PF00083	148	484	3142	337
PF01391	61	117	3143	57
PF00386	121	242	3143	122
PF00106	6	152	3144	147
PF00106	184	243	3145	60
PF00106	6	152	3145	147
PF00171	74	547	3146	474
PF05300	78	188	3147	111
PF01992	16	347	3148	332
PF00168	504	610	3149	107
PF00169	302	459	3149	158
PF00621	95	282	3149	188
PF00620	661	813	3149	153
PF08543	71	284	3150	214
PF02188	496	517	3151	22
PF02188	597	618	3151	22
PF02188	549	569	3151	21
PF02188	631	652	3151	22
PF13424	208	281	3151	74
PF13424	187	241	3151	55
PF13424	247	321	3151	75
PF13424	104	163	3151	60
PF13424	285	361	3151	77
PF00069	28	281	3152	254
PF01217	1	137	3153	137
PF00928	159	435	3153	277
PF17820	701	754	3154	54
