uniprot,tipo,start,end
Q9UIA9,IBN_N,30,96
Q8TEX9,IBN_N,24,90
Q14974,IBN_N,21,101
O95373,IBN_N,22,101
O14787,IBN_N,31,99
O14980,IBN_N,46,112
O15397,IBN_N,22,102
P55060,IBN_N,29,102
Q92973,IBN_N,41,109
Q9H6R4,Nrap,178,320
Q8TD22,SFXNs,26,340
Q9H9B4,SFXNs,10,322
Q9BWM7,SFXNs,9,321
P54821,OAR,219,236
Q99697,OAR,275,293
O75364,OAR,258,276
Q9NVV4,PAP_assoc,436,484
Q5XG87,PAP_assoc,408,468
Q8NDF8,PAP_assoc,308,368
Q5TAX3,PAP_assoc,1184,1237
Q5TAX3,PAP_assoc,628,681
Q02952,WSK,754,782
Q02952,WSK,605,633
Q02952,WSK,799,826
P46940,RasGAP_C,1452,1581
Q92759,Tfb2,21,374
Q96F86,YjeF_N,301,467
Q8NCW5,YjeF_N,80,247
Q02878,Ribosomal_L6e_N,36,95
P52434,RNA_pol_Rpb8,7,147
P19388,RNA_pol_Rpb5_N,4,94
Q9H6F5,Cgr1,236,341
Q9H479,Fructosamin_kin,2,309
P32780,BSD,180,237
P60468,Sec61_beta,51,91
Q8WTT2,CBF,555,708
Q03701,CBF,523,731
Q9BVI4,CBF,305,453
Q5T5P2,AIP3,188,289
Q04726,TLE_N,18,133
Q9UMF0,ICAM_N,31,122
P63208,Skp1_POZ,2,67
Q9NTM9,CutC,26,227
A8MUS3,Ribosomal_L23eN,55,105
P62750,Ribosomal_L23eN,17,67
Q9NQS7,INCENP_ARK-bind,825,881
Q9UBU9,TAP_C,569,617
P30050,Ribosomal_L11_N,13,69
Q9Y3B7,Ribosomal_L11_N,20,78
P62917,Ribosomal_L2_C,97,234
P23368,Malic_M,280,535
P47897,tRNA-synt_1c_C,565,752
P07814,tRNA-synt_1c_C,504,681
P15104,Gln-synt_N,24,104
P09104,Enolase_N,3,134
P06733,Enolase_N,3,134
P13929,Enolase_N,3,134
P68366,Tubulin_C,263,393
P68371,Tubulin_C,261,383
Q9BUF5,Tubulin_C,261,383
Q13885,Tubulin_C,261,383
Q3ZCM7,Tubulin_C,261,383
A0A0B4J269,Tubulin_C,608,730
P0DPH8,Tubulin_C,263,393
P23258,Tubulin_C,264,393
Q9BVA1,Tubulin_C,261,383
P07437,Tubulin_C,261,383
Q9NRH3,Tubulin_C,264,393
Q71U36,Tubulin_C,263,393
P68363,Tubulin_C,263,393
P04350,Tubulin_C,261,383
Q9NY65,Tubulin_C,263,393
Q6PEY2,Tubulin_C,263,393
Q9UJT0,Tubulin_C,294,414
Q13509,Tubulin_C,261,383
Q9BQE3,Tubulin_C,263,393
P05412,Jun,6,240
Q9UI30,Trm112p,2,112
Q9NVA1,Ubiq_cyt_C_chap,135,275
Q8N7H5,Paf1,28,438
Q9NT62,Autophagy_act_C,38,308
Q9Y3A2,Utp11,13,253
O43663,MAP65_ASE1,16,477
Q13901,Sas10_Utp3,18,96
Q9NQZ2,Sas10_Utp3,230,310
Q8NEJ9,Sas10_Utp3,18,98
Q15269,Utp12,770,875
Q9UNX4,Utp12,804,907
Q15061,Utp12,473,577
O00566,Mpp10,25,594
Q9Y4W2,Las1,43,187
Q9H633,Rpr2,13,96
Q13435,DUF382,470,596
O15144,P34-Arc,57,284
Q13435,PSP,605,655
Q96A65,Sec8_exocyst,27,144
Q9HAU5,Upf2,1087,1218
O43617,TRAPP,19,166
P53621,Coatomer_WDAD,338,767
P35606,Coatomer_WDAD,319,763
A5YKK6,Not1,1998,2357
Q13888,Ssl1,64,255
P27694,Rep-A_N,5,104
O15145,P21-Arc,1,173
O75175,Not3,3,232
Q92600,Rcd1,25,283
Q13416,ORC2,255,565
P08240,SRP-alpha_N,27,303
Q92968,Peroxin-13_N,117,254
Q8TAG9,Sec15,456,762
Q9Y2D4,Sec15,465,771
P52948,Nucleoporin2,738,885
Q8N1F7,Nic96,218,810
Q5VIR6,Vps53_N,40,452
Q9NP73,Glyco_tran_28_C,3,133
P57740,Nup84_Nup100,209,908
Q96CW5,GCP_C_terminal,555,886
Q96RT8,GCP_C_terminal,716,1018
Q9BSJ2,GCP_C_terminal,509,865
Q96RT7,GCP_C_terminal,1513,1816
Q9UGJ1,GCP_C_terminal,350,655
Q9NPE3,Nop10p,3,52
Q96JB2,Sec34,130,277
J3QR07,YTH,355,432
J3QR07,YTH,432,493
Q9Y5A9,YTH,410,545
Q96MU7,YTH,355,432
Q96MU7,YTH,432,493
Q7Z739,YTH,416,551
Q9BYJ9,YTH,389,524
Q9H6S0,YTH,1288,1363
Q9H6S0,YTH,1354,1419
P78316,Nop14,23,846
P49959,Mre11_DNA_bind,294,461
O75175,NOT2_3_5,620,747
Q9NZN8,NOT2_3_5,396,521
Q9NV06,Sof1,354,440
Q96GA3,LTV,11,363
Q9NRC1,ST7,215,558
Q9NRC1,ST7,17,225
Q9UJA5,Gcd10p,19,322
Q8NI36,Utp21,745,947
Q96J77,TPD52,24,122
Q96S38,MIT,240,305
Q9UN37,MIT,6,72
Q9Y6S9,MIT,50,115
Q6PHR2,MIT,281,346
Q6PHR2,MIT,376,442
P07199,CENP-B_N,2,56
Q8N2U0,DUF423,22,101
Q15126,P-mevalo_kinase,14,124
O43615,Tim44,296,445
Q9UK22,FBA,114,294
O43491,SAB,630,676
P11171,SAB,667,715
Q9Y2J2,SAB,717,765
Q9P035,PTPLA,195,356
Q92574,Hamartin,7,719
Q7L2E3,HA2,851,965
Q14562,HA2,957,1045
Q8IY37,HA2,737,858
Q9H2U1,HA2,670,759
O43143,HA2,539,627
Q7Z478,HA2,1049,1170
Q9H6R0,HA2,471,562
F5H3Y4,HA2,561,682
Q08211,HA2,832,923
Q6P158,HA2,1036,1162
Q9H6S0,HA2,809,928
Q9NY12,Gar1,70,158
P84101,4F5,1,38
Q92878,Rad50_zn_hook,659,712
Q96G21,Brix,90,257
Q8TDN6,Brix,67,242
Q9NQ55,Brix,36,285
Q9H7B2,Brix,38,227
Q9H9Y2,Brix,149,318
O60341,SWIRM,177,264
Q6NUQ1,RINT1_TIP1,304,784
Q9C086,zf-HIT,305,336
Q96EV8,Dysbindin,175,320
Q9UPN7,SAPS,128,378
Q9UPN7,SAPS,372,519
Q99946,CD225,219,286
Q96F15,AIG1,28,239
P47974,Tis11B_N,1,140
Q07352,Tis11B_N,1,107
P47897,tRNA_synt_1c_R2,165,254
P47897,tRNA_synt_1c_R1,5,162
P30876,RNA_pol_Rpb2_7,1082,1174
Q9H9Y6,RNA_pol_Rpb2_7,1033,1135
P30876,RNA_pol_Rpb2_2,201,394
Q9H9Y6,RNA_pol_Rpb2_2,186,375
P30876,RNA_pol_Rpb2_1,38,442
Q9H9Y6,RNA_pol_Rpb2_1,37,422
Q9UMS4,U-box,2,57
Q7Z6E9,U-box,253,327
Q9UNE7,U-box,227,299
Q14139,U-box,988,1060
P30876,RNA_pol_Rpb2_3,468,532
Q9H9Y6,RNA_pol_Rpb2_3,455,520
P30876,RNA_pol_Rpb2_4,567,629
P30876,RNA_pol_Rpb2_5,653,700
Q9UII2,IATP,4,103
Q9BRR6,ADP_PFK_GK,73,490
Q9Y241,HIG_1_N,26,78
P04843,Ribophorin_I,31,457
Q96QA5,Gasdermin,3,233
Q5TAP6,Utp14,43,734
Q9BVJ6,Utp14,44,735
Q99720,ERG2_Sigma1R,12,217
P56381,ATP-synt_Eps,3,50
Q8NDH6,ICA69,254,482
Q05084,ICA69,261,447
Q05084,ICA69,441,483
Q9BY42,Rtf2,1,289
Q9NP79,Vta1,16,158
P49916,DNA_ligase_A_N,262,434
P18858,DNA_ligase_A_N,288,464
Q8NE86,MCU,118,320
P49916,DNA_ligase_A_C,704,814
P18858,DNA_ligase_A_C,771,882
Q16186,Proteasom_Rpn13,29,111
Q16718,ETC_C1_NDUFA5,13,79
O75964,ATP-synt_G,10,102
Q96JJ3,ELMO_CED12,295,474
Q9Y294,ASF1_hist_chap,1,154
Q9NVP2,ASF1_hist_chap,1,154
P07197,Filament_head,9,99
P14136,Filament_head,1,67
P07196,Filament_head,9,88
Q16352,Filament_head,10,92
P17661,Filament_head,9,106
P41219,Filament_head,12,95
P08670,Filament_head,6,101
O00623,Pex2_Pex12,26,267
P62861,Ribosomal_S30,1,58
Q0WX57,HABP4_PAI-RBP1,372,457
Q5JVS0,HABP4_PAI-RBP1,212,316
Q8NC51,HABP4_PAI-RBP1,189,313
Q92629,Sarcoglycan_1,23,278
Q9C086,PAPA-1,211,290
O95140,Fzo_mitofusin,594,754
Q8IZU0,Cor1,61,186
Q8IZU3,Cor1,83,214
Q15436,zf-Sec23_Sec24,58,98
P53992,zf-Sec23_Sec24,422,460
Q15437,zf-Sec23_Sec24,58,98
Q15436,Sec23_trunk,126,390
Q15437,Sec23_trunk,126,392
P53992,Sec23_trunk,499,743
Q6NT76,HNF-1_N,25,227
Q15436,Sec23_helical,518,617
Q15437,Sec23_helical,520,619
P53992,Sec23_helical,843,945
O15042,CID,540,671
J3QK89,CID,159,292
E7ET15,CID,539,670
Q9H4I0,Rad21_Rec8,500,553
O95072,Rad21_Rec8,492,546
O60216,Rad21_Rec8,574,628
Q9H4I0,Rad21_Rec8_N,1,106
O95072,Rad21_Rec8_N,1,116
O60216,Rad21_Rec8_N,1,107
Q9H269,Vps16_C,517,835
Q9H269,Vps16_N,4,420
Q96QR8,PurA,31,279
Q00577,PurA,58,278
P54257,HAP1_N,107,460
O95997,Securin,1,191
Q96GM8,CAF1,39,172
Q96GM8,CAF1,165,451
Q9UIV1,CAF1,15,139
Q9UIV1,CAF1,145,238
Q9UFF9,CAF1,15,139
Q9UFF9,CAF1,140,238
O95453,CAF1,3,390
Q13956,PDE6_gamma,2,83
O60763,Uso1_p115_head,344,628
O60763,Uso1_p115_C,781,954
Q9BXY0,Mak16,138,238
Q9GZM8,NUDE_C,135,309
Q9NXR1,NUDE_C,134,312
Q9BRU9,Fcf1,51,149
Q9Y324,Fcf1,92,188
Q15742,NCD1,36,114
Q15742,NCD2,236,364
Q13561,Dynamitin,16,399
Q14320,XAP5,109,338
Q9NZG7,Ninjurin,24,125
Q9BQG0,DNA_pol_phi,72,836
O75586,Med6,13,140
O75683,SURF6,139,341
O14893,SIP1,37,273
Q15050,RRS1,31,193
Q14692,RIBIOP_C,814,1106
Q2NL82,RIBIOP_C,488,775
Q9BXP5,ARS2,646,851
O94925,Glutaminase,244,530
O95954,FTCD_C,339,520
Q9UHD1,CHORD,3,64
Q9UHD1,CHORD,155,216
Q15185,CS,4,79
Q9UHD1,CS,230,306
Q9Y2Z0,CS,172,248
Q8WVJ2,CS,17,91
Q8WXU2,CS,6,77
Q9Y266,CS,170,247
Q9HB71,CS,76,156
Q9UL19,LRAT,6,126
P41236,IPP-2,45,173
Q96D46,NMD3,17,246
O95602,RNA_pol_Rpb1_3,617,802
P24928,RNA_pol_Rpb1_3,524,692
O14802,RNA_pol_Rpb1_3,528,703
Q9ULX6,AKAP95,414,549
Q5BKZ1,AKAP95,337,472
O43823,AKAP95,415,546
P24928,RNA_pol_Rpb1_7,1164,1299
P24928,RNA_pol_Rpb1_6,896,1079
O95602,RNA_pol_Rpb1_1,9,357
P24928,RNA_pol_Rpb1_1,15,354
O14802,RNA_pol_Rpb1_1,12,356
O95602,RNA_pol_Rpb1_5,958,1670
P24928,RNA_pol_Rpb1_5,830,1427
O14802,RNA_pol_Rpb1_5,841,1316
O95602,RNA_pol_Rpb1_4,837,951
P24928,RNA_pol_Rpb1_4,716,823
O14802,RNA_pol_Rpb1_4,728,834
P24928,RNA_pol_Rpb1_R,1861,1874
P24928,RNA_pol_Rpb1_R,1941,1954
P24928,RNA_pol_Rpb1_R,1855,1867
P24928,RNA_pol_Rpb1_R,1917,1930
P24928,RNA_pol_Rpb1_R,1868,1881
P24928,RNA_pol_Rpb1_R,1742,1755
P24928,RNA_pol_Rpb1_R,1896,1909
P24928,RNA_pol_Rpb1_R,1770,1783
P24928,RNA_pol_Rpb1_R,1904,1916
P24928,RNA_pol_Rpb1_R,1630,1643
P24928,RNA_pol_Rpb1_R,1910,1923
P24928,RNA_pol_Rpb1_R,1763,1776
P24928,RNA_pol_Rpb1_R,1749,1762
P24928,RNA_pol_Rpb1_R,1735,1748
P24928,RNA_pol_Rpb1_R,1778,1790
P24928,RNA_pol_Rpb1_R,1833,1846
P24928,RNA_pol_Rpb1_R,1847,1860
P24928,RNA_pol_Rpb1_R,1616,1629
P24928,RNA_pol_Rpb1_R,1784,1797
P24928,RNA_pol_Rpb1_R,1644,1657
P24928,RNA_pol_Rpb1_R,1651,1664
P24928,RNA_pol_Rpb1_R,1658,1671
P24928,RNA_pol_Rpb1_R,1672,1685
P24928,RNA_pol_Rpb1_R,1700,1713
P24928,RNA_pol_Rpb1_R,1714,1727
P24928,RNA_pol_Rpb1_R,1721,1734
P24928,RNA_pol_Rpb1_R,1728,1741
P24928,RNA_pol_Rpb1_R,1665,1678
P24928,RNA_pol_Rpb1_R,1679,1692
P24928,RNA_pol_Rpb1_R,1686,1699
P24928,RNA_pol_Rpb1_R,1693,1706
P24928,RNA_pol_Rpb1_R,1707,1720
P24928,RNA_pol_Rpb1_R,1791,1804
P24928,RNA_pol_Rpb1_R,1924,1936
P24928,RNA_pol_Rpb1_R,1798,1811
P24928,RNA_pol_Rpb1_R,1889,1902
P24928,RNA_pol_Rpb1_R,1931,1947
P24928,RNA_pol_Rpb1_R,1805,1818
P24928,RNA_pol_Rpb1_R,1756,1769
P24928,RNA_pol_Rpb1_R,1840,1853
P24928,RNA_pol_Rpb1_R,1826,1839
P24928,RNA_pol_Rpb1_R,1948,1960
Q9Y2Z0,SGS,285,365
Q9HB71,SGS,161,221
O75410,TACC_C,598,798
O95359,TACC_C,2742,2942
Q9Y6A5,TACC_C,639,832
Q14978,SRP40_C,624,696
Q8IU60,DCP2,11,93
Q86W56,PARG_cat,581,909
O75177,SSXT,13,74
Q9H5I1,Pre-SET,145,242
O43463,Pre-SET,136,235
P13498,Cytochrom_B558a,2,193
O43678,L51_S25_CI-B8,33,84
Q8N983,L51_S25_CI-B8,43,95
Q86U44,MT-A70,389,550
Q9UI09,NDUFA12,36,139
O15371,eIF-3_zeta,4,521
Q86UP2,Rib_recp_KP_reg,29,168
Q9P2E9,Rib_recp_KP_reg,33,171
P51816,AF-4,18,535
Q9H0A0,Helicase_RecD,281,488
Q9P253,Pep3_Vps18,291,435
O43813,LANC_like,55,399
Q9NS86,LANC_like,96,444
O43159,Methyltransf_8,237,456
Q9BRN9,TM2,182,231
Q8IVS8,MOFRL,402,514
Q9NZJ4,HEPN,4447,4574
Q9NRN9,MTS,35,170
Q8N9T8,Kri1,337,430
Q6P1J9,CDC73_C,356,521
Q6UN15,Fip1,154,196
O14744,PRMT5,295,464
Q96M32,Dpy-30,679,720
P52701,MutS_II,537,703
Q9Y2P8,RTC_insert,183,288
O00442,RTC_insert,184,286
P52701,MutS_IV,932,1024
P27144,ADK_lid,126,161
Q9UIJ7,ADK_lid,128,163
P54819,ADK_lid,142,177
P52701,MutS_III,738,1064
O75439,Peptidase_M16_C,220,404
P22695,Peptidase_M16_C,199,378
P31930,Peptidase_M16_C,210,395
P12955,AMP_N,23,144
P23526,AdoHcyase,6,143
P23526,AdoHcyase,140,431
O43865,AdoHcyase,104,241
O43865,AdoHcyase,237,529
Q13423,AlaDh_PNT_N,60,199
Q9HC16,APOBEC_C,303,379
O60239,SH3BP5,39,269
Q9NVU7,SDA1,409,533
Q9NVU7,SDA1,521,685
Q13895,Bystin,141,431
P59534,TAS2R,29,330
Q9NX63,DUF737,52,174
Q9BRQ6,DUF737,78,188
Q5SQI0,Acetyltransf_16,8,190
Q9H019,Mito_fiss_reg,10,255
P12273,SVA,3,126
Q9NYV6,RRN3,50,586
Q9Y6M9,Complex1_LYR,14,73
O43924,GMP_PDE_delta,9,149
Q96A00,PP1_inhibitor,1,136
P36776,Lon_C,736,949
Q659C4,La,219,275
Q6PKG0,La,407,463
P05455,La,17,74
Q4G0J3,La,38,96
Q92615,La,160,216
Q71RC2,La,123,179
Q15020,Lsm_interact,944,962
Q13522,DARPP-32,3,165
P24539,Mt_ATP-synt_B,83,244
Q9Y6F1,WGR,66,144
P09874,WGR,553,633
Q9UGN5,WGR,115,195
O76095,JTB,37,143
Q13541,eIF_4EBP,2,118
Q13542,eIF_4EBP,3,120
Q9BPW4,ApoL,56,343
P80723,BASP1,2,227
Q99613,eIF-3c_N,29,705
Q9BT49,THAP,5,93
Q9NVV9,THAP,5,81
P49458,SRP9-21,4,73
O15342,ATP_synt_H,9,70
Q9UJW0,Dynactin_p62,23,177
Q9UJW0,Dynactin_p62,135,375
O94811,p25-alpha,52,207
Q9UBB6,Neurochondrin,30,637
Q9Y6D9,MAD,54,716
Q96JB5,DUF773,4,503
O96005,CLPTM1,57,497
Q9Y508,zf-Di19,139,200
Q86VS8,HOOK,184,709
Q96ED9,HOOK,179,705
P51116,Agenet,72,127
P51114,Agenet,62,117
Q06787,Agenet,62,117
B4DXZ6,Agenet,49,104
Q9GZY8,Miff,27,342
O96011,PEX11,1,251
P78562,Peptidase_M13_N,76,479
O60826,DUF812,1,597
Q3KQU3,MAP7,588,727
P17568,NDUF_B7,40,102
P56385,ATP-synt_E,2,68
O75934,BCAS2,11,216
Q16667,CDKN3,1,168
Q9UBU8,MRG,174,352
Q9UPA5,zf-piccolo,463,521
Q9UPA5,zf-piccolo,168,226
Q9Y6V0,zf-piccolo,1057,1115
Q9Y6V0,zf-piccolo,587,646
O14832,PhyH,61,277
P10155,TROVE,16,330
Q86Y82,SNARE,214,266
P61266,SNARE,227,279
Q12846,SNARE,236,293
Q9UNK0,SNARE,181,233
Q16623,SNARE,228,280
O15400,SNARE,201,253
Q99816,UEV,21,141
P54136,DALR_1,534,660
P49902,5_nucleotid,35,489
Q6P158,RWD,246,419
Q96BH1,RWD,16,125
O43237,DLIC,30,491
Q9Y6G9,DLIC,43,519
P35269,TFIIF_alpha,2,517
Q9NUJ3,Tcp11,78,503
Q96C01,DUF842,5,132
P04844,Ribophorin_II,9,627
O95169,NDUF_B8,15,186
Q8NCQ7,Phospholip_A2_2,44,134
Q96J94,GAGE,1,106
A6NH52,DUF846,30,171
Q14690,Suf,1725,1870
P59998,ARPC4,1,167
O75947,Mt_ATP-synt_D,3,155
P09543,CNPase,186,420
Q99848,Ebp2,47,298
Q9BV86,Methyltransf_PK,8,223
O43491,4_1_CTD,892,998
P11171,4_1_CTD,753,860
Q9Y2J2,4_1_CTD,973,1079
Q96A57,DUF872,2,118
Q9BZZ5,API5,4,522
Q15583,Homeobox_KN,182,221
P25054,APC_r,1257,1280
P25054,APC_r,1637,1660
P25054,APC_r,1841,1865
P25054,APC_r,2008,2030
P25054,APC_r,1949,1972
P25054,APC_r,1371,1393
P25054,APC_r,1486,1509
P25054,SAMP,2031,2052
P25054,SAMP,1567,1588
P25054,SAMP,1716,1737
P25054,EB1_binding,2670,2843
P25054,APC_basic,2223,2575
Q03164,FYRN,2024,2071
Q3YBR2,FYRN,188,238
Q03164,FYRC,3666,3748
Q3YBR2,FYRC,244,325
P25054,APC_15aa,1172,1186
P25054,APC_15aa,1020,1034
P25054,APC_15aa,1155,1169
P25054,APC_15aa,1136,1150
Q96F07,FragX_IP,577,1246
Q96F07,FragX_IP,388,561
Q14684,Nop52,10,218
P56182,Nop52,11,219
Q92793,DUF902,1192,1231
Q09472,DUF902,1156,1195
Q16637,SMN,26,293
O75940,SMN,59,196
O43795,Myosin_TH1,941,1135
Q12965,Myosin_TH1,719,920
O00159,Myosin_TH1,874,1055
O94832,Myosin_TH1,803,1001
O00160,Myosin_TH1,717,915
Q9BXL8,SERTA,37,72
O60645,Sec6,177,733
Q8N5F7,Nkap_C,306,407
Q5M9Q1,Nkap_C,293,394
Q9NPI6,DCP1,8,124
Q8IZD4,DCP1,13,129
Q9Y230,TIP49,21,365
Q9Y265,TIP49,14,369
Q9NTK5,YchF-GTPase_C,305,388
Q9H8X2,Ins_P5_2-kin,13,457
Q86UC2,Radial_spoke_3,188,470
Q96EU6,RRP36,89,252
Q9BRA2,DUF953,8,122
Q96P26,5-nucleotidase,337,604
O43396,PITH,126,268
P35573,GDE_C,1042,1527
O75554,zf-U1,8,44
P09234,zf-U1,1,38
Q9UDW3,zf-U1,2,38
Q14331,FRG1,67,256
Q96CT7,Ccdc124,131,214
Q16658,Fascin,20,134
Q16658,Fascin,268,378
Q16658,Fascin,142,256
Q16658,Fascin,391,493
Q6IBW4,CNDH2_N,6,125
Q9UPW8,DUF1041,994,1512
Q9ULU8,DUF1041,836,1300
Q9Y6R0,NumbF,287,371
Q86X55,PrmA,172,286
Q9NR22,PrmA,101,202
Q9NVM4,PrmA,54,149
O43306,DUF1053,580,669
Q9Y4E8,DUSP,27,119
Q8TEY7,DUSP,845,919
Q8TEY7,DUSP,737,810
P51784,DUSP,99,185
Q05469,HSL_N,307,615
Q96PY5,Drf_FH3,278,475
Q27J81,Drf_FH3,156,341
Q9Y4D1,Drf_FH3,235,439
Q86T65,Drf_FH3,231,435
Q8IVF7,Drf_FH3,281,478
O95466,Drf_FH3,284,451
Q96PY5,Drf_GBD,23,159
Q96PY5,Drf_GBD,202,275
Q27J81,Drf_GBD,5,152
Q86T65,Drf_GBD,40,228
Q8IVF7,Drf_GBD,26,149
Q8IVF7,Drf_GBD,208,278
O95466,Drf_GBD,202,281
O95466,Drf_GBD,27,173
Q9Y4D1,Drf_GBD,45,232
Q8WXD5,Gemin6,1,167
O14617,AP3D1,661,807
Q5J8M3,DUF1077,56,170
P17812,CTP_synth_N,2,272
Q9NRF8,CTP_synth_N,2,272
O94906,PRP1_N,13,169
Q05084,Arfaptin,22,249
Q8NDH6,Arfaptin,15,242
Q9NRD5,Arfaptin,117,352
Q92736,RR_TM4-6,4333,4599
Q8TDI0,DUF1086,1388,1529
Q14839,DUF1086,1380,1521
Q12873,DUF1086,1376,1517
P26358,DMAP_binding,16,105
Q9P265,DMAP_binding,12,131
Q8TDI0,DUF1087,1297,1358
Q14839,DUF1087,1292,1352
Q12873,DUF1087,1295,1356
Q9UBW7,zf-FCS,462,502
Q9UBW7,zf-FCS,634,671
Q9UBW7,zf-FCS,368,409
Q9UBW7,zf-FCS,326,363
Q9UBW7,zf-FCS,763,799
Q9UBW7,zf-FCS,420,456
Q9UBW7,zf-FCS,722,758
Q9UBW7,zf-FCS,531,570
Q9UQE7,SMC_hinge,529,643
O95347,SMC_hinge,519,640
Q9NTJ3,SMC_hinge,612,728
A6NHR9,SMC_hinge,1719,1847
Q14683,SMC_hinge,512,629
P28288,ABC_membrane_2,70,338
Q05823,Ribonuc_2-5A,592,720
Q9Y4W6,FtsH_ext,146,242
O00422,SAP18,19,137
O00483,B12D,11,78
Q9Y3S2,NOA36,1,300
P22466,GMAP,62,122
O43395,DUF1115,544,673
Q00613,Vert_HS_TF,247,529
Q03933,Vert_HS_TF,230,513
Q5JVL4,DUF1126,232,351
Q5JVL4,DUF1126,86,190
Q5JVL4,DUF1126,409,512
Q92859,Neogenin_C,1158,1461
Q96QG7,Myotub-related,108,446
Q86WG5,Myotub-related,1092,1521
Q9NXD2,Myotub-related,324,512
Q9NXD2,Myotub-related,212,334
Q9Y216,Myotub-related,109,448
Q9C0I1,Myotub-related,301,501
O95248,Myotub-related,1108,1533
P17677,Neuromodulin,67,238
P30307,M-inducer_phosp,190,271
P30305,M-inducer_phosp,113,383
Q14190,SIM_C,358,660
O95990,DUF1151,26,133
P04040,Catalase-rel,434,497
Q9NQ66,DUF1154,902,946
Q15147,DUF1154,912,955
Q86XR8,Cep57_MT_bd,348,421
Q6P9H4,DUF1170,332,545
Q86YT6,MIB_HERC2,154,219
Q86YT6,MIB_HERC2,15,72
O95714,MIB_HERC2,1870,1930
Q15005,SPC25,55,217
O00541,Pescadillo_N,7,280
P18074,DEAD_2,72,256
Q96FC9,DEAD_2,231,415
Q99700,LsmAD,409,476
Q8WWM7,LsmAD,264,332
Q14296,FAST_1,277,346
Q53R41,FAST_1,573,644
Q9NYY8,FAST_1,456,529
Q7L8L6,FAST_1,430,503
Q5VU43,Olduvai,1552,1622
P18074,HBB,269,413
P46531,NOD,1566,1621
Q9BRK4,Fez1,439,636
O60299,Fez1,438,638
O75884,Ser_hydrolase,7,184
Q9BZE4,NOG1,235,292
Q68CQ4,UTP25,276,751
Q9GZS1,RNA_pol_I_A49,36,406
Q8IYF1,Elongin_A,544,642
Q14241,Elongin_A,592,690
Q3SY89,Elongin_A,352,450
Q9H9Y6,RNA_pol_Rpa2_4,563,621
Q8N0X7,Senescence,427,611
Q9H7D0,DHR-2,1133,1635
Q14185,DHR-2,1110,1610
Q92608,DHR-2,1114,1615
Q96BY6,DHR-2,1592,2143
Q8IZD9,DHR-2,1121,1628
Q9BZ29,DHR-2,1506,2062
P53621,COPI_C,815,1224
O94762,RecQ5,625,827
Q99575,POP1,163,258
Q99575,POP1,107,191
Q9HD33,MRP-L47,64,149
P55081,MFAP1,190,399
Q5JSZ5,BAT2_N,1,190
E7EPN9,BAT2_N,1,164
Q9Y520,BAT2_N,1,162
P48634,BAT2_N,1,189
Q9HCH3,Copine,347,566
O95741,Copine,325,542
Q96QD9,FYTT,10,318
Q9P2W1,TBPIP,11,74
Q8TD31,HCR,27,773
Q9H061,TMEM126,11,191
Q86XZ4,DUF1387,81,385
Q9NUQ6,DUF1387,59,368
P12036,DUF1388,595,624
P12036,DUF1388,521,549
P12036,DUF1388,623,649
P12036,DUF1388,609,635
P12036,DUF1388,663,692
P12036,DUF1388,677,706
P12036,DUF1388,691,720
P12036,DUF1388,705,734
P12036,DUF1388,589,610
P12036,DUF1388,569,590
P12036,DUF1388,535,556
Q8WWM7,PAM2,654,669
Q14694,PAM2,78,95
Q8IYD1,PAM2,47,64
Q99700,PAM2,909,926
Q9H0Q0,DUF1394,17,319
Q9NUQ9,DUF1394,18,320
Q96F07,DUF1394,59,303
Q96JN8,Neuralized,719,883
Q96JN8,Neuralized,320,483
Q96JN8,Neuralized,523,685
Q96JN8,Neuralized,44,206
Q96JN8,Neuralized,1134,1293
Q96JN8,Neuralized,916,1085
O76050,Neuralized,65,217
O76050,Neuralized,296,447
Q9HC77,Tcp10_C,1148,1181
Q9HC77,Tcp10_C,1257,1291
Q9HC77,Tcp10_C,1221,1253
Q9HC77,Tcp10_C,1294,1326
Q8NI37,SpoIIE,71,299
Q7Z3D6,DUF1445,118,255
Q8N3I7,BBL5,7,339
P55199,Occludin_ELL,513,614
Q9BSJ6,RCS1,1,232
O95182,CI-B14_5a,5,102
Q8N726,P19Arf_N,4,54
O00471,Sec10,89,707
O75496,Geminin,1,184
O75935,Dynactin_p22,6,170
O60927,PPI_Ypi1,25,81
Q14149,zf-CW,409,452
P23193,TFIIS_M,136,248
O75764,TFIIS_M,183,295
Q15560,TFIIS_M,134,246
G5E9W3,RMMBL,344,411
Q9UKF6,RMMBL,381,448
Q9P2I0,RMMBL,528,591
Q8WXI3,SOCS_box,421,459
Q12905,DZF,104,338
Q96KR1,DZF,790,1038
Q96SI9,DZF,87,334
Q12906,DZF,94,342
P51531,HSA,437,507
Q9HBD4,HSA,461,531
P51532,HSA,461,531
Q9P2D1,BRK,2641,2684
Q9P2D1,BRK,2563,2606
P51531,BRK,589,632
Q9HBD4,BRK,611,654
P51532,BRK,611,654
Q8N573,TLD,738,874
Q9ULP9,TLD,368,455
Q9ULP9,TLD,479,554
O75691,DRIM,909,1534
Q8WTT2,NOC3p,213,308
P05198,EIF_2_alpha,130,244
Q9H8L6,EMI,55,127
Q5FBB7,Shugoshin_C,474,495
Q5FBB7,Shugoshin_N,22,66
P41594,NCD3G,507,558
Q14416,NCD3G,496,546
Q9Y6R1,Band_3_cyto,137,388
