uniprot_acc,organism,mlo,rol,db,hgnc_id,gene_name,approved_name,gene_id
Q03405,Homo sapiens,stress granule,regulator,drllps,HGNC:9053,PLAUR,"plasminogen activator, urokinase receptor",5329.0
Q03518,Homo sapiens,nuclear speckle,client,drllps,HGNC:43,TAP1,"transporter 1, ATP binding cassette subfamily B member",6890.0
Q03701,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:24218,CEBPZ,CCAAT enhancer binding protein zeta,10153.0
Q03933,Homo sapiens,nuclear stress body,client,drllps,HGNC:5225,HSF2,heat shock transcription factor 2,3298.0
Q04206,Homo sapiens,nucleus speckles,component,phasepdb_rev,HGNC:9955,RELA,"RELA proto-oncogene, NF-kB subunit",5970.0
Q04637,Homo sapiens," postsynaptic density, p-body, stress granule","regulator, component","drllps, phasepdb_ht, phasepdb_rev",HGNC:3296,EIF4G1,eukaryotic translation initiation factor 4 gamma 1,1981.0
Q04695,Homo sapiens,nucleolus,client,drllps,HGNC:6427,KRT17,keratin 17,3872.0
Q04726,Homo sapiens,"sam68 nuclear bodies, sam68 nuclear body","component, client","drllps, phasepdb_ht",HGNC:11839,TLE3,"TLE family member 3, transcriptional corepressor",7090.0
Q04759,Homo sapiens,"centrosome/spindle pole body, null_phasepdb_ht","regulator, client","drllps, phasepdb_ht",HGNC:9410,PRKCQ,protein kinase C theta,5588.0
Q04760,Homo sapiens,stress granule,"component, client","drllps, phasepdb_ht",HGNC:4323,GLO1,glyoxalase I,2739.0
Q04828,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:384,AKR1C1,aldo-keto reductase family 1 member C1,1645.0
Q04837,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:11317,SSBP1,single stranded DNA binding protein 1,6742.0
Q04912,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:7381,MST1R,macrophage stimulating 1 receptor,4486.0
Q04917,Homo sapiens," postsynaptic density, stress granule",client,drllps,HGNC:12853,YWHAH,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta,7533.0
Q05048,Homo sapiens,stress granule,client,drllps,HGNC:2483,CSTF1,cleavage stimulation factor subunit 1,1477.0
Q05066,Homo sapiens,nucleus speckles,component,phasepdb_uniprot,HGNC:11311,SRY,sex determining region Y,6736.0
Q05084,Homo sapiens,stress granule,regulator,drllps,HGNC:5343,ICA1,islet cell autoantigen 1,3382.0
Q05086,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:12496,UBE3A,ubiquitin protein ligase E3A,7337.0
Q05193,Homo sapiens,"null_phasepdb_ht, postsynaptic density","regulator, client","drllps, phasepdb_ht",HGNC:2972,DNM1,dynamin 1,1759.0
Q05209,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:9645,PTPN12,protein tyrosine phosphatase non-receptor type 12,5782.0
Q05397,Homo sapiens," postsynaptic density,  stress granule, centrosome/spindle pole body",client,drllps,HGNC:9611,PTK2,protein tyrosine kinase 2,5747.0
Q05469,Homo sapiens,postsynaptic density,client,drllps,HGNC:6621,LIPE,"lipase E, hormone sensitive type",3991.0
Q05516,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:12930,ZBTB16,zinc finger and BTB domain containing 16,7704.0
Q05519,Homo sapiens," paraspeckle, nuclear speckle, paraspeckle","component, client","drllps, phasepdb_ht",HGNC:10782,SRSF11,serine and arginine rich splicing factor 11,9295.0
Q05586,Homo sapiens,postsynaptic density,client,drllps,HGNC:4584,GRIN1,glutamate ionotropic receptor NMDA type subunit 1,2902.0
Q05639,Homo sapiens," postsynaptic density, nucleolus","component, client","drllps, phasepdb_ht",HGNC:3192,EEF1A2,eukaryotic translation elongation factor 1 alpha 2,1917.0
Q05655,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:9399,PRKCD,protein kinase C delta,5580.0
Q05823,Homo sapiens,"null_phasepdb_ht, stress granule","regulator, client","drllps, phasepdb_ht",HGNC:10050,RNASEL,ribonuclease L,6041.0
Q05952,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:11952,TNP2,transition protein 2,7142.0
Q05996,Homo sapiens,stress granule,regulator,drllps,HGNC:13188,ZP2,zona pellucida glycoprotein 2,7783.0
Q05D32,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:26936,CTDSPL2,CTD small phosphatase like 2,51496.0
Q06124,Homo sapiens,"null_phasepdb_ht, postsynaptic density","regulator, client","drllps, phasepdb_ht",HGNC:9644,PTPN11,protein tyrosine phosphatase non-receptor type 11,5781.0
Q06210,Homo sapiens,stress granule,client,drllps,HGNC:4241,GFPT1,glutamine--fructose-6-phosphate transaminase 1,2673.0
Q06265,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:9137,EXOSC9,exosome component 9,5393.0
Q06278,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:553,AOX1,aldehyde oxidase 1,316.0
Q06323,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:9568,PSME1,proteasome activator subunit 1,5720.0
Q06413,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:6996,MEF2C,myocyte enhancer factor 2C,4208.0
Q06418,Homo sapiens,nucleolus,client,drllps,HGNC:12446,TYRO3,TYRO3 protein tyrosine kinase,7301.0
Q06587,Homo sapiens," pcg body, nucleolus, nucleus speckles","component, client","drllps, phasepdb_ht, phasepdb_rev",HGNC:10018,RING1,ring finger protein 1,6015.0
Q06609,Homo sapiens,"dna damage foci, null_phasepdb_ht, pml body","regulator, component, client","drllps, phasepdb_ht, phasepdb_rev",HGNC:9817,RAD51,RAD51 recombinase,5888.0
Q06787,Homo sapiens," cajal body,  cytoplasmic ribonucleoprotein granule,  neuronal granule,  neuronal ribonucleoprotein granule,  others,  p-body,  stress granule,  synaptosome, neuron projection, cajal body, cytoplasmic ribonucleoprotein granule, cytoplasmic stress granule, droplet, null_phasepdb_ht, null_phasepdb_rev, stress granule","regulator, driver, component","drllps, phasepdb_ht, phasepdb_rev, phasepdb_uniprot, phasepro",HGNC:3775,FMR1,FMRP translational regulator 1,2332.0
Q06830,Homo sapiens," postsynaptic density,  stress granule, nucleolus, stress granule","component, client","drllps, phasepdb_ht",HGNC:9352,PRDX1,peroxiredoxin 1,5052.0
Q07002,Homo sapiens,postsynaptic density,client,drllps,HGNC:8751,CDK18,cyclin dependent kinase 18,5129.0
Q07020,Homo sapiens,nucleolus,component,phasepdb_ht,HGNC:10310,RPL18,ribosomal protein L18,6141.0
Q07021,Homo sapiens,"null_phasepdb_uniprot, p-body, postsynaptic density","component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:1243,C1QBP,complement C1q binding protein,708.0
Q07065,Homo sapiens,postsynaptic density,client,drllps,HGNC:16991,CKAP4,cytoskeleton associated protein 4,10970.0
Q07157,Homo sapiens,postsynaptic density,client,drllps,HGNC:11827,TJP1,tight junction protein 1,7082.0
Q07352,Homo sapiens," tis granule, cytoplasmic ribonucleoprotein granule",driver,phasepro,HGNC:1107,ZFP36L1,ZFP36 ring finger protein like 1,677.0
Q07666,Homo sapiens," ribonucleoprotein complex,  sam68 nuclear bodies (snbs),  sam68 nuclear body,  stress granule, nuclear body, nucleolus, sam68 nuclear bodies","driver, component, client","drllps, phasepdb_ht, phasepdb_rev, phasepro",HGNC:18116,KHDRBS1,"KH RNA binding domain containing, signal transduction associated 1",10657.0
Q07866,Homo sapiens," postsynaptic density, stress granule",client,drllps,HGNC:6387,KLC1,kinesin light chain 1,3831.0
Q07869,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:9232,PPARA,peroxisome proliferator activated receptor alpha,5465.0
Q07889,Homo sapiens," lat signalosome, -nan-, droplet, null_phasepdb_rev, tcr signalosome","driver, component","drllps, phasepdb_rev, phasepro",HGNC:11187,SOS1,SOS Ras/Rac guanine nucleotide exchange factor 1,6654.0
Q07912,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:19297,TNK2,tyrosine kinase non receptor 2,10188.0
Q07954,Homo sapiens,postsynaptic density,client,drllps,HGNC:6692,LRP1,LDL receptor related protein 1,4035.0
Q07955,Homo sapiens," nuclear stress body,  nucleolus,  stress granule, nuclear speckle, nucleolus, nucleus speckles, null_phasepdb_ht, stress granule","regulator, component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:10780,SRSF1,serine and arginine rich splicing factor 1,6426.0
Q07960,Homo sapiens,postsynaptic density,client,drllps,HGNC:673,ARHGAP1,Rho GTPase activating protein 1,392.0
Q08170,Homo sapiens," stress granule, nuclear speckle, nucleus speckles","component, client","drllps, phasepdb_uniprot",HGNC:10786,SRSF4,serine and arginine rich splicing factor 4,6429.0
Q08174,Homo sapiens,postsynaptic density,client,drllps,HGNC:8655,PCDH1,protocadherin 1,5097.0
Q08209,Homo sapiens,postsynaptic density,client,drllps,HGNC:9314,PPP3CA,protein phosphatase 3 catalytic subunit alpha,5530.0
Q08211,Homo sapiens," centrosome/spindle pole body,  p-body,  paraspeckle,  stress granule, nucleolus, p-body, rnp granules","component, client","drllps, phasepdb_ht",HGNC:2750,DHX9,DExH-box helicase 9,1660.0
Q08257,Homo sapiens,postsynaptic density,client,drllps,HGNC:2419,CRYZ,crystallin zeta,1429.0
Q08379,Homo sapiens,stress granule,client,drllps,HGNC:4425,GOLGA2,golgin A2,2801.0
Q08493,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:8782,PDE4C,phosphodiesterase 4C,5143.0
Q08495,Homo sapiens,postsynaptic density,client,drllps,HGNC:3382,DMTN,dematin actin binding protein,2039.0
Q08554,Homo sapiens,p-body,"component, client","drllps, phasepdb_ht",HGNC:3035,DSC1,desmocollin 1,1823.0
Q08752,Homo sapiens,"nucleolus, postsynaptic density","component, client","drllps, phasepdb_uniprot",HGNC:9257,PPID,peptidylprolyl isomerase D,5481.0
Q08881,Homo sapiens,receptor cluster,client,drllps,HGNC:6171,ITK,IL2 inducible T cell kinase,3702.0
Q08945,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:11327,SSRP1,structure specific recognition protein 1,6749.0
Q08999,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:9894,RBL2,RB transcriptional corepressor like 2,5934.0
Q08AE8,Homo sapiens,postsynaptic density,client,drllps,HGNC:30622,SPIRE1,spire type actin nucleation factor 1,56907.0
Q08AM6,Homo sapiens," postsynaptic density, centrosome/spindle pole body",client,drllps,HGNC:25507,VAC14,VAC14 component of PIKFYVE complex,55697.0
Q08J23,Homo sapiens,"null_phasepdb_ht, stress granule","regulator, client","drllps, phasepdb_ht",HGNC:25994,NSUN2,NOP2/Sun RNA methyltransferase 2,54888.0
Q09019,Homo sapiens,postsynaptic density,client,drllps,HGNC:2936,DMWD,"DM1 locus, WD repeat containing",1762.0
Q09028,Homo sapiens," stress granule, nucleolus, nucleus speckles","component, client","drllps, phasepdb_ht, phasepdb_rev",HGNC:9887,RBBP4,"RB binding protein 4, chromatin remodeling factor",5928.0
Q09161,Homo sapiens," others,  p-body, nucleolus, nucleus speckles, p-body, rnp granules","component, client","drllps, phasepdb_ht, phasepdb_rev",HGNC:7658,NCBP1,nuclear cap binding protein subunit 1,4686.0
Q09472,Homo sapiens," stress granule, pml nuclear body",regulator,drllps,HGNC:3373,EP300,E1A binding protein p300,2033.0
Q09666,Homo sapiens,"p-body, postsynaptic density","component, client","drllps, phasepdb_ht",HGNC:347,AHNAK,AHNAK nucleoprotein,79026.0
Q0WX57,Homo sapiens,nucleolus,component,phasepdb_uniprot,HGNC:44453,USP17L24,ubiquitin specific peptidase 17 like family member 24,728369.0
Q0ZGT2,Homo sapiens,stress granule,client,drllps,HGNC:29557,NEXN,nexilin F-actin binding protein,91624.0
Q10567,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:554,AP1B1,adaptor related protein complex 1 subunit beta 1,162.0
Q10570,Homo sapiens,"histone locus body, p-body","regulator, component","drllps, phasepdb_ht",HGNC:2324,CPSF1,cleavage and polyadenylation specific factor 1,29894.0
Q10586,Homo sapiens,stress granule,regulator,drllps,HGNC:2697,DBP,D-box binding PAR bZIP transcription factor,1628.0
Q12756,Homo sapiens,p-body,component,phasepdb_ht,HGNC:888,KIF1A,kinesin family member 1A,547.0
Q12765,Homo sapiens,postsynaptic density,client,drllps,HGNC:22192,SCRN1,secernin 1,9805.0
Q12768,Homo sapiens,postsynaptic density,client,drllps,HGNC:28984,WASHC5,WASH complex subunit 5,9897.0
Q12769,Homo sapiens,"centrosome/spindle pole body, nuclear pore complex","component, client","drllps, phasepdb_uniprot",HGNC:18017,NUP160,nucleoporin 160,23279.0
Q12788,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:11587,TBL3,transducin beta like 3,10607.0
Q12792,Homo sapiens,"null_phasepdb_ht, postsynaptic density","regulator, client","drllps, phasepdb_ht",HGNC:9620,TWF1,twinfilin actin binding protein 1,5756.0
Q12796,Homo sapiens,p-body,"component, client","drllps, phasepdb_ht",HGNC:17278,PNRC1,proline rich nuclear receptor coactivator 1,10957.0
Q12798,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:1866,CETN1,centrin 1,1068.0
Q12802,Homo sapiens,stress granule,client,drllps,HGNC:371,AKAP13,A-kinase anchoring protein 13,11214.0
Q12815,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:12327,TROAP,trophinin associated protein,10024.0
Q12834,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:1723,CDC20,cell division cycle 20,991.0
Q12837,Homo sapiens,nucleus speckles,component,phasepdb_uniprot,HGNC:9219,POU4F2,POU class 4 homeobox 2,5458.0
Q12840,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:6323,KIF5A,kinesin family member 5A,3798.0
Q12846,Homo sapiens,postsynaptic density,client,drllps,HGNC:11439,STX4,syntaxin 4,6810.0
Q12849,Homo sapiens," mitochondrial rna granule,  stress granule, p-body, stress granule","component, client","drllps, phasepdb_ht",HGNC:4610,GRSF1,G-rich RNA sequence binding factor 1,2926.0
Q12851,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:6864,MAP4K2,mitogen-activated protein kinase kinase kinase kinase 2,5871.0
Q12860,Homo sapiens,postsynaptic density,client,drllps,HGNC:2171,CNTN1,contactin 1,1272.0
Q12873,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:1918,CHD3,chromodomain helicase DNA binding protein 3,1107.0
Q12874,Homo sapiens," nucleolus,  stress granule, nuclear speckle, nucleolus, stress granule","component, client","drllps, phasepdb_ht",HGNC:10767,SF3A3,splicing factor 3a subunit 3,10946.0
Q12879,Homo sapiens,postsynaptic density,client,drllps,HGNC:4585,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,2903.0
Q12888,Homo sapiens,"dna damage foci, nuclear body, null_phasepdb_rev","regulator, driver, component","drllps, phasepdb_rev, phasepro",HGNC:11999,TP53BP1,tumor protein p53 binding protein 1,7158.0
Q12905,Homo sapiens," nucleolus,  p-body,  stress granule, nuclear speckle, nucleolus, p-body","component, client","drllps, phasepdb_ht",HGNC:6037,ILF2,interleukin enhancer binding factor 2,3608.0
Q12906,Homo sapiens," nucleolus,  others,  p-body,  stress granule, nuclear speckle, nucleolus, p-body, rnp granules","regulator, component","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:6038,ILF3,interleukin enhancer binding factor 3,3609.0
Q12923,Homo sapiens,"centrosome/spindle pole body, null_phasepdb_ht","regulator, client","drllps, phasepdb_ht",HGNC:9646,PTPN13,protein tyrosine phosphatase non-receptor type 13,5783.0
Q12926,Homo sapiens," stress granule, p-body, stress granule","component, client","drllps, phasepdb_ht",HGNC:3313,ELAVL2,ELAV like RNA binding protein 2,1993.0
Q12931,Homo sapiens,postsynaptic density,client,drllps,HGNC:16264,TRAP1,TNF receptor associated protein 1,10131.0
Q12933,Homo sapiens,stress granule,client,drllps,HGNC:12032,TRAF2,TNF receptor associated factor 2,7186.0
Q12955,Homo sapiens,"p-body, postsynaptic density","component, client","drllps, phasepdb_ht",HGNC:494,ANK3,ankyrin 3,288.0
Q12959,Homo sapiens,postsynaptic density,client,drllps,HGNC:2900,DLG1,discs large MAGUK scaffold protein 1,1739.0
Q12965,Homo sapiens,postsynaptic density,client,drllps,HGNC:7599,MYO1E,myosin IE,4643.0
Q12972,Homo sapiens,"null_phasepdb_ht, stress granule","regulator, component, client","drllps, phasepdb_ht",HGNC:9296,PPP1R8,protein phosphatase 1 regulatory subunit 8,5511.0
Q12974,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:9635,PTP4A2,protein tyrosine phosphatase 4A2,8073.0
Q12979,Homo sapiens,postsynaptic density,client,drllps,HGNC:81,ABR,ABR activator of RhoGEF and GTPase,29.0
Q12986,Homo sapiens," stress granule, p-body, stress granule","component, client","drllps, phasepdb_ht",HGNC:7803,NFX1,"nuclear transcription factor, X-box binding 1",4799.0
Q12988,Homo sapiens,"nuclear compartments, others","regulator, component","drllps, phasepdb_rev",HGNC:5248,HSPB3,heat shock protein family B (small) member 3,8988.0
Q13018,Homo sapiens,stress granule,regulator,drllps,HGNC:9042,PLA2R1,phospholipase A2 receptor 1,22925.0
Q13042,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:1720,CDC16,cell division cycle 16,8881.0
Q13045,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:3750,FLII,FLII actin remodeling protein,2314.0
Q13057,Homo sapiens,"null_phasepdb_ht, postsynaptic density","regulator, client","drllps, phasepdb_ht",HGNC:29932,COASY,Coenzyme A synthase,80347.0
Q13087,Homo sapiens,nucleolus,client,drllps,HGNC:14180,PDIA2,protein disulfide isomerase family A member 2,64714.0
Q13094,Homo sapiens,signaling puncta,component,phasepdb_rev,HGNC:6529,LCP2,lymphocyte cytosolic protein 2,3937.0
Q13098,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:4549,GPS1,G protein pathway suppressor 1,2873.0
Q13099,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:20606,IFT88,intraflagellar transport 88,8100.0
Q13111,Homo sapiens,stress granule,regulator,drllps,HGNC:1910,CHAF1A,chromatin assembly factor 1 subunit A,10036.0
Q13112,Homo sapiens," stress granule, p-body",regulator,drllps,HGNC:1911,CHAF1B,chromatin assembly factor 1 subunit B,8208.0
Q13123,Homo sapiens," others,  stress granule, centrosome/spindle pole body",client,drllps,HGNC:5958,IK,IK cytokine,3550.0
Q13131,Homo sapiens,"centrosome/spindle pole body, null_phasepdb_ht","regulator, client","drllps, phasepdb_ht",HGNC:9376,PRKAA1,protein kinase AMP-activated catalytic subunit alpha 1,5562.0
Q13148,Homo sapiens," cajal body,  cytoplasmic ribonucleoprotein granule,  gemini of cajal body,  others,  p-body,  paraspeckle,  stress granule, -nan-, cajal body, cytoplasmic stress granule, droplet, null_phasepdb_rev, paraspeckle, stress granule","driver, component","drllps, phasepdb_ht, phasepdb_rev, phasepro",HGNC:11571,TARDBP,TAR DNA binding protein,23435.0
Q13151,Homo sapiens," nucleolus,  stress granule, droplet, nucleolus, null_phasepdb_rev, p-body","driver, component","drllps, phasepdb_ht, phasepdb_rev",HGNC:5030,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0,10949.0
Q13153,Homo sapiens," postsynaptic density, centrosome/spindle pole body",client,drllps,HGNC:8590,PAK1,p21 (RAC1) activated kinase 1,5058.0
Q13155,Homo sapiens,stress granule,"component, client","drllps, phasepdb_ht",HGNC:20609,AIMP2,aminoacyl tRNA synthetase complex interacting multifunctional protein 2,7965.0
Q13162,Homo sapiens,stress granule,"component, client","drllps, phasepdb_ht",HGNC:17169,PRDX4,peroxiredoxin 4,10549.0
Q13177,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:8591,PAK2,p21 (RAC1) activated kinase 2,5062.0
Q13185,Homo sapiens," stress granule, nucleolus, stress granule","component, client","drllps, phasepdb_ht",HGNC:1553,CBX3,chromobox 3,11335.0
Q13188,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:11406,STK3,serine/threonine kinase 3,6788.0
Q13200,Homo sapiens," postsynaptic density,  stress granule, centrosome/spindle pole body",client,drllps,HGNC:9559,PSMD2,"proteasome 26S subunit ubiquitin receptor, non-ATPase 2",5708.0
Q13206,Homo sapiens," p-body, nucleolus, p-body","component, client","drllps, phasepdb_ht",HGNC:2735,DDX10,DEAD-box helicase 10,1662.0
Q13232,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:7851,NME3,NME/NM23 nucleoside diphosphate kinase 3,4832.0
Q13242,Homo sapiens," stress granule, nuclear stress body, null_phasepdb_ht, stress granule","regulator, component, client","drllps, phasepdb_ht",HGNC:10791,SRSF9,serine and arginine rich splicing factor 9,8683.0
Q13243,Homo sapiens," stress granule, nucleolus, null_phasepdb_ht, stress granule","regulator, component, client","drllps, phasepdb_ht",HGNC:10787,SRSF5,serine and arginine rich splicing factor 5,6430.0
Q13247,Homo sapiens,"nucleolus, nucleus speckles, p-body","component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:10788,SRSF6,serine and arginine rich splicing factor 6,6431.0
Q13257,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:6763,MAD2L1,mitotic arrest deficient 2 like 1,4085.0
Q13263,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:16384,TRIM28,tripartite motif containing 28,10155.0
Q13283,Homo sapiens," others,  p-body,  stress granule, neuronal granule, null_phasepdb_ht, p-body, stress granule","regulator, driver, component","drllps, phasepdb_ht, phasepdb_rev",HGNC:30292,G3BP1,G3BP stress granule assembly factor 1,10146.0
Q13303,Homo sapiens,postsynaptic density,client,drllps,HGNC:6229,KCNAB2,potassium voltage-gated channel subfamily A regulatory beta subunit 2,8514.0
Q13308,Homo sapiens,"nucleolus, null_phasepdb_ht","regulator, client","drllps, phasepdb_ht",HGNC:9618,PTK7,protein tyrosine kinase 7 (inactive),5754.0
Q13309,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:10901,SKP2,S-phase kinase associated protein 2,6502.0
Q13310,Homo sapiens," others,  p-body,  postsynaptic density,  stress granule, nucleolus, null_phasepdb_ht, p-body, rnp granules, stress granule","regulator, component, client","drllps, phasepdb_ht",HGNC:8557,PABPC4,poly(A) binding protein cytoplasmic 4,8761.0
Q13315,Homo sapiens," centrosome/spindle pole body,  nucleolus, dna damage foci, nucleolus","component, client","drllps, phasepdb_ht",HGNC:795,ATM,ATM serine/threonine kinase,472.0
Q13332,Homo sapiens,postsynaptic density,client,drllps,HGNC:9681,PTPRS,protein tyrosine phosphatase receptor type S,5802.0
Q13342,Homo sapiens,nuclear body,component,phasepdb_uniprot,HGNC:17133,SP140,SP140 nuclear body protein,11262.0
Q13347,Homo sapiens,stress granule,"regulator, component","drllps, phasepdb_ht",HGNC:3272,EIF3I,eukaryotic translation initiation factor 3 subunit I,8668.0
Q13362,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:9311,PPP2R5C,protein phosphatase 2 regulatory subunit B'gamma,5527.0
Q13363,Homo sapiens," postsynaptic density, centrosome/spindle pole body",client,drllps,HGNC:2494,CTBP1,C-terminal binding protein 1,1487.0
Q13367,Homo sapiens,postsynaptic density,client,drllps,HGNC:567,AP3B2,adaptor related protein complex 3 subunit beta 2,8120.0
Q13368,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:7221,MPP3,membrane palmitoylated protein 3,4356.0
Q13370,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:8779,PDE3B,phosphodiesterase 3B,5140.0
Q13409,Homo sapiens," postsynaptic density, centrosome/spindle pole body",client,drllps,HGNC:2964,DYNC1I2,dynein cytoplasmic 1 intermediate chain 2,1781.0
Q13415,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:8487,ORC1,origin recognition complex subunit 1,4998.0
Q13416,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:8488,ORC2,origin recognition complex subunit 2,4999.0
Q13418,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:6040,ILK,integrin linked kinase,3611.0
Q13423,Homo sapiens,postsynaptic density,client,drllps,HGNC:7863,NNT,nicotinamide nucleotide transhydrogenase,23530.0
Q13424,Homo sapiens,postsynaptic density,client,drllps,HGNC:11167,SNTA1,syntrophin alpha 1,6640.0
Q13425,Homo sapiens," postsynaptic density, stress granule",client,drllps,HGNC:11169,SNTB2,syntrophin beta 2,6645.0
Q13427,Homo sapiens," stress granule, nuclear speckle, nuclear speckles, nucleus speckles, stress granule","regulator, component","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:14650,PPIG,peptidylprolyl isomerase G,9360.0
Q13428,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht, phasepdb_rev",HGNC:11654,TCOF1,treacle ribosome biogenesis factor 1,6949.0
Q13435,Homo sapiens,"nucleolus, nucleus speckles, p-body","component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:10769,SF3B2,splicing factor 3b subunit 2,10992.0
Q13439,Homo sapiens,centrosome/spindle pole body,client,drllps,HGNC:4427,GOLGA4,golgin A4,2803.0
Q13442,Homo sapiens,stress granule,"component, client","drllps, phasepdb_ht",HGNC:14634,PDAP1,PDGFA associated protein 1,11333.0
Q13449,Homo sapiens,postsynaptic density,client,drllps,HGNC:6705,LSAMP,limbic system associated membrane protein,4045.0
Q13464,Homo sapiens," postsynaptic density,  stress granule, centrosome/spindle pole body",client,drllps,HGNC:10251,ROCK1,Rho associated coiled-coil containing protein kinase 1,6093.0
Q13470,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:11940,TNK1,tyrosine kinase non receptor 1,8711.0
Q13487,Homo sapiens," centrosome/spindle pole body, opt domain",client,drllps,HGNC:11135,SNAPC2,small nuclear RNA activating complex polypeptide 2,6618.0
Q13492,Homo sapiens,nucleolus,client,drllps,HGNC:15514,PICALM,phosphatidylinositol binding clathrin assembly protein,8301.0
Q13501,Homo sapiens," others,  p62 body,  stress granule, droplet, inclusion body, null_phasepdb_ht, null_phasepdb_rev, pml body, stress granule","regulator, driver, component","drllps, phasepdb_ht, phasepdb_rev, phasepdb_uniprot, phasepro",HGNC:11280,SQSTM1,sequestosome 1,8878.0
Q13503,Homo sapiens,nucleolus,"component, client","drllps, phasepdb_ht",HGNC:11473,MED21,mediator complex subunit 21,9412.0
Q13505,Homo sapiens," postsynaptic density, nucleolus",client,drllps,HGNC:7504,MTX1,metaxin 1,4580.0
Q13507,Homo sapiens,p-body,regulator,drllps,HGNC:12335,TRPC3,transient receptor potential cation channel subfamily C member 3,7222.0
Q13509,Homo sapiens," spindle apparatus,  stress granule, nucleolus",client,drllps,HGNC:20772,TUBB3,tubulin beta 3 class III,10381.0
Q13510,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:735,ASAH1,N-acylsphingosine amidohydrolase 1,427.0
Q13522,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:9286,PPP1R1A,protein phosphatase 1 regulatory inhibitor subunit 1A,5502.0
Q13523,Homo sapiens,null_phasepdb_ht,regulator,phasepdb_ht,HGNC:17346,PRPF4B,pre-mRNA processing factor 4B,8899.0
Q13526,Homo sapiens," postsynaptic density, centrosome/spindle pole body, nucleus speckles, null_phasepdb_ht","regulator, component, client","drllps, phasepdb_ht, phasepdb_uniprot",HGNC:8988,PIN1,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1",5300.0
