uniprot,start,end
Q86UR5,1408,1428
Q86UR5,1445,1495
Q06587,148,263
Q06587,309,354
Q99496,157,208
Q6NUQ1,1,22
O14730,121,159
Q9H6W3,1,35
Q9H6W3,54,80
Q5EBL4,254,275
Q5EBL4,327,352
Q96K30,66,105
Q96K30,141,269
P50914,161,215
P61313,165,186
P18621,160,184
Q07020,151,188
P84098,157,176
O76021,1,33
O76021,280,490
P46778,112,145
P62750,1,67
P83731,106,157
Q9UNX3,1,21
Q9UNX3,122,145
P61254,1,21
P61254,122,145
P46776,1,38
P47914,1,32
P47914,117,159
P42766,85,123
P83881,34,53
Q969Q0,26,53
Q92901,1,35
Q92901,387,407
P39023,1,37
P36578,369,427
P46777,253,297
Q02878,1,48
P62917,207,232
P05388,294,317
P05387,78,115
Q9BYD3,118,149
Q9NRX2,155,175
Q9NQ50,168,192
Q96TC7,168,231
Q96E39,62,390
Q6ZNA4,66,106
Q6ZNA4,120,191
Q6ZNA4,212,277
Q6ZNA4,337,371
Q6ZNA4,388,476
Q6ZNA4,508,537
Q6ZNA4,609,684
Q6ZNA4,696,742
Q2KHN1,219,245
Q8IYW5,151,174
Q8IYW5,191,292
Q8IYW5,390,422
Q8IYW5,459,560
Q9NV58,41,61
Q9NV58,622,685
Q9NV58,700,721
Q8ND24,1,59
Q8ND24,104,134
Q8ND24,146,197
Q8ND24,486,552
Q63HN8,1,20
Q63HN8,27,365
Q05823,1,21
Q05823,715,741
Q9NRR4,1,95
Q9NRR4,130,406
Q9NRR4,452,497
Q9BXT8,1,22
Q9BXT8,1438,1462
Q96BH1,268,309
Q96BH1,322,459
Q969K3,194,253
P78317,1,29
O76064,181,220
O60930,101,127
Q9HAU8,676,699
Q15287,1,170
Q15287,240,305
Q9BQ52,16,51
Q9BQ52,188,231
Q9BQ52,798,826
Q13151,174,214
Q13151,262,305
P09651,182,216
P09651,318,372
P22626,189,234
P22626,306,353
P51991,1,35
P51991,204,225
P51991,336,378
Q99729,1,66
Q99729,235,268
Q99729,311,332
Q13464,1330,1354
O75116,1,27
O75116,1345,1388
Q04912,1367,1400
Q01974,757,796
Q01974,850,931
P08922,2284,2311
Q8N5L8,1,22
Q8N5L8,129,163
Q9Y2J0,1,51
Q9Y2J0,166,388
O95602,1365,1498
Q9H9Y6,1,24
O15446,1,31
O15446,120,143
O15446,203,510
Q3B726,209,338
Q9GZS1,397,419
P24928,1546,1970
P0DPB5,48,122
Q9H9Y2,1,105
Q9H7B2,270,306
Q13905,207,235
Q13905,248,300
Q13905,336,376
Q13905,411,494
Q13905,600,670
Q9Y4G8,40,59
Q9Y4G8,68,101
Q9Y4G8,1002,1050
Q9Y4G8,1095,1161
Q9Y4G8,1224,1256
Q9Y4G8,1305,1499
P47736,1,23
P47736,442,604
P47736,616,645
Q8TEU7,1,22
Q8TEU7,179,251
Q8TEU7,1192,1274
Q8TEU7,1302,1324
Q8TEU7,1455,1478
Q8TEU7,1571,1601
Q684P5,32,53
Q684P5,509,533
Q684P5,552,730
Q96KN7,144,193
Q96KN7,934,1008
Q96KN7,1058,1108
Q92834,609,776
Q92834,790,906
Q92834,989,1020
Q9Y6S9,260,325
Q9Y6S9,330,349
O00411,18,55
O00411,95,115
O00411,731,750
O60306,1419,1485
Q66PJ3,38,80
Q66PJ3,120,345
P10398,160,207
P10398,240,290
Q8N6H7,143,202
Q8N6H7,218,241
Q8N6H7,397,420
Q8N726,56,132
Q92974,683,705
Q92974,862,986
Q9NR80,113,145
Q9NR80,257,282
Q14155,580,655
Q14155,678,704
Q14155,748,773
O15013,1,106
O15013,184,254
O15013,1226,1260
O15013,1277,1297
Q9Y4X5,1,95
Q86WX3,13,58
P49407,353,375
P49407,397,418
Q9H1I8,617,687
Q9H1I8,699,757
Q8IZT6,1,30
Q8IZT6,415,443
Q8IZT6,559,581
Q9HD20,889,933
P05023,1,39
P05023,216,235
P50993,1,31
P50993,212,231
P13637,1,24
Q13733,1,37
Q13733,223,242
P20020,297,356
P20020,1160,1220
Q01814,1,24
Q01814,334,381
Q01814,1194,1243
Q16720,1,23
Q16720,298,355
Q16720,1166,1186
P23634,294,318
Q9NTI2,1162,1188
O43520,1,54
Q6PL18,40,63
Q6PL18,216,380
Q6PL18,1124,1163
Q6PL18,1181,1242
Q5SQI0,196,235
Q5SQI0,252,284
Q5SQI0,306,402
Q9NVI7,1,52
Q9NVI7,159,181
Q5T9A4,1,54
Q5T9A4,111,134
P18848,210,268
Q9NT62,143,163
Q9UII2,26,51
Q8WXF7,1,27
Q8NHH9,1,45
O43313,28,67
O43313,214,234
O43313,268,289
O43313,610,634
Q96SQ7,59,223
P20648,1,41
Q8WXE1,1,57
P46100,1,146
P46100,445,516
P46100,537,576
P46100,593,614
P46100,649,956
P46100,968,1479
P46100,1913,2000
P46100,2462,2492
Q13535,418,450
P0C7T5,1,46
P0C7T5,185,223
P0C7T5,242,297
P0C7T5,357,405
P0C7T5,617,648
Q8WWM7,1,115
Q8WWM7,316,521
Q8WWM7,551,697
Q8WWM7,733,770
Q8WWM7,820,849
Q8WWM7,865,940
Q8WWM7,1022,1045
Q99700,1,255
Q99700,459,954
Q99700,1137,1219
O14965,1,125
Q96GD4,1,22
Q9UQB9,1,33
Q9H633,117,154
Q9BUL9,1,28
Q9BUL9,144,199
P78346,247,268
Q8N122,849,943
Q9P2E9,44,90
Q9P2E9,129,152
Q9P2E9,173,648
Q9P2E9,895,925
Q9P2E9,1093,1122
Q9P2E9,1260,1287
Q9P2E9,1330,1362
Q9P2E9,1377,1410
Q92766,25,63
Q92766,145,197
Q92766,939,1008
Q92766,1084,1177
Q92766,1192,1233
Q92766,1286,1362
Q92766,1409,1513
Q92766,1524,1543
Q92766,1558,1687
Q9NYV6,624,651
Q5JTH9,1,29
Q5JTH9,1047,1101
Q5JTH9,1131,1297
Q9Y3B9,1,125
Q9Y3B9,217,282
Q14684,259,285
Q14684,381,598
Q14684,660,681
Q14684,707,758
P56182,239,295
P56182,354,461
Q96EU6,1,38
Q96EU6,233,259
Q9Y2L1,938,958
Q14690,1,62
Q14690,998,1018
Q14690,1395,1531
Q14690,1549,1586
O43159,1,39
O43159,52,233
Q15050,233,253
Q15050,280,365
P46783,92,165
P62263,131,151
P62266,1,26
P62847,92,133
P62851,1,38
Q5JNZ5,86,115
P62979,76,95
P42677,1,23
P15880,1,56
P62861,1,35
P61247,232,264
P23396,214,243
P62753,217,249
P62241,1,27
P46781,162,194
P14678,163,240
P63162,163,240
Q86UC2,134,186
Q86UC2,225,249
Q86UC2,354,375
Q86UC2,473,498
Q86UC2,526,560
Q96IZ7,1,179
Q96IZ7,201,220
Q96IZ7,243,290
Q9BUV0,1,125
Q9BUV0,150,169
Q9BUV0,204,290
P08865,266,295
P82933,374,396
P82914,225,257
Q92665,70,97
Q92665,175,196
P82909,20,69
Q9BY42,193,276
Q16799,1,101
Q16799,137,168
Q16799,205,245
Q16799,285,580
O95197,1,61
O95197,545,617
O95197,696,726
Q9NQC3,1,220
Q9NQC3,427,458
Q9NQC3,722,762
P08621,48,79
P08621,187,437
P09234,62,96
P09234,140,159
P09661,174,201
P09661,222,255
P08579,99,145
Q01196,1,26
Q01196,171,195
Q01196,208,252
Q01196,404,445
Q13761,1,48
Q13761,176,266
Q13761,375,415
Q6P087,33,58
Q92736,1856,1891
Q92736,2354,2379
Q92736,4210,4229
Q92736,4415,4467
P06702,93,114
Q8N1F8,335,407
Q8N1F8,437,533
Q8N1F8,724,780
Q8N1F8,978,1009
P55011,36,81
P55011,112,193
P55011,962,989
Q9H2X9,1,63
Q9H2X9,92,116
Q9H2X9,942,1052
Q9H228,328,398
Q96AG3,1,30
Q96AG3,44,93
Q9Y6R1,39,78
Q9Y6R1,238,265
Q9Y6R1,1012,1079
A6NKF1,1,58
A6NKF1,77,117
Q9Y2H2,846,875
Q9Y2H2,923,942
Q9Y2H2,974,1017
Q9NZJ4,4248,4273
Q9NZJ4,4279,4298
Q9NZJ4,4405,4427
Q9UBT2,202,231
Q9UBT2,551,640
Q15424,1,33
Q15424,64,118
Q15424,221,407
Q15424,477,641
Q15424,671,708
Q15424,749,915
Q14151,1,29
Q14151,91,114
Q14151,219,404
Q14151,525,665
Q14151,684,953
O43865,53,103
Q9Y512,1,20
Q9Y3Z3,1,36
O00422,1,20
P82979,45,86
P82979,161,210
Q15020,1,36
Q15020,50,90
Q15020,590,694
Q15020,878,898
Q15020,920,948
Q9NQZ2,1,45
Q9NQZ2,62,166
Q9NQZ2,420,466
Q6UVJ0,487,510
Q6UVJ0,615,657
Q01826,1,54
Q01826,266,307
Q01826,591,649
Q6UWP8,182,213
Q6UWP8,242,266
Q6UWP8,297,338
Q6UWP8,545,570
P53992,1,338
O94979,791,908
O94979,924,1096
P60468,1,54
P31645,1,59
Q99590,291,428
Q99590,457,478
Q99590,750,1146
Q99590,1161,1197
Q99590,1269,1350
Q99590,1444,1463
Q8N9R8,1,35
Q9BY12,36,61
Q9BY12,226,276
Q9BY12,517,550
Q9BY12,701,723
Q9BWG6,76,106
Q9BWG6,129,186
Q9BWG6,200,230
O75880,63,91
Q14160,417,440
Q14160,459,604
Q14160,633,702
Q14160,827,853
Q14160,1227,1246
Q14160,1277,1489
Q14160,1520,1630
Q96KG9,540,566
Q96KG9,587,646
Q96KG9,658,808
Q6P3W7,684,709
Q6P3W7,906,929
Q9NVU7,483,525
Q9NVU7,604,669
Q86SQ7,84,103
Q86SQ7,185,215
Q96T21,332,351
Q96T21,356,394
Q96T21,417,445
Q96T21,488,619
Q96T21,787,812
Q9HC62,155,176
Q9H4L4,1,125
Q9H4L4,161,181
Q96HI0,268,321
Q9NVA2,398,429
Q8IYM1,1,25
Q9UH03,1,30
Q14141,405,434
Q16181,378,437
Q92599,1,22
Q92599,411,443
Q9UHD8,1,49
Q9UHD8,62,108
Q9UHD8,134,268
P84101,1,59
O15047,194,308
O15047,332,363
O15047,381,486
O15047,506,655
O15047,834,854
O15047,891,1251
O15047,1264,1293
O15047,1307,1417
O15047,1472,1499
Q9UPS6,1,26
Q9UPS6,235,302
Q9UPS6,357,660
Q9UPS6,675,719
Q9UPS6,963,1462
Q9UPS6,1501,1541
Q9UPS6,1555,1606
Q9UPS6,1636,1668
Q9UPS6,1767,1800
Q01105,1,45
Q01105,158,207
Q01105,235,290
Q15637,1,42
Q15637,65,94
Q15637,325,639
Q15459,1,43
Q15459,318,428
Q15459,488,518
Q15459,530,584
Q15459,665,689
Q15428,1,27
Q15428,217,464
Q12874,343,374
O75533,100,119
O75533,124,148
O75533,173,360
Q13435,1,24
Q13435,65,136
Q13435,197,373
Q13435,400,453
Q13435,691,757
Q13435,844,895
A8K8P3,1017,1038
A8K8P3,1053,1081
A8K8P3,1101,1122
P23246,1,273
P23246,579,707
Q9BQI5,1,116
Q9BQI5,143,205
Q9BQI5,223,278
Q9BQI5,313,524
Q9HBY8,58,86
Q5FBB7,260,331
Q5FBB7,348,441
Q9BX95,25,110
Q2NKQ1,377,411
Q2NKQ1,700,830
Q2NKQ1,871,894
Q9NRF2,1,27
Q9NRF2,123,154
Q9NRF2,169,222
Q9NRF2,263,286
Q9NRF2,420,455
Q9NRF2,468,491
Q9NRF2,626,688
Q9NRF2,709,756
Q99961,244,308
Q99962,1,27
Q99962,245,289
Q99963,248,271
Q9UPX8,72,114
Q9UPX8,385,430
Q9UPX8,499,531
Q9UPX8,634,914
Q9UPX8,949,992
Q9UPX8,1053,1147
Q9UPX8,1195,1215
Q9UPX8,1299,1397
Q9Y566,1,53
Q9Y566,412,433
Q9Y566,455,546
Q9Y566,765,784
Q9Y566,832,886
Q9Y566,909,1229
Q9Y566,1241,1289
Q9Y566,1353,1720
Q9Y566,1734,1785
Q9Y566,1827,1860
Q9Y566,1892,2023
Q9BYB0,407,467
Q9BYB0,665,689
Q9BYB0,760,853
Q9BYB0,871,1021
Q9BYB0,1115,1460
Q9BYB0,1475,1525
Q9BYB0,1546,1584
Q9BYB0,1627,1664
A0MZ66,343,511
A0MZ66,524,566
A0MZ66,579,631
P78324,336,364
P78324,402,504
A6NL88,49,73
A6NL88,139,178
A6NL88,233,262
A6NL88,423,505
P57059,353,377
P57059,449,477
P57059,619,643
Q9H0K1,644,669
Q9H0K1,742,776
Q9H0K1,801,896
Q14190,356,389
Q14190,409,428
Q14190,500,520
Q96ST3,1,23
Q96ST3,87,110
Q96ST3,205,298
Q96ST3,398,446
Q96ST3,1136,1156
Q96EB6,1,135
Q96EB6,523,549
Q96EB6,562,587
Q96EB6,663,726
Q8IXJ6,1,34
Q8IXJ6,351,389
Q8N6T7,284,355
Q9NRC8,1,27
Q9NRC8,354,380
Q15477,220,246
P63208,63,83
Q13309,39,73
Q5T5P2,1,79
Q5T5P2,112,177
Q5T5P2,290,331
Q5T5P2,456,476
Q5T5P2,848,874
Q5T5P2,1003,1230
Q5T5P2,1305,1329
Q5T5P2,1352,1377
Q5T5P2,1481,1572
Q5T5P2,1606,1660
Q5T5P2,1677,1943
Q14493,1,132
Q14493,215,241
Q9H2G2,309,351
Q9H2G2,363,393
Q9H2G2,421,440
Q9H2G2,519,539
Q9H2G2,613,760
Q9NWH9,55,242
Q9NWH9,268,387
Q9NWH9,456,599
Q9NWH9,713,1034
Q15797,162,248
P84022,165,208
O43541,1,116
O43541,136,156
Q9UPU9,278,323
Q9UPU9,416,474
Q9UPU9,572,601
Q5PRF9,158,301
Q5PRF9,407,471
Q5PRF9,607,643
Q8WU79,138,184
Q8WU79,217,259
Q14683,284,308
Q14683,348,369
Q14683,946,966
Q9UQE7,242,269
Q9UQE7,1059,1090
Q9NTJ3,1,55
Q8IY18,1,43
Q96SB8,1,34
Q96SB8,806,828
Q96SB8,1072,1091
P28370,25,82
P28370,819,849
P28370,1033,1054
P51531,1,71
P51531,95,176
P51531,212,334
P51531,551,592
P51531,627,672
P51531,1344,1383
P51531,1506,1590
P51532,1,177
P51532,198,352
P51532,577,610
P51532,647,699
P51532,1254,1299
P51532,1400,1460
P51532,1564,1647
O60264,1,83
O60264,1015,1052
Q969G3,1,23
Q969G3,42,70
Q969G3,153,175
Q969G3,296,411
P62314,88,119
P62316,1,31
Q92540,620,646
Q92540,696,794
Q92540,890,911
Q92540,988,1055
Q92540,1069,1089
Q92540,1104,1137
Q96Q15,1,101
Q96Q15,116,144
Q96Q15,1154,1175
Q96Q15,1898,1919
Q96Q15,3568,3591
A6NHR9,1,24
Q16637,1,32
Q16637,59,88
Q16637,156,222
Q96GM5,1,103
Q92925,205,226
Q6STE5,26,102
P61278,62,82
Q6GMV2,385,418
Q99747,281,312
O95863,1,27
O95863,86,115
O43623,80,117
P60880,1,23
Q16533,224,257
Q16533,275,368
Q13487,137,200
Q13487,271,306
Q92966,1,22
Q92966,63,82
Q5SXM2,16,82
Q5SXM2,501,558
Q5SXM2,577,661
Q5SXM2,685,710
Q5SXM2,834,894
Q5SXM2,932,981
Q5SXM2,1001,1051
Q5SXM2,1121,1167
Q5SXM2,1184,1266
Q5SXM2,1430,1449
O15079,1,75
O15079,191,246
O15079,337,398
P09012,100,133
Q13424,1,25
Q13424,40,77
Q13424,180,210
Q13884,205,237
Q13425,73,114
Q13425,220,240
Q53GS9,1,61
Q53GS9,75,95
Q13573,1,46
Q13573,209,233
Q13573,311,386
Q13573,470,536
Q9UMY4,1,20
Q13596,1,84
Q13596,115,142
Q96L92,1,42
O60749,1,104
O95219,1,46
Q9Y5X1,91,201
O15524,1,53
Q5TF21,1,251
Q5TF21,266,368
Q5TF21,496,524
Q5TF21,743,786
P18583,24,56
P18583,77,155
P18583,305,328
P18583,406,442
P18583,1144,1236
P18583,1645,1722
P18583,1754,2054
P18583,2200,2220
Q07889,1019,1103
Q07889,1129,1333
P41225,29,48
P41225,87,140
P48436,1,67
P48436,160,273
P48436,330,415
P48436,479,509
P23497,154,245
P23497,345,386
P23497,401,596
P23497,835,879
Q9HB58,131,216
Q9HB58,231,385
Q13342,260,341
Q13342,365,432
Q13342,486,580
Q9Y5B9,492,518
Q9Y5B9,918,1047
P08047,1,93
P08047,109,141
P08047,285,304
P08047,329,395
P08047,567,598
Q9HAJ7,1,23
Q9HAJ7,85,105
Q86W54,180,205
Q96R06,1,48
Q96R06,96,117
Q96R06,390,416
Q8N0X7,124,156
Q8N0X7,344,398
Q8N0X7,636,666
Q86XZ4,85,137
Q86XZ4,197,216
Q86XZ4,369,545
Q9UBP0,1,43
Q9UBP0,224,266
Q9UBP0,278,312
Q96P63,64,83
Q8IY81,332,370
Q8IY81,457,510
Q8IY81,558,652
Q8IY81,811,847
Q15005,1,25
Q5TCZ1,415,446
Q5TCZ1,505,840
Q5TCZ1,899,924
Q5TCZ1,941,964
Q5TCZ1,1029,1059
Q96EA4,544,580
Q76KD6,302,331
Q76KD6,346,435
Q96I25,57,84
Q96I25,114,233
Q9NRA0,1,28
Q9NRA0,400,509
Q8N0Z3,166,200
Q8N0Z3,291,328
Q8N0Z3,790,834
Q9Y657,1,51
Q08AE8,1,35
Q08AE8,425,539
Q9NZQ3,101,122
Q9NZQ3,149,286
Q9NUQ6,63,134
Q9NUQ6,157,202
Q9NUQ6,380,525
Q68D10,79,168
Q68D10,188,615
Q68D10,644,685
Q7KZ85,1,199
Q7KZ85,484,520
Q7KZ85,1636,1726
P11277,1,30
P11277,2074,2117
Q01082,2089,2196
Q01082,2309,2364
O15020,2081,2222
O15020,2331,2390
Q9H254,1,37
Q9H254,1853,1872
Q9H254,2208,2439
Q9H254,2533,2564
Q9NRC6,1,37
Q9NRC6,1441,1469
Q13501,196,236
Q13501,264,390
O15042,1,111
O15042,141,274
O15042,778,841
O15042,855,1029
Q9BX66,1,29
Q9BX66,73,158
Q9BX66,214,275
Q9BX66,318,378
Q9BX66,405,534
Q9BX66,628,650
Q9BX66,692,716
Q9BX66,943,977
Q9BX66,1041,1064
Q9BX66,1106,1150
Q9BX66,1162,1230
O94875,30,57
O94875,134,311
O94875,807,866
Q14247,1,27
Q14247,344,419
P12931,1,53
Q8NEF9,131,157
Q8NEF9,176,429
O43295,205,225
O43295,471,493
O43295,809,847
O43295,861,911
O43295,926,950
O43295,995,1099
P37108,116,136
P09132,117,144
Q9UHB9,1,53
O76094,532,671
Q96SB4,1,57
Q96SB4,238,341
Q96SB4,396,417
P78362,1,65
P78362,239,277
P78362,329,444
P78362,469,501
P08240,132,244
P08240,283,316
Q8IYB3,139,904
Q9UQ35,141,2132
Q9UQ35,2311,2342
Q9UQ35,2389,2752
Q9BXP5,1,90
Q9BXP5,271,412
Q9BXP5,575,598
Q9BXP5,835,854
O75494,116,262
Q05519,1,33
Q05519,233,484
Q8WXF0,86,261
Q07955,88,134
Q07955,191,248
Q01130,92,221
P84103,81,164
Q08170,72,95
Q08170,169,494
Q13243,73,105
Q13243,174,272
Q13247,75,103
Q13247,176,344
Q16629,123,238
Q9BRL6,91,282
Q13242,189,221
Q05066,175,204
Q9NQ55,323,473
Q8WYL5,1,28
Q8WYL5,456,499
Q8WYL5,544,603
Q8WYL5,693,787
Q8WYL5,825,899
Q8WYL5,922,955
Q8WYL5,989,1049
Q76I76,1,37
Q76I76,617,641
Q76I76,664,684
Q76I76,696,728
Q76I76,797,825
Q76I76,840,862
Q76I76,877,953
Q76I76,962,981
Q76I76,1019,1041
Q76I76,1070,1108
Q76I76,1143,1179
P32745,1,21
P32745,335,418
Q08945,458,709
Q9UEE5,1,40
Q9UEE5,342,363
O94768,305,362
Q8WU08,373,396
Q86UX6,1,56
Q86UX6,396,419
Q86UX6,444,486
P42229,773,794
Q8WVM7,1,84
Q8WVM7,1054,1096
Q8WVM7,1129,1148
Q8N3U4,1,75
Q8N3U4,1064,1083
Q9UJ98,1,97
Q9UJ98,546,567
Q9UJ98,1063,1113
Q9UJ98,1177,1225
Q9ULZ2,270,295
O95793,34,55
O95793,360,397
Q9NUL3,71,94
Q9NUL3,179,203
Q9NUL3,387,409
Q9NUL3,528,570
Q15468,378,417
Q15468,508,533
P31948,192,233
O94804,337,411
O94804,425,490
O94804,668,690
O94804,827,865
O94804,910,929
O94804,944,968
Q15831,312,331
Q15831,397,433
P49842,40,78
Q9Y6E0,309,337
O00506,291,355
Q9BYT3,65,94
Q9BYT3,402,468
Q9BYT3,485,514
Q9UEW8,361,423
Q13188,301,327
Q13188,370,392
Q8N2I9,1,25
Q9UJZ1,321,356
P27105,1,22
Q05952,1,138
Q7RTN6,310,347
Q96SI9,52,73
Q96SI9,349,371
Q96SI9,466,499
Q9NRL3,10,65
Q9NRL3,213,232
Q9NRL3,271,345
Q9NRL3,363,382
O43815,124,150
O43815,289,310
O43815,364,387
P61266,1,20
Q12846,1,21
O15400,129,148
Q15833,444,466
Q5T5C0,14,34
Q5T5C0,555,595
Q5T5C0,674,730
Q5T5C0,881,906
Q8WUJ0,197,223
Q8IX01,65,97
Q8IX01,694,779
Q8IX01,848,930
Q8IX01,982,1002
Q8IX01,1030,1061
Q9UH99,1,66
O75683,20,106
O75683,125,230
O75683,299,334
Q8IYB8,690,730
Q8IYB8,749,786
Q7L0J3,33,144
Q8NHG7,1,20
Q8NHG7,25,77
Q8IZU3,1,40
P07814,709,744
P07814,869,900
P07814,956,1012
Q9HCS7,810,855
Q96PV0,92,129
Q96PV0,373,394
Q96PV0,725,753
Q96PV0,781,805
Q96PV0,933,1017
Q96PV0,1033,1154
Q96PV0,1274,1343
Q15046,1,71
Q92797,335,392
Q92797,1102,1137
Q92797,1149,1274
P17600,1,73
P17600,418,689
Q92777,16,84
Q92777,420,545
O14994,19,56
O14994,395,567
O43426,1029,1322
O43426,1341,1360
O43426,1370,1463
O43426,1535,1573
O15056,1026,1073
O15056,1085,1166
O15056,1190,1407
O15056,1427,1473
Q8NF91,5859,5886
Q8NF91,8246,8279
Q8NF91,8671,8734
Q8N3V7,1,260
Q8N3V7,285,389
Q8N3V7,509,558
Q8N3V7,589,610
Q8N3V7,630,726
Q8N3V7,740,763
Q8N3V7,826,916
P08247,238,313
P49591,473,514
P21579,113,142
O00445,1,23
O43581,53,106
A2RTX5,86,123
P26639,1,46
O76070,96,127
P26640,217,296
P54577,339,363
Q9NUJ3,1,60
Q9Y3Q8,1,86
Q9Y3Q8,103,237
Q9Y3Q8,376,395
P29083,332,393
P29084,1,63
P29084,243,272
P35269,178,466
Q9Y2B4,1,29
Q9Y2B4,114,178
O75410,23,140
O75410,215,457
O75410,493,526
Q9Y6A5,122,227
Q9Y6A5,311,527
Q9Y6A5,569,594
O95359,1,304
O95359,314,333
O95359,392,453
O95359,465,785
O95359,825,964
O95359,985,1050
O95359,1062,1154
O95359,1243,1274
O95359,1296,1400
O95359,1427,1463
O95359,1493,1661
O95359,1675,1705
O95359,1741,1878
O95359,1907,2036
O95359,2052,2460
O95359,2557,2577
O75528,87,126
O75528,272,319
Q13148,261,303
Q13148,341,373
Q15543,1,28
Q8IZX4,118,141
Q8IZX4,532,555
Q8IZX4,1252,1276
Q8IZX4,1648,1826
P21675,149,204
P21675,513,536
P21675,969,988
P21675,1107,1127
P21675,1137,1156
P21675,1233,1257
P21675,1630,1655
P21675,1675,1872
Q9UI15,176,199
Q16559,89,108
Q9BVV6,32,57
Q9BVV6,309,339
Q9BVV6,377,400
Q9BVV6,546,575
Q9BVV6,1129,1156
Q7L7X3,324,433
Q7L7X3,567,587
Q7L7X3,911,1001
Q9UL54,318,457
Q9UL54,732,777
Q9UL54,804,835
Q9UL54,891,939
Q9UL54,1198,1235
Q03518,1,60
Q9P031,1,22
Q9P031,182,205
Q9H6P5,1,23
P10636,1,573
P10636,715,734
Q9C0C2,1,151
Q9C0C2,184,450
Q9C0C2,484,603
Q9C0C2,657,880
Q9C0C2,897,1083
Q9C0C2,1240,1302
Q9C0C2,1362,1561
Q9C0C2,1575,1729
Q71U36,432,451
P68363,432,451
Q9BQE3,429,449
Q13885,422,445
Q9BVA1,422,445
Q13509,425,450
P68371,426,445
P07437,423,444
Q3ZCM7,423,444
Q9HA65,240,259
Q9HA65,594,648
Q96DN5,989,1020
Q15814,1,26
Q15814,140,171
P20226,1,21
P20226,36,71
P20226,127,159
Q3YBR2,1,29
Q3YBR2,119,146
Q9BUR4,1,142
Q9BUR4,526,548
P23193,80,137
Q15560,86,128
O75764,78,166
Q13428,57,1288
Q13428,1322,1488
P53999,1,64
P50991,1,29
P49368,1,24
P49368,526,545
Q99832,524,543
Q96SF2,1,33
Q96SF2,531,557
P50990,529,548
O14776,1,105
O14776,259,348
O14776,459,526
O14776,615,640
O14776,870,895
O14776,1076,1098
Q5QJE6,1,99
Q5QJE6,156,261
Q5QJE6,510,547
Q9H7E2,234,271
Q9H7E2,287,369
Q9H7E2,381,449
Q9H7E2,624,651
Q8NHU6,129,156
Q8NHU6,855,874
Q9NYB0,104,132
Q9NYB0,196,244
Q9NYB0,264,311
Q15185,123,160
P42680,157,178
O15273,144,167
P22105,27,57
P22105,169,189
P22105,926,956
P22105,1340,1372
P22105,1752,1777
P22105,1968,1990
P22105,2281,2304
P22105,2495,2542
P22105,2824,2847
P22105,2933,2969
P22105,3146,3165
P22105,3536,3559
P22105,3636,3662
P55072,708,727
P55072,768,806
P54274,1,36
P54274,266,311
P54274,326,375
Q15554,1,86
Q15554,288,323
Q15554,358,464
O14746,210,320
Q96S53,521,571
Q8IWB6,848,877
Q8IWB6,963,1048
Q8IWB6,1144,1174
Q8IWB6,1348,1470
P32780,321,340
Q92994,340,368
Q92994,385,413
Q92994,501,521
Q92994,544,653
Q8WUA4,24,187
Q8WUA4,205,297
Q8WUA4,765,785
Q8WUA4,889,911
Q04206,309,348
Q04206,506,530
Q9NQB0,1,96
Q9NQB0,318,350
Q9NQB0,420,441
Q9NQB0,496,547
Q9NQB0,574,619
Q9UBB9,1,21
Q9UBB9,53,72
Q9UBB9,85,134
Q9UBB9,179,236
Q15583,1,34
Q15583,78,127
Q15583,139,170
Q15583,274,293
Q96RS0,53,80
Q96RS0,149,187
Q96RS0,334,461
Q96RS0,527,632
Q9BT49,158,209
P10827,1,32
P10827,457,490
Q86V81,1,89
Q86V81,187,257
Q9P016,1,47
P31483,354,386
Q01085,345,375
Q13263,1,49
Q13263,411,480
Q13263,584,618
Q13263,815,835
Q3ZCQ8,25,60
Q07352,93,113
Q07352,273,338
P47974,93,113
P47974,257,293
P47974,397,494
Q8WZ42,244,313
Q8WZ42,333,356
Q8WZ42,859,886
Q8WZ42,1408,1443
Q8WZ42,4241,4272
Q8WZ42,9920,9945
Q8WZ42,10039,10070
Q8WZ42,10087,10109
Q8WZ42,10207,10280
Q8WZ42,10314,10361
Q8WZ42,10412,10457
Q8WZ42,10499,10566
Q8WZ42,10583,10617
Q8WZ42,10661,10743
Q8WZ42,10881,11102
Q8WZ42,11158,11193
Q8WZ42,11362,11636
Q8WZ42,11666,12032
Q8WZ42,14216,14236
Q8WZ42,14891,14921
Q8WZ42,15911,15939
Q8WZ42,16614,16654
Q8WZ42,18614,18637
Q8WZ42,18716,18743
Q8WZ42,19304,19331
Q8WZ42,27090,27110
Q8WZ42,31238,31267
Q8WZ42,33213,33256
Q8WZ42,33432,33463
Q8WZ42,33584,33638
Q8WZ42,33749,33777
Q04726,130,164
Q04726,185,347
Q86UE8,24,126
Q86UE8,180,208
Q86UE8,342,385
Q8TBZ6,1,90
Q8TBZ6,282,339
Q92545,1198,1580
Q92545,1593,1656
Q92545,1670,1712
Q92545,1766,1789
Q92545,1832,1858
Q6ZVM7,162,210
Q6ZVM7,467,507
Q5SNT2,502,581
Q9H330,1,36
Q9H330,293,339
Q969M1,1,29
Q96EY4,1,39
Q9Y2S6,1,64
P28289,36,61
Q9UKE5,284,347
Q9UKE5,398,440
Q9UKE5,540,589
Q9UKE5,601,801
Q9UKE5,814,878
Q9UKE5,908,927
Q9UKE5,933,998
Q13470,446,493
