uniprot,pfam_acc,start,end,domain
Q14244,PF05672,468,617,MAP7
Q3KQU3,PF05672,588,727,MAP7
Q8IWC1,PF05672,588,730,MAP7
P17568,PF05676,40,102,NDUF_B7
P56385,PF05680,2,68,ATP-synt_E
Q13228,PF05694,6,472,SBP56
O75934,PF05700,11,216,BCAS2
Q16667,PF05706,1,168,CDKN3
Q9UBU8,PF05712,174,352,MRG
Q9UPA5,PF05715,463,521,zf-piccolo
Q9UPA5,PF05715,168,226,zf-piccolo
Q9Y6V0,PF05715,1057,1115,zf-piccolo
Q9Y6V0,PF05715,587,646,zf-piccolo
O14832,PF05721,61,277,PhyH
P10155,PF05731,16,330,TROVE
Q86Y82,PF05739,214,266,SNARE
P61266,PF05739,227,279,SNARE
Q12846,PF05739,236,293,SNARE
Q13190,PF05739,299,351,SNARE
Q9UNK0,PF05739,181,233,SNARE
Q16623,PF05739,228,280,SNARE
O15400,PF05739,201,253,SNARE
Q99816,PF05743,21,141,UEV
P54136,PF05746,534,660,DALR_1
Q5VY09,PF05760,1,229,IER
Q5VY09,PF05760,229,327,IER
P49902,PF05761,35,489,5_nucleotid
Q6P158,PF05773,246,419,RWD
Q96BH1,PF05773,16,125,RWD
P02656,PF05778,22,90,Apo-CIII
O43237,PF05783,30,491,DLIC
Q9Y6G9,PF05783,43,519,DLIC
Q15003,PF05786,31,739,Cnd2
P06729,PF05790,135,205,C2-set
P35269,PF05793,2,517,TFIIF_alpha
Q9NUJ3,PF05794,78,503,Tcp11
Q96C01,PF05811,5,132,DUF842
P04844,PF05817,9,627,Ribophorin_II
O95169,PF05821,15,186,NDUF_B8
Q8NCQ7,PF05826,44,134,Phospholip_A2_2
Q52LC2,PF05827,41,191,ATP-synt_S1
Q96J94,PF05831,1,106,GAGE
O75459,PF05831,1,98,GAGE
O75459,PF05831,94,140,GAGE
A6NH52,PF05832,30,171,DUF846
Q9H3R5,PF05837,126,239,CENP-H
Q14690,PF05843,1725,1870,Suf
P59998,PF05856,1,167,ARPC4
O75947,PF05873,3,155,Mt_ATP-synt_D
P09543,PF05881,186,420,CNPase
Q99848,PF05890,47,298,Ebp2
Q9BV86,PF05891,8,223,Methyltransf_PK
O43491,PF05902,892,998,4_1_CTD
P11171,PF05902,753,860,4_1_CTD
Q9H4G0,PF05902,774,868,4_1_CTD
Q9Y2J2,PF05902,973,1079,4_1_CTD
Q96A57,PF05915,2,118,TMEM_230_134
Q9BZZ5,PF05918,4,522,API5
Q9BZI1,PF05920,132,171,Homeobox_KN
Q15583,PF05920,182,221,Homeobox_KN
Q8IX15,PF05920,70,109,Homeobox_KN
P25054,PF05923,1257,1280,APC_r
P25054,PF05923,1637,1660,APC_r
P25054,PF05923,1841,1865,APC_r
P25054,PF05923,2008,2030,APC_r
P25054,PF05923,1949,1972,APC_r
P25054,PF05923,1371,1393,APC_r
P25054,PF05923,1486,1509,APC_r
P25054,PF05924,2031,2052,SAMP
P25054,PF05924,1567,1588,SAMP
P25054,PF05924,1716,1737,SAMP
P25054,PF05937,2670,2843,EB1_binding
P25054,PF05956,2223,2575,APC_basic
O14686,PF05964,5181,5232,FYRN
Q03164,PF05964,2024,2071,FYRN
Q3YBR2,PF05964,188,238,FYRN
O14686,PF05965,5238,5322,FYRC
Q03164,PF05965,3666,3748,FYRC
Q3YBR2,PF05965,244,325,FYRC
P25054,PF05972,1172,1186,APC_15aa
P25054,PF05972,1020,1034,APC_15aa
P25054,PF05972,1155,1169,APC_15aa
P25054,PF05972,1136,1150,APC_15aa
P58397,PF05986,703,813,ADAM_spacer1
Q7L576,PF05994,389,1222,FragX_IP
Q96F07,PF05994,577,1246,FragX_IP
Q96F07,PF05994,388,561,FragX_IP
Q14684,PF05997,10,218,Nop52
P56182,PF05997,11,219,Nop52
Q92793,PF06001,1192,1231,DUF902
Q09472,PF06001,1156,1195,DUF902
Q16637,PF06003,26,293,SMN
O75940,PF06003,59,196,SMN
Q7Z6Z7,PF06012,88,368,DUF908
O43795,PF06017,941,1135,Myosin_TH1
Q12965,PF06017,719,920,Myosin_TH1
O00159,PF06017,874,1055,Myosin_TH1
O94832,PF06017,803,1001,Myosin_TH1
O00160,PF06017,717,915,Myosin_TH1
Q7Z6Z7,PF06025,430,814,DUF913
Q8N357,PF06027,86,232,SLC35F
A4IF30,PF06027,252,471,SLC35F
Q9UJW9,PF06031,33,68,SERTA
Q9BXL8,PF06031,37,72,SERTA
Q03169,PF06046,122,651,Sec6
O60645,PF06046,177,733,Sec6
Q8N5F7,PF06047,306,407,Nkap_C
Q5M9Q1,PF06047,293,394,Nkap_C
Q9NPI6,PF06058,8,124,DCP1
Q8IZD4,PF06058,13,129,DCP1
Q9Y230,PF06068,21,365,TIP49
Q9Y265,PF06068,14,369,TIP49
Q9NTK5,PF06071,305,388,YchF-GTPase_C
Q9H8X2,PF06090,13,457,Ins_P5_2-kin
Q9BVM4,PF06094,4,140,GGACT
Q86UC2,PF06098,188,470,Radial_spoke_3
Q96EU6,PF06102,89,252,RRP36
Q9BRA2,PF06110,8,122,DUF953
Q9H2X8,PF06140,5,87,Ifi-6-16
Q96P26,PF06189,337,604,5-nucleotidase
O43396,PF06201,126,268,PITH
P35573,PF06202,1042,1527,GDE_C
Q13145,PF06211,4,111,BAMBI
O75554,PF06220,8,44,zf-U1
P09234,PF06220,1,38,zf-U1
Q9UDW3,PF06220,2,38,zf-U1
Q15650,PF06221,168,216,zf-C2HC5
Q14331,PF06229,67,256,FRG1
Q96CT7,PF06244,131,214,Ccdc124
Q9ULR0,PF06246,1,266,Isy1
Q16658,PF06268,20,134,Fascin
Q16658,PF06268,268,378,Fascin
Q16658,PF06268,142,256,Fascin
Q16658,PF06268,391,493,Fascin
Q6IBW4,PF06278,6,125,CNDH2_N
O14795,PF06292,918,1405,MUN
Q9UPW8,PF06292,994,1512,MUN
Q70J99,PF06292,551,895,MUN
Q9ULU8,PF06292,836,1300,MUN
Q96S44,PF06293,47,225,Kdo
Q9UGI8,PF06297,109,193,PET
Q9Y6R0,PF06311,287,371,NumbF
O60678,PF06325,248,347,PrmA
Q86X55,PF06325,172,286,PrmA
Q9NR22,PF06325,101,202,PrmA
Q9NVM4,PF06325,54,149,PrmA
Q9Y4E8,PF06337,27,119,DUSP
Q8TEY7,PF06337,845,919,DUSP
Q8TEY7,PF06337,737,810,DUSP
P51784,PF06337,99,185,DUSP
O60610,PF06346,662,764,Drf_FH1
Q05469,PF06350,307,615,HSL_N
Q96PY5,PF06367,278,475,Drf_FH3
O60879,PF06367,289,480,Drf_FH3
Q27J81,PF06367,156,341,Drf_FH3
Q9Y4D1,PF06367,235,439,Drf_FH3
Q86T65,PF06367,231,435,Drf_FH3
Q8IVF7,PF06367,281,478,Drf_FH3
O95466,PF06367,284,451,Drf_FH3
O60610,PF06367,274,464,Drf_FH3
Q96PY5,PF06371,23,159,Drf_GBD
Q96PY5,PF06371,202,275,Drf_GBD
Q27J81,PF06371,5,152,Drf_GBD
Q86T65,PF06371,40,228,Drf_GBD
Q8IVF7,PF06371,26,149,Drf_GBD
Q8IVF7,PF06371,208,278,Drf_GBD
O95466,PF06371,202,281,Drf_GBD
O95466,PF06371,27,173,Drf_GBD
O60879,PF06371,98,284,Drf_GBD
Q9Y4D1,PF06371,45,232,Drf_GBD
O60610,PF06371,84,268,Drf_GBD
Q8WXD5,PF06372,1,167,Gemin6
O14617,PF06375,661,807,AP3D1
Q5J8M3,PF06417,56,170,DUF1077
P17812,PF06418,2,272,CTP_synth_N
Q9NRF8,PF06418,2,272,CTP_synth_N
O94906,PF06424,13,169,PRP1_N
Q05084,PF06456,22,249,Arfaptin
Q8NDH6,PF06456,15,242,Arfaptin
Q9NRD5,PF06456,117,352,Arfaptin
P53365,PF06456,89,316,Arfaptin
Q92736,PF06459,4333,4599,RR_TM4-6
F5GWX5,PF06461,1373,1514,DUF1086
Q8TDI0,PF06461,1388,1529,DUF1086
Q14839,PF06461,1380,1521,DUF1086
Q12873,PF06461,1376,1517,DUF1086
P26358,PF06464,16,105,DMAP_binding
Q9P265,PF06464,12,131,DMAP_binding
F5GWX5,PF06465,1285,1345,DUF1087
Q8TDI0,PF06465,1297,1358,DUF1087
Q14839,PF06465,1292,1352,DUF1087
Q12873,PF06465,1295,1356,DUF1087
Q9UBW7,PF06467,462,502,zf-FCS
Q9UBW7,PF06467,634,671,zf-FCS
Q9UBW7,PF06467,368,409,zf-FCS
Q9UBW7,PF06467,326,363,zf-FCS
Q9UBW7,PF06467,763,799,zf-FCS
Q9UBW7,PF06467,420,456,zf-FCS
Q9UBW7,PF06467,722,758,zf-FCS
Q9UBW7,PF06467,531,570,zf-FCS
Q5VZL5,PF06467,481,521,zf-FCS
Q5VZL5,PF06467,384,425,zf-FCS
Q5VZL5,PF06467,336,373,zf-FCS
Q5VZL5,PF06467,724,760,zf-FCS
Q5VZL5,PF06467,683,719,zf-FCS
Q9HCB6,PF06468,205,399,Spond_N
Q8NFP9,PF06469,1966,2132,DUF1088
P50851,PF06469,1880,2058,DUF1088
Q9UQE7,PF06470,529,643,SMC_hinge
O95347,PF06470,519,640,SMC_hinge
Q9NTJ3,PF06470,612,728,SMC_hinge
E9PD53,PF06470,587,703,SMC_hinge
A6NHR9,PF06470,1719,1847,SMC_hinge
G8JLG1,PF06470,490,607,SMC_hinge
Q14683,PF06470,512,629,SMC_hinge
P28288,PF06472,70,338,ABC_membrane_2
P33897,PF06472,78,352,ABC_membrane_2
Q05823,PF06479,592,720,Ribonuc_2-5A
Q9Y4W6,PF06480,146,242,FtsH_ext
Q9NT68,PF06484,10,374,Ten_N
O00422,PF06487,19,137,SAP18
Q14524,PF06512,953,1200,Na_trans_assoc
O00483,PF06522,11,78,B12D
Q9Y3S2,PF06524,1,300,NOA36
P22466,PF06540,62,122,GMAP
O43395,PF06544,544,673,DUF1115
Q00613,PF06546,247,529,Vert_HS_TF
Q03933,PF06546,230,513,Vert_HS_TF
Q5JST6,PF06565,419,530,DUF1126
Q5JST6,PF06565,68,174,DUF1126
Q5JST6,PF06565,219,316,DUF1126
Q5JST6,PF06565,309,360,DUF1126
Q5JVL4,PF06565,232,351,DUF1126
Q5JVL4,PF06565,86,190,DUF1126
Q5JVL4,PF06565,409,512,DUF1126
Q15013,PF06581,10,274,p31comet
Q92859,PF06583,1158,1461,Neogenin_C
Q96EF0,PF06602,109,448,Myotub-related
Q96QG7,PF06602,108,446,Myotub-related
Q9NYA4,PF06602,127,519,Myotub-related
Q86WG5,PF06602,1092,1521,Myotub-related
O95248,PF06602,1108,1533,Myotub-related
P17677,PF06614,67,238,Neuromodulin
P30307,PF06617,190,271,M-inducer_phosp
P30305,PF06617,113,383,M-inducer_phosp
P81133,PF06621,359,669,SIM_C
Q14190,PF06621,358,660,SIM_C
P10321,PF06623,338,365,MHC_I_C
O95990,PF06625,26,133,DUF1151
Q9NQ66,PF06631,902,946,DUF1154
Q15147,PF06631,912,955,DUF1154
Q86XR8,PF06657,348,421,Cep57_MT_bd
O60232,PF06677,36,74,Auto_anti-p27
Q86YT6,PF06701,154,219,MIB_HERC2
Q86YT6,PF06701,15,72,MIB_HERC2
O95714,PF06701,1870,1930,MIB_HERC2
Q9ULT8,PF06701,1277,1336,MIB_HERC2
Q15005,PF06703,55,217,SPC25
P62952,PF06726,1,65,BC10
O00541,PF06732,7,280,Pescadillo_N
P18074,PF06733,72,256,DEAD_2
Q96FC9,PF06733,231,415,DEAD_2
Q99700,PF06741,409,476,LsmAD
Q8WWM7,PF06741,264,332,LsmAD
Q14296,PF06743,277,346,FAST_1
Q53R41,PF06743,573,644,FAST_1
Q9NYY8,PF06743,456,529,FAST_1
Q7L8L6,PF06743,430,503,FAST_1
Q96BP2,PF06747,45,79,CHCH
Q5VU43,PF06758,1552,1622,Olduvai
Q9BU23,PF06762,122,586,LMF1
P18074,PF06777,269,413,HBB
Q5VW38,PF06814,215,438,Lung_7-TM_R
Q5VW38,PF06814,475,553,Lung_7-TM_R
P46531,PF06816,1566,1621,NOD
Q9BRK4,PF06818,439,636,Fez1
Q9Y250,PF06818,380,565,Fez1
O60299,PF06818,438,638,Fez1
Q9UBZ4,PF06839,467,517,zf-GRF
Q9BZE4,PF06858,235,292,NOG1
Q68CQ4,PF06862,276,751,UTP25
Q9GZS1,PF06870,36,406,RNA_pol_I_A49
Q8IYF1,PF06881,544,642,Elongin_A
Q14241,PF06881,592,690,Elongin_A
Q3SY89,PF06881,352,450,Elongin_A
Q9H9Y6,PF06883,563,621,RNA_pol_Rpa2_4
Q8N0X7,PF06911,427,611,Senescence
Q96N67,PF06920,1581,2107,DHR-2
Q9H7D0,PF06920,1133,1635,DHR-2
Q5JSL3,PF06920,1510,2029,DHR-2
Q8N1I0,PF06920,1092,1588,DHR-2
Q14185,PF06920,1110,1610,DHR-2
Q92608,PF06920,1114,1615,DHR-2
Q96BY6,PF06920,1592,2143,DHR-2
Q8IZD9,PF06920,1121,1628,DHR-2
Q9BZ29,PF06920,1506,2062,DHR-2
P53621,PF06957,815,1224,COPI_C
O94762,PF06959,625,827,RecQ5
Q99575,PF06978,163,258,POP1
Q99575,PF06978,107,191,POP1
A0PJW6,PF06979,32,198,TMEM70
Q9HD33,PF06984,64,149,MRP-L47
P55081,PF06991,190,399,MFAP1
Q5JSZ5,PF07001,1,190,BAT2_N
Q9Y520,PF07001,1,162,BAT2_N
P48634,PF07001,1,189,BAT2_N
Q9HCH3,PF07002,347,566,Copine
O75131,PF07002,310,527,Copine
O95741,PF07002,325,542,Copine
Q9UBD5,PF07034,18,344,ORC3_N
Q96ES7,PF07039,158,288,DUF1325
Q9NZ63,PF07052,101,197,Hep_59
Q96QD9,PF07078,10,318,FYTT
Q8N5M9,PF07086,1,177,Jagunal
Q9P2W1,PF07106,11,74,TBPIP
Q8TD31,PF07111,27,773,HCR
Q9H061,PF07114,11,191,TMEM126
Q86XZ4,PF07139,81,385,DUF1387
Q9NUQ6,PF07139,59,368,DUF1387
P12036,PF07142,595,624,DUF1388
P12036,PF07142,521,549,DUF1388
P12036,PF07142,623,649,DUF1388
P12036,PF07142,609,635,DUF1388
P12036,PF07142,663,692,DUF1388
P12036,PF07142,677,706,DUF1388
P12036,PF07142,691,720,DUF1388
P12036,PF07142,705,734,DUF1388
P12036,PF07142,589,610,DUF1388
P12036,PF07142,569,590,DUF1388
P12036,PF07142,535,556,DUF1388
Q8WWM7,PF07145,654,669,PAM2
Q14694,PF07145,78,95,PAM2
Q8IYD1,PF07145,47,64,PAM2
Q99700,PF07145,909,926,PAM2
Q9H0Q0,PF07159,17,319,DUF1394
Q9NUQ9,PF07159,18,320,DUF1394
Q7L576,PF07159,59,303,DUF1394
Q96F07,PF07159,59,303,DUF1394
Q96JN8,PF07177,719,883,Neuralized
Q96JN8,PF07177,320,483,Neuralized
Q96JN8,PF07177,523,685,Neuralized
Q96JN8,PF07177,44,206,Neuralized
Q96JN8,PF07177,1134,1293,Neuralized
Q96JN8,PF07177,916,1085,Neuralized
O76050,PF07177,65,217,Neuralized
O76050,PF07177,296,447,Neuralized
Q9BWJ5,PF07189,3,80,SF3b10
Q9HC77,PF07202,1148,1181,Tcp10_C
Q9HC77,PF07202,1257,1291,Tcp10_C
Q9HC77,PF07202,1221,1253,Tcp10_C
Q9HC77,PF07202,1294,1326,Tcp10_C
Q9P000,PF07258,119,188,COMM_domain
Q8N668,PF07258,115,178,COMM_domain
Q7Z3D6,PF07286,118,255,DUF1445
Q8N3I7,PF07289,7,339,BBL5
Q9HB65,PF07303,291,392,Occludin_ELL
P55199,PF07303,513,614,Occludin_ELL
Q9BSJ6,PF07326,1,232,RCS1
O95182,PF07347,5,102,CI-B14_5a
Q8N726,PF07392,4,54,P19Arf_N
O00471,PF07393,89,707,Sec10
O75496,PF07412,1,184,Geminin
O75935,PF07426,6,170,Dynactin_p22
Q5MJ10,PF07458,1,95,SPAN-X
Q5MJ09,PF07458,1,95,SPAN-X
Q9Y6Q9,PF07469,1291,1348,DUF1518
O60927,PF07491,25,81,PPI_Ypi1
Q14149,PF07496,409,452,zf-CW
P23193,PF07500,136,248,TFIIS_M
O75764,PF07500,183,295,TFIIS_M
Q6ZMY3,PF07500,607,719,TFIIS_M
Q15560,PF07500,134,246,TFIIS_M
Q9UKF6,PF07521,381,448,RMMBL
Q9P2I0,PF07521,528,591,RMMBL
Q6PJP8,PF07522,914,1020,DRMBL
Q96Q27,PF07525,544,582,SOCS_box
Q96HZ4,PF07527,95,134,Hairy_orange
Q12905,PF07528,104,338,DZF
Q96KR1,PF07528,790,1038,DZF
Q96SI9,PF07528,87,334,DZF
Q12906,PF07528,94,342,DZF
P51531,PF07529,437,507,HSA
Q9HBD4,PF07529,461,531,HSA
P51532,PF07529,461,531,HSA
Q92750,PF07531,258,349,TAFH
Q9P2D1,PF07533,2641,2684,BRK
Q9P2D1,PF07533,2563,2606,BRK
P51531,PF07533,589,632,BRK
Q9HBD4,PF07533,611,654,BRK
P51532,PF07533,611,654,BRK
Q6P9B6,PF07534,268,412,TLD
Q8N573,PF07534,738,874,TLD
Q9ULP9,PF07534,368,455,TLD
Q9ULP9,PF07534,479,554,TLD
O75691,PF07539,909,1534,DRIM
Q8WTT2,PF07540,213,308,NOC3p
P05198,PF07541,130,244,EIF_2_alpha
A8MV65,PF07545,82,112,Vg_Tdu
Q9H8L6,PF07546,55,127,EMI
Q5FBB7,PF07557,474,495,Shugoshin_C
Q5FBB7,PF07558,22,66,Shugoshin_N
P41594,PF07562,507,558,NCD3G
Q14416,PF07562,496,546,NCD3G
Q9Y6R1,PF07565,137,388,Band_3_cyto
P02730,PF07565,86,329,Band_3_cyto
P54198,PF07569,764,962,Hira
Q8WV22,PF07574,15,176,SMC_Nse1
Q9BW27,PF07575,53,606,Nucleopor_Nup85
Q9NQ79,PF07593,458,521,UnbV_ASPIC
Q14766,PF07645,915,955,EGF_CA
Q14766,PF07645,1120,1159,EGF_CA
Q14766,PF07645,1161,1200,EGF_CA
Q14766,PF07645,1202,1242,EGF_CA
Q14766,PF07645,1662,1705,EGF_CA
Q14766,PF07645,1244,1284,EGF_CA
Q14766,PF07645,626,665,EGF_CA
Q14766,PF07645,957,996,EGF_CA
Q14766,PF07645,998,1036,EGF_CA
Q14766,PF07645,1467,1506,EGF_CA
Q14766,PF07645,1286,1327,EGF_CA
Q14766,PF07645,1424,1465,EGF_CA
Q07954,PF07645,150,188,EGF_CA
Q07954,PF07645,3824,3861,EGF_CA
Q9NQ79,PF07645,559,605,EGF_CA
Q96HD1,PF07645,305,346,EGF_CA
Q96HD1,PF07645,245,285,EGF_CA
P46531,PF07645,412,450,EGF_CA
P46531,PF07645,295,335,EGF_CA
P46531,PF07645,178,219,EGF_CA
P46531,PF07645,869,906,EGF_CA
P01133,PF07645,870,910,EGF_CA
P01133,PF07645,912,948,EGF_CA
P01133,PF07645,356,395,EGF_CA
Q8TBB5,PF07646,231,290,Kelch_2
Q8TBB5,PF07646,295,349,Kelch_2
O75334,PF07647,1105,1175,SAM_2
Q5K651,PF07647,11,66,SAM_2
Q8N9V3,PF07647,329,394,SAM_2
Q13136,PF07647,1048,1118,SAM_2
Q9P1V8,PF07647,543,606,SAM_2
Q86W92,PF07647,804,874,SAM_2
Q9ULJ8,PF07647,985,1049,SAM_2
Q8IZD0,PF07647,323,387,SAM_2
P54764,PF07647,908,973,SAM_2
Q15375,PF07647,920,985,SAM_2
Q9Y3Z3,PF07647,42,108,SAM_2
Q6UWE0,PF07647,572,630,SAM_2
O15350,PF07647,485,549,SAM_2
O95271,PF07647,1027,1087,SAM_2
Q674X7,PF07647,609,672,SAM_2
O75335,PF07647,1029,1099,SAM_2
O75145,PF07647,1038,1108,SAM_2
Q13094,PF07647,12,76,SAM_2
P23396,PF07650,20,96,KH_2
Q13492,PF07651,21,284,ANTH
O00291,PF07651,39,308,ANTH
O75146,PF07651,30,299,ANTH
O60641,PF07651,21,284,ANTH
O15034,PF07653,852,914,SH3_2
Q9NZW5,PF07653,219,282,SH3_2
Q9UPX8,PF07653,151,204,SH3_2
Q9UFD9,PF07653,1579,1632,SH3_2
Q07157,PF07653,520,582,SH3_2
P46109,PF07653,239,294,SH3_2
Q8IZD9,PF07653,10,64,SH3_2
A0A2R8YDH4,PF07653,737,796,SH3_2
Q9P0V3,PF07653,658,722,SH3_2
Q9BX66,PF07653,797,850,SH3_2
Q9UQB8,PF07653,378,435,SH3_2
Q14155,PF07653,188,241,SH3_2
Q14168,PF07653,253,315,SH3_2
A1X283,PF07653,854,910,SH3_2
Q9NZM3,PF07653,902,954,SH3_2
Q9BYB0,PF07653,475,528,SH3_2
Q99962,PF07653,294,347,SH3_2
Q8N1I0,PF07653,10,64,SH3_2
Q9UDY2,PF07653,608,667,SH3_2
Q15811,PF07653,1007,1057,SH3_2
Q15811,PF07653,1078,1136,SH3_2
Q9Y566,PF07653,559,611,SH3_2
P52735,PF07653,820,875,SH3_2
P52735,PF07653,590,650,SH3_2
Q8WXD9,PF07653,285,343,SH3_2
Q92608,PF07653,12,66,SH3_2
Q8N3R9,PF07653,349,415,SH3_2
Q6XZF7,PF07653,70,124,SH3_2
O95049,PF07653,479,547,SH3_2
P10321,PF07654,211,290,C1-set
P25311,PF07654,208,287,C1-set
B9A064,PF07654,117,202,C1-set
P01871,PF07654,331,420,C1-set
P01871,PF07654,113,204,C1-set
P01871,PF07654,224,310,C1-set
P01871,PF07654,9,95,C1-set
P78324,PF07654,256,338,C1-set
P78324,PF07654,152,235,C1-set
P0DOY2,PF07654,9,94,C1-set
P01876,PF07654,230,320,C1-set
P01876,PF07654,8,92,C1-set
P01023,PF07677,1374,1464,A2M_recep
P01024,PF07677,1396,1494,A2M_recep
Q6IE36,PF07677,1342,1431,A2M_recep
A0A0G2JMS6,PF07677,1343,1432,A2M_recep
P01023,PF07678,948,1264,TED_complement
Q6IE36,PF07678,936,1240,TED_complement
A0A0G2JMS6,PF07678,936,1239,TED_complement
P01024,PF07678,983,1282,TED_complement
P46531,PF07684,1671,1729,NODP
Q16653,PF07686,36,145,V-set
Q9Y279,PF07686,24,136,V-set
Q8TDQ0,PF07686,21,130,V-set
O14594,PF07686,43,158,V-set
A0A0A0MRZ7,PF07686,26,120,V-set
A0A075B6S2,PF07686,26,118,V-set
P06729,PF07686,28,127,V-set
P78324,PF07686,38,145,V-set
Q9GZV7,PF07686,42,145,V-set
Q9BRK3,PF07686,169,292,V-set
Q9BRK3,PF07686,37,157,V-set
Q969P0,PF07686,32,149,V-set
P50895,PF07686,36,144,V-set
Q96GW7,PF07686,41,155,V-set
P10915,PF07686,44,152,V-set
P13611,PF07686,27,148,V-set
Q7Z692,PF07686,37,141,V-set
Q96DU3,PF07686,25,127,V-set
Q96ID5,PF07686,31,134,V-set
Q92692,PF07686,37,159,V-set
P09326,PF07686,30,128,V-set
A2NJV5,PF07686,26,118,V-set
Q8IYS1,PF07687,204,301,M20_dimer
P54760,PF07699,258,304,Ephrin_rec_like
Q9UF33,PF07699,267,312,Ephrin_rec_like
P29323,PF07699,261,304,Ephrin_rec_like
E7EU71,PF07699,361,406,Ephrin_rec_like
P54764,PF07699,266,309,Ephrin_rec_like
P54753,PF07699,277,320,Ephrin_rec_like
Q15375,PF07699,268,312,Ephrin_rec_like
P01023,PF07703,459,607,A2M_BRD
Q6IE36,PF07703,438,587,A2M_BRD
A0A0G2JMS6,PF07703,438,587,A2M_BRD
P01024,PF07703,456,605,A2M_BRD
Q9Y6Y0,PF07707,134,228,BACK
Q14145,PF07707,184,286,BACK
A6NE02,PF07707,169,270,BACK
Q8IY47,PF07707,133,235,BACK
Q6PF15,PF07707,155,257,BACK
O15350,PF07710,345,385,P53_tetramer
P04637,PF07710,319,358,P53_tetramer
Q9BRR8,PF07713,31,116,DUF1604
Q10586,PF07716,254,307,bZIP_2
P17676,PF07716,270,323,bZIP_2
P49715,PF07716,281,334,bZIP_2
Q7L2E3,PF07717,1015,1105,OB_NTP_bind
Q9H5Z1,PF07717,606,685,OB_NTP_bind
Q14562,PF07717,1103,1180,OB_NTP_bind
Q92620,PF07717,1069,1148,OB_NTP_bind
Q8IY37,PF07717,925,1011,OB_NTP_bind
Q9H2U1,PF07717,831,917,OB_NTP_bind
O43143,PF07717,689,765,OB_NTP_bind
Q7Z478,PF07717,1216,1302,OB_NTP_bind
O60231,PF07717,939,1015,OB_NTP_bind
Q9H6R0,PF07717,620,697,OB_NTP_bind
Q08211,PF07717,991,1074,OB_NTP_bind
Q6P158,PF07717,1213,1312,OB_NTP_bind
Q9H6S0,PF07717,971,1067,OB_NTP_bind
P53618,PF07718,667,807,Coatamer_beta_C
P00451,PF07731,1915,2039,Cu-oxidase_2
Q9BQS7,PF07731,943,1065,Cu-oxidase_2
Q6MZM0,PF07731,947,1068,Cu-oxidase_2
Q6MZM0,PF07731,291,367,Cu-oxidase_2
P00450,PF07731,937,1060,Cu-oxidase_2
P00451,PF07732,444,577,Cu-oxidase_3
P00451,PF07732,88,202,Cu-oxidase_3
Q9BQS7,PF07732,452,563,Cu-oxidase_3
Q9BQS7,PF07732,80,209,Cu-oxidase_3
P12259,PF07732,64,197,Cu-oxidase_3
P12259,PF07732,1641,1753,Cu-oxidase_3
Q6MZM0,PF07732,98,210,Cu-oxidase_3
Q6MZM0,PF07732,441,564,Cu-oxidase_3
Q6MZM0,PF07732,808,909,Cu-oxidase_3
P00450,PF07732,74,204,Cu-oxidase_3
P00450,PF07732,801,903,Cu-oxidase_3
Q9UBS9,PF07738,322,452,Sad1_UNC
O94901,PF07738,675,810,Sad1_UNC
Q9ULT8,PF07738,1107,1240,Sad1_UNC
Q9UH99,PF07738,581,715,Sad1_UNC
Q92994,PF07741,450,548,BRF1
Q14201,PF07742,1,116,BTG
Q96T37,PF07744,778,955,SPOC
Q8NDT2,PF07744,712,888,SPOC
Q6ZMY3,PF07744,857,1017,SPOC
P30040,PF07749,156,251,ERp29
Q9UHY8,PF07763,49,286,FEZ
Q99689,PF07763,58,297,FEZ
Q6P1Q0,PF07766,78,346,LETM1
O95202,PF07766,153,418,LETM1
Q9NZM5,PF07767,41,445,Nop53
Q8N766,PF07774,787,992,EMC1_C
Q8N554,PF07776,78,161,zf-AD
Q8IY81,PF07780,603,840,Spb1_C
Q9BTV4,PF07787,121,373,TMEM43
Q13123,PF07807,445,554,RED_C
Q13123,PF07808,76,302,RED_N
Q9NX09,PF07809,104,223,RTP801_C
Q8IZP0,PF07815,93,170,Abi_HHR
Q9NYB9,PF07815,93,169,Abi_HHR
Q53GS7,PF07817,397,649,GLE1
Q9UHR5,PF07818,119,213,HCNGP
O75688,PF07830,289,368,PP2C_C
P46060,PF07834,371,585,RanGAP1_C
O95954,PF07837,4,179,FTCD_N
P16383,PF07842,467,684,GCFC
Q9UBB9,PF07842,397,666,GCFC
Q9Y5B6,PF07842,595,810,GCFC
A0PK00,PF07851,9,332,TMPIT
Q05469,PF07859,647,807,Abhydrolase_3
Q05469,PF07859,930,1028,Abhydrolase_3
Q63HM1,PF07859,91,282,Abhydrolase_3
Q9BQB6,PF07884,10,150,VKOR
Q9P1Z2,PF07888,122,596,CALCOCO1
Q9Y3B9,PF07890,92,215,Rrp15p
Q6ZRV2,PF07894,12,283,FAM83
P30040,PF07912,33,155,ERp29_N
P12270,PF07926,1038,1166,TPR_MLP1_2
O15527,PF07934,25,141,OGG_N
P05556,PF07965,640,727,Integrin_B_tail
P16144,PF07965,626,710,Integrin_B_tail
Q86WB0,PF07967,72,201,zf-C3HC
Q969X5,PF07970,95,271,COPIIcoated_ERV
Q96RQ1,PF07970,157,333,COPIIcoated_ERV
P26639,PF07973,249,298,tRNA_SAD
Q5JTZ9,PF07973,721,778,tRNA_SAD
P49588,PF07973,694,753,tRNA_SAD
