uniprot_acc	refseq	version
Q15287	XM_005255049	3
Q15287	XM_017022874	1
Q15303	NM_001042599	1
Q15303	NM_005235	2
Q15303	XM_005246376	2
Q15303	XM_005246377	2
Q15334	NM_004140	3
Q15349	NM_001006932	2
Q15349	NM_001318936	1
Q15349	NM_001318937	1
Q15349	NM_001318938	1
Q15349	NM_021135	5
Q15361	NM_001205296	1
Q15361	NM_007344	3
Q15361	XM_006717273	3
Q15365	NM_006196	3
Q15366	NM_001098620	2
Q15366	NM_001128911	1
Q15366	NM_001128912	1
Q15366	NM_001128913	1
Q15366	NM_001128914	1
Q15366	NM_005016	5
Q15366	NM_031989	4
Q15375	NM_001288629	1
Q15375	NM_001288630	1
Q15375	NM_004440	3
Q15375	XM_005248669	2
Q15386	NM_014671	2
Q15388	NM_014765	2
Q15393	NM_012426	4
Q15397	NM_014878	4
Q15424	NM_001201338	1
Q15424	NM_001201339	1
Q15424	NM_001201340	1
Q15424	NM_001320571	1
Q15424	NM_001320572	1
Q15424	NM_002967	3
Q15428	NM_007165	4
Q15434	NM_002898	3
Q15434	XM_006719544	3
Q15434	XM_011538640	2
Q15435	NM_001282409	1
Q15435	NM_001282410	1
Q15435	NM_001282411	1
Q15435	NM_001282412	1
Q15435	NM_001282413	1
Q15435	NM_001282414	1
Q15435	NM_002712	2
Q15436	NM_006364	3
Q15437	NM_001172745	1
Q15437	NM_006363	4
Q15437	NM_032985	4
Q15437	NM_032986	3
Q15437	XM_017027593	1
Q15459	NM_005877	5
Q15468	NM_001048166	1
Q15468	NM_001282936	1
Q15468	NM_001282937	1
Q15468	NM_001282938	1
Q15468	NM_001282939	1
Q15468	NM_003035	2
Q15468	XM_006710834	3
Q15468	XM_011541991	2
Q15468	XM_011541992	2
Q15477	NM_006929	4
Q15543	NM_005645	3
Q15554	NM_005652	4
Q15555	NM_001143826	2
Q15555	NM_001143827	2
Q15555	NM_001256420	1
Q15555	NM_014268	3
Q15560	NM_003195	5
Q15560	NM_198723	2
Q15560	XM_017028036	1
Q15560	XM_017028037	1
Q15583	NM_001278682	1
Q15583	NM_001278684	1
Q15583	NM_001278686	1
Q15583	NM_003244	3
Q15583	NM_170695	3
Q15583	NM_173207	2
Q15583	NM_173208	2
Q15583	NM_173209	2
Q15583	NM_173210	2
Q15583	NM_173211	1
Q15583	NM_174886	2
Q15583	XM_011525735	2
Q15583	XM_017025958	1
Q15583	XM_017025959	1
Q15599	NM_001130012	2
Q15599	NM_001252073	1
Q15599	NM_004785	5
Q155Q3	NM_001037954	3
Q155Q3	NM_001278542	1
Q155Q3	NM_033425	4
Q15620	NM_012378	1
Q15633	NM_004178	4
Q15633	NM_134323	1
Q15633	NM_134324	2
Q15633	XM_005269114	1
Q15633	XM_005269115	2
Q15637	NM_001178030	1
Q15637	NM_001178031	2
Q15637	NM_001346363	1
Q15637	NM_001346364	1
Q15637	NM_004630	3
Q15637	NM_201995	2
Q15637	NM_201998	2
Q15637	XM_017018244	1
Q15642	NM_001288962	1
Q15642	NM_001288963	1
Q15642	NM_004240	3
Q15648	NM_004774	3
Q15652	NM_001282948	1
Q15652	NM_001318153	1
Q15652	NM_001318154	1
Q15652	NM_001322252	1
Q15652	NM_001322254	1
Q15652	NM_001322258	1
Q15652	NM_032776	2
Q15652	XM_017015897	1
Q15652	XM_017015898	1
Q15654	NM_003302	2
Q15672	NM_000474	3
Q15672	XM_011515496	1
Q15691	NM_012325	2
Q15691	XM_011528696	2
Q15700	NM_001142699	1
Q15700	NM_001142700	1
Q15700	NM_001142702	1
Q15700	NM_001206769	1
Q15700	NM_001364	3
Q15717	NM_001419	2
Q15723	NM_001276457	1
Q15723	NM_001276458	1
Q15723	NM_001276459	1
Q15723	NM_001331036	1
Q15723	NM_006874	3
Q15723	NM_201999	2
Q15723	XM_005262804	2
Q15742	NM_001330305	1
Q15742	NM_005967	3
Q15759	NM_002751	6
Q15785	NM_006809	4
Q15797	NM_001003688	1
Q15797	NM_005900	2
Q15797	XM_005262992	3
Q15797	XM_006714217	2
Q15797	XM_011531961	1
Q15797	XM_011531962	1
Q15797	XM_011531963	1
Q15797	XM_011531964	1
Q15811	NM_001001132	1
Q15811	NM_001331009	1
Q15811	NM_001331010	1
Q15811	NM_001331011	1
Q15811	NM_001331012	1
Q15811	NM_003024	2
Q15811	XM_011529692	1
Q15811	XM_011529693	2
Q15811	XM_017028428	1
Q15811	XM_017028432	1
Q15811	XM_017028433	1
Q15811	XM_017028440	1
Q15814	NM_003192	2
Q15818	NM_002522	3
Q15831	NM_000455	4
Q15831	XM_005259618	3
Q15833	NM_001127396	2
Q15833	NM_001272034	1
Q15833	NM_006949	3
Q15834	NM_006848	2
Q15836	NM_004781	3
Q15843	NM_006156	2
Q15907	NM_004218	3
Q15911	NM_001164766	1
Q15911	NM_006885	3
Q15911	NM_207385	1
Q15911	XM_017023228	1
Q15911	XM_017023229	1
Q15937	NM_007135	2
Q16082	NM_001541	3
Q16181	NM_001788	5
Q16186	NM_001281437	1
Q16186	NM_001281438	1
Q16186	NM_007002	3
Q16186	NM_175573	2
Q16186	XM_005260257	1
Q16236	NM_001145412	3
Q16236	NM_001145413	3
Q16236	NM_001313900	1
Q16236	NM_001313901	1
Q16236	NM_006164	4
Q16288	NM_001012338	2
Q16288	NM_001320134	1
Q16288	NM_001320135	1
Q16288	NM_002530	3
Q16288	XM_017022253	1
Q16352	NM_032727	3
Q16512	NM_002741	3
Q16512	NM_213560	1
Q16526	NM_004075	4
Q16531	NM_001923	4
Q16533	NM_003082	3
Q16539	NM_001315	2
Q16539	NM_139012	2
Q16539	NM_139013	2
Q16539	NM_139014	2
Q16543	NM_007065	3
Q16555	NM_001197293	2
Q16555	NM_001244604	1
Q16555	NM_001386	5
Q16559	NM_005421	2
Q16566	NM_001323374	1
Q16566	NM_001323375	1
Q16566	NM_001744	5
Q16570	NM_001122951	2
Q16570	NM_002036	3
Q16576	NM_001198719	1
Q16576	NM_002893	3
Q16584	NM_002419	3
Q16589	NM_004354	2
Q16589	XM_011532398	1
Q16589	XM_011532399	2
Q16620	NM_001007097	2
Q16620	NM_001018064	2
Q16620	NM_001018065	2
Q16620	NM_001018066	2
Q16620	NM_006180	4
Q16620	XM_005252001	2
Q16620	XM_005252003	2
Q16620	XM_005252004	2
Q16620	XM_005252006	3
Q16620	XM_005252007	3
Q16620	XM_011518718	2
Q16620	XM_011518720	2
Q16620	XM_017014751	1
Q16620	XM_017014752	1
Q16620	XM_017014753	1
Q16620	XM_017014754	1
Q16620	XM_017014755	1
Q16620	XM_017014756	1
Q16620	XM_017014757	1
Q16620	XM_017014758	1
Q16620	XM_017014759	1
Q16620	XM_017014760	1
Q16620	XM_017014761	1
Q16623	NM_001165903	1
Q16623	NM_004603	3
Q16629	NM_001031684	2
Q16629	NM_001195446	1
Q16630	NM_001300947	1
Q16630	NM_007007	2
Q16633	NM_006235	2
Q16637	NM_000344	3
Q16637	NM_001297715	1
Q16637	NM_017411	3
Q16637	NM_022874	2
Q16637	NM_022875	2
Q16637	NM_022876	2
Q16637	NM_022877	2
Q16637	XM_017009786	1
Q16643	NM_004395	3
Q16643	NM_080881	2
Q16643	XM_005265827	3
Q16643	XM_017009140	1
Q16644	NM_001243925	1
Q16644	NM_001243926	1
Q16644	NM_004635	4
Q16653	NM_001008228	2
Q16653	NM_001008229	2
Q16653	NM_001170418	1
Q16653	NM_002433	4
Q16653	NM_206809	3
Q16653	NM_206810	3
Q16653	NM_206811	3
Q16653	NM_206812	3
Q16653	NM_206814	5
Q16653	XM_005249131	3
Q16658	NM_003088	3
Q16659	NM_002748	3
Q16659	XM_005254537	2
Q16659	XM_005254538	2
Q16659	XM_005254539	3
Q16659	XM_011521782	1
Q16665	NM_001243084	1
Q16665	NM_001530	3
Q16665	NM_181054	2
Q16666	NM_001206567	1
Q16666	NM_005531	2
Q16667	NM_001130851	1
Q16667	NM_005192	3
Q16690	NM_004419	3
Q16695	NM_003493	2
Q16698	NM_001330575	1
Q16698	NM_001359	1
Q16698	XM_017013147	1
Q16698	XM_017013148	1
Q16718	NM_001282419	2
Q16718	NM_001282420	2
Q16718	NM_001282421	2
Q16718	NM_001282422	2
Q16718	NM_005000	4
Q16720	NM_001001344	2
Q16720	NM_021949	3
Q16720	XM_005274690	3
Q16720	XM_005274691	3
Q16720	XM_005274692	3
Q16740	NM_006012	2
Q16772	NM_000847	4
Q16774	NM_000858	5
Q16774	NM_001159390	1
Q16774	NM_001159391	1
Q16774	NM_001242839	1
Q16774	NM_001242840	1
Q16775	NM_001040427	1
Q16775	NM_001286249	1
Q16775	NM_005326	4
Q16775	XM_011522470	2
Q16777	NM_003517	2
Q16778	NM_003528	2
Q16790	NM_001216	2
Q16795	NM_005002	4
Q16799	NM_021136	2
Q16799	NM_206852	2
Q16825	NM_007039	3
Q16825	XM_005267287	2
Q16825	XM_011536367	2
Q16827	NM_002848	3
Q16827	NM_030667	2
Q16827	NM_030668	2
Q16827	NM_030669	2
Q16827	NM_030670	2
Q16827	NM_030671	2
Q16828	NM_001946	3
Q16828	NM_022652	3
Q16836	NM_001184705	2
Q16836	NM_005327	4
Q16850	NM_000786	3
Q16850	NM_001146152	1
Q16851	NM_001001521	1
Q16851	NM_006759	3
Q16851	XM_005264537	2
Q16851	XM_005264538	1
Q16854	NM_001318859	1
Q16854	NM_001318860	1
Q16854	NM_001318861	1
Q16854	NM_001318862	1
Q16854	NM_001318863	1
Q16854	NM_080916	2
Q16854	NM_080918	2
Q16875	NM_001282630	2
Q16875	NM_001314063	1
Q16875	NM_004566	3
Q16877	NM_001317134	1
Q16877	NM_001317135	1
Q16877	NM_001317136	1
Q16877	NM_001317137	1
Q16877	NM_001317138	1
Q16877	NM_004567	3
Q16891	NM_001100169	1
Q16891	NM_001100170	1
Q16891	NM_006839	2
Q16891	XM_005264113	1
Q16891	XM_017003194	1
Q17R89	NM_001321166	1
Q17R89	NM_001321168	1
Q17R89	NM_014859	5
Q17RS7	NM_001130009	2
Q17RS7	NM_182625	4
Q17RS7	XM_005262613	4
Q17RS7	XM_006712005	3
Q17RS7	XM_011532820	2
Q17RS7	XM_011532821	2
Q17RS7	XM_011532822	2
Q17RY0	NM_001308189	1
Q17RY0	NM_001308191	1
Q17RY0	NM_001308192	1
Q17RY0	NM_001308193	1
Q17RY0	NM_030627	3
Q1ED39	NM_001012991	2
Q1ED39	NM_001348528	1
Q1ED39	NM_001348529	1
Q1ED39	NM_001348530	1
Q1ED39	NM_001348531	1
Q1MSJ5	NM_001291339	1
Q1MSJ5	NM_024790	6
Q1W6H9	NM_001077710	2
Q27J81	NM_001031714	3
Q27J81	NM_022489	3
Q27J81	NM_032714	2
Q29RF7	NM_001100399	1
Q29RF7	NM_001100400	1
Q29RF7	XM_011513672	2
Q29RF7	XM_017007928	1
Q2KHM9	NM_014804	2
Q2KHM9	XM_006721612	2
Q2KHM9	XM_017025456	1
Q2KHN1	NM_001348711	1
Q2KHN1	NM_174903	5
Q2M2I8	NM_014911	3
Q2M2Z5	NM_001163022	1
Q2M2Z5	NM_001163023	1
Q2M2Z5	NM_018474	4
Q2M389	NM_001293640	1
Q2M389	NM_015275	2
Q2NKQ1	NM_001039948	3
Q2NKQ1	NM_001098497	2
Q2NKQ1	NM_001098498	2
Q2NKQ1	NM_133454	3
Q2NL82	NM_018128	4
Q2Q1W2	NM_001039111	2
Q2TAP0	NM_001010917	2
Q2TAY7	NM_018225	2
Q2TB10	NM_176814	4
Q2TB10	XM_005250181	3
Q2YD98	NM_001317934	1
Q2YD98	NM_001317935	1
Q2YD98	NM_020894	3
Q2YD98	XM_017008490	1
Q2YD98	XM_017008491	1
Q2YD98	XM_017008492	1
Q2YD98	XM_017008493	1
Q2YD98	XM_017008494	1
Q32MK0	NM_001308301	1
Q32MK0	NM_182493	2
Q32MK0	XM_006721334	3
Q32P51	NM_001011724	1
Q32P51	NM_001011725	1
Q38SD2	NM_024652	5
Q38SD2	XM_011522012	2
Q38SD2	XM_011522013	2
Q3B726	NM_001002926	1
Q3B820	NM_001201543	1
Q3B820	NM_032180	2
Q3B820	XM_017005072	1
Q3KQU3	NM_001286365	1
Q3KQU3	NM_001286366	1
Q3KQU3	NM_018067	4
Q3KR16	NM_001144856	1
Q3KR16	NM_001144857	1
Q3KR16	NM_018173	3
Q3KR16	XM_005253704	4
Q3MHD2	NM_152344	3
Q3MIX3	NM_174922	4
Q3SXM5	NM_001146051	1
Q3SXM5	NM_031463	4
Q3SXM5	XM_005256189	2
Q3SY89	NM_001100817	1
Q3SY89	XM_005276636	3
Q3SY89	XM_011508816	2
Q3V6T2	NM_001135597	1
Q3V6T2	NM_001254943	1
Q3V6T2	NM_018084	4
Q3V6T2	XM_011532965	2
Q3V6T2	XM_011532966	2
Q3V6T2	XM_011532967	2
Q3YBR2	NM_032811	2
Q3YBR2	XM_017018442	1
Q3ZCM7	NM_177987	2
Q3ZCQ8	NM_001001563	3
Q3ZCQ8	NM_001329559	1
Q49A26	NM_001308096	1
Q49A26	NM_001324097	1
Q49A26	NM_032569	3
Q49A26	XM_011522717	1
Q49MG5	NM_001039580	1
Q49MG5	XM_011532253	1
Q49MG5	XM_011532254	2
Q49MI3	NM_001030311	2
Q49MI3	NM_001030312	2
Q49MI3	NM_001030313	2
Q49MI3	NM_001160277	1
Q49MI3	NM_201548	4
Q4AC94	NM_001286577	1
Q4AC94	NM_015531	5
Q4G0A6	NM_032222	2
Q4G0J3	NM_001267039	1
Q4G0J3	NM_015454	2
Q4G0J3	NM_016648	3
Q4VXU2	NM_001124756	2
Q504Q3	NM_001127460	2
Q504Q3	NM_001166279	1
Q504Q3	NM_014871	4
Q50LG9	NM_001024678	3
Q52LJ0	NM_173611	3
Q53EP0	NM_001135095	1
Q53EP0	NM_022763	3
Q53EZ4	NM_001127182	1
Q53EZ4	NM_018131	4
Q53F19	NM_001114118	2
Q53F19	XM_017024829	1
Q53GQ0	NM_016142	2
Q53GS7	NM_001003722	1
Q53GS7	NM_001499	2
Q53GS9	NM_001256725	1
Q53GS9	NM_001256726	1
Q53GS9	NM_001256727	1
Q53GS9	NM_001256728	1
Q53GS9	NM_006590	3
Q53GS9	XM_006711922	1
Q53GS9	XM_006711923	2
Q53GS9	XM_011532487	1
Q53GS9	XM_011532488	1
Q53GS9	XM_017003182	1
Q53H12	NM_018238	3
Q53H12	XM_011516397	2
Q53H80	NM_018064	3
Q53H96	NM_001329866	1
Q53H96	NM_023078	4
Q53HL2	NM_001256875	1
Q53HL2	NM_018101	3
Q53R41	NM_001281476	2
Q53R41	NM_001322046	1
Q53R41	NM_001322048	1
Q53R41	NM_001322049	1
Q53R41	NM_024622	5
Q53R41	XM_017004911	1
Q53TN4	NM_001127383	1
Q53TN4	NM_001256909	1
Q53TN4	NM_024843	3
Q562R1	NM_001017992	3
Q567U6	NM_019044	4
Q56UN5	NM_001018044	2
Q56UN5	NM_001018046	2
Q56UN5	NM_001018047	2
Q56UN5	NM_001282883	1
Q56UN5	NM_001321177	1
Q56UN5	NM_025052	4
Q56UN5	XM_011511892	1
Q56UN5	XM_017005003	1
Q58A45	NM_175854	7
Q58A45	XM_005266333	3
Q58A45	XM_005266334	1
Q58A45	XM_017020532	1
Q58A45	XM_017020533	1
Q5BJF6	NM_001242352	1
Q5BJF6	NM_001242353	1
Q5BJF6	NM_001242354	1
Q5BJF6	NM_002540	4
Q5BJF6	NM_153432	1
Q5BJF6	NM_153433	1
Q5BJF6	NM_153435	1
Q5BJF6	NM_153436	1
Q5BJF6	NM_153437	2
Q5BJF6	XM_006717126	3
Q5BJF6	XM_017014772	1
Q5BJF6	XM_017014773	1
Q5BJF6	XM_017014774	1
Q5BJF6	XM_017014775	1
Q5BJF6	XM_017014776	1
Q5BJF6	XM_017014777	1
Q5BKY9	NM_001040057	2
Q5BKY9	NM_001288584	1
Q5BKY9	NM_152789	3
Q5BKY9	XM_011516004	2
Q5BKZ1	NM_001320185	1
Q5BKZ1	NM_181781	3
Q5BKZ1	NM_182975	3
Q5BKZ1	NM_182976	3
Q5BKZ1	XM_005270779	4
Q5BKZ1	XM_011541290	2
Q5C9Z4	NM_138400	1
Q5EBL4	NM_001319243	1
Q5EBL4	NM_001319244	1
Q5EBL4	NM_001319302	1
Q5EBL4	NM_178314	4
Q5EE01	NM_001012507	3
Q5EE01	NM_001286524	1
Q5EE01	NM_001286525	1
Q5EE01	XM_017010845	1
Q5F1R6	NM_001012339	2
Q5F1R6	NM_001348420	1
Q5F1R6	NM_194283	3
Q5FBB7	NM_001012409	3
Q5FBB7	NM_001012410	4
Q5FBB7	NM_001012411	3
Q5FBB7	NM_001012412	4
Q5FBB7	NM_001012413	3
Q5FBB7	NM_001199251	2
Q5FBB7	NM_001199252	2
Q5FBB7	NM_001199253	2
Q5FBB7	NM_001199254	2
Q5FBB7	NM_001199255	2
Q5FBB7	NM_001199256	2
Q5FBB7	NM_001199257	2
Q5FBB7	NM_138484	4
Q5FBB7	XM_011533373	2
Q5FBB7	XM_011533375	2
Q5FBB7	XM_011533376	2
Q5FBB7	XM_011533377	2
Q5H9F3	NM_021946	4
Q5H9S7	NM_025000	3
Q5H9T9	NM_032135	3
Q5HY92	NM_018086	3
Q5HYI7	NM_001010891	4
Q5HYI7	NM_001167741	1
Q5HYI7	XM_005248495	3
Q5HYJ3	NM_144664	4
Q5J8M3	NM_001286420	1
Q5J8M3	NM_016454	3
Q5JPE7	NM_001004060	1
Q5JPE7	NM_173614	2
Q5JQF8	NM_001012977	2
Q5JQF8	NM_001042506	1
Q5JR12	NM_005167	5
Q5JSZ5	NM_013318	3
Q5JTD7	NM_001012974	2
Q5JTD7	NM_001271882	1
Q5JTH9	NM_001145114	1
Q5JTH9	NM_001284337	1
Q5JTH9	NM_015179	3
Q5JTW2	NM_001098802	1
Q5JTW2	NM_001330691	1
Q5JTW2	NM_001330693	1
Q5JTW2	NM_001330694	1
Q5JTW2	NM_032171	1
Q5JTZ9	NM_020745	3
Q5JU85	NM_001111125	2
Q5JU85	NM_001243197	1
Q5JU85	NM_015075	1
Q5JU85	XM_017029359	1
Q5JVF3	NM_001127202	3
Q5JVF3	NM_001127203	3
Q5JVF3	NM_001258213	2
Q5JVF3	NM_001320655	1
Q5JVF3	NM_001320656	1
Q5JVF3	NM_001320657	1
Q5JVF3	NM_001320660	1
Q5JVF3	NM_018386	4
Q5JVF3	XM_017020664	1
Q5JVL4	NM_001172420	1
Q5JVL4	NM_018100	3
Q5JVS0	NM_014282	3
Q5JZY3	NM_001099439	1
Q5JZY3	NM_173641	2
Q5M775	NM_001033553	2
Q5M775	NM_001033554	2
Q5M775	NM_001033555	2
Q5M775	NM_001243438	1
Q5M775	NM_001243439	1
Q5M775	NM_152904	4
Q5M775	XM_017025325	1
Q5M9Q1	NM_001007531	2
Q5PRF9	NM_001303614	1
Q5PRF9	NM_018028	3
Q5PRF9	XM_011527063	2
Q5PRF9	XM_017026920	1
Q5PRF9	XM_017026921	1
Q5QJE6	NM_014597	4
Q5R3F8	NM_052906	4
Q5RKV6	NM_058219	2
Q5S007	NM_198578	3
Q5SGD2	NM_001317911	1
Q5SGD2	NM_001317912	1
Q5SGD2	NM_139245	3
Q5SNT2	NM_001010866	3
Q5SNT2	NM_001130924	2
Q5SNT2	XM_011540910	2
Q5SQI0	NM_001031722	3
Q5SQI0	NM_001190724	2
Q5SQI0	NM_001254952	2
Q5SQI0	NM_001318762	1
Q5SQI0	NM_001318763	1
Q5SQI0	NM_024909	3
Q5SSJ5	NM_016287	3
Q5SSJ5	XM_005245875	4
Q5SSJ5	XM_005245876	3
Q5SSJ5	XM_005245877	4
Q5SSJ5	XM_005245878	4
Q5SSJ5	XM_005245879	4
Q5SSJ5	XM_011541532	1
Q5SSJ5	XM_011541533	1
Q5SSJ5	XM_011541534	2
Q5SSJ5	XM_017001393	1
Q5SSJ5	XM_017001394	1
Q5SW79	NM_001042404	1
Q5SW79	NM_001042405	1
Q5SW79	NM_014812	2
Q5SW79	XM_017002936	1
Q5SW96	NM_015627	2
Q5SXM2	NM_003086	3
Q5SXM2	XM_005266096	2
Q5SXM2	XM_006717241	2
Q5SXM2	XM_006717242	3
Q5SY16	NM_024654	4
Q5SY16	XM_011542147	2
Q5SY16	XM_017002338	1
Q5SY16	XM_017002339	1
Q5SZL2	NM_001042475	2
Q5SZL2	NM_001178035	1
Q5SZL2	NM_206921	2
Q5SZL2	XM_011535809	2
Q5SZL2	XM_017010846	1
Q5SZQ8	NM_001172649	3
Q5SZQ8	NM_001291106	1
Q5SZQ8	NM_001291107	1
Q5SZQ8	NM_007185	6
Q5T1M5	NM_015258	1
Q5T1M5	XM_006717018	2
Q5T280	NM_016390	3
Q5T2N8	NM_001039211	2
Q5T2T1	NM_001318170	1
Q5T2T1	NM_173496	4
Q5T2T1	XM_011519337	2
Q5T447	NM_024602	5
Q5T4S7	NM_020765	2
Q5T5C0	NM_001127715	2
Q5T5C0	NM_139244	4
Q5T5P2	NM_001098500	2
Q5T5P2	NM_001282767	1
Q5T5P2	NM_001282768	1
Q5T5P2	NM_001282769	1
Q5T5P2	NM_001282770	1
Q5T5P2	NM_019590	4
Q5T5P2	XM_005252516	3
Q5T5P2	XM_017016429	1
Q5T5U3	NM_020824	3
Q5T5U3	XM_005252542	3
Q5T5U3	XM_017016459	1
Q5T5X7	NM_001080450	2
Q5T5X7	XM_005267079	3
Q5T5X7	XM_005267080	3
Q5T5X7	XM_011536005	2
Q5T5X7	XM_017011138	1
Q5T5Y3	NM_015447	3
Q5T5Y3	XM_005263396	3
Q5T5Y3	XM_005263397	1
Q5T6F0	NM_015397	3
Q5T6F0	XM_011517843	1
Q5T6F2	NM_001282529	1
Q5T6F2	NM_001282530	1
Q5T6F2	NM_018449	3
Q5T7N2	NM_001164835	1
Q5T7N2	NM_019079	4
Q5T848	NM_020752	2
Q5T8D3	NM_001042473	3
Q5T8D3	NM_001301251	1
Q5T8D3	NM_001301252	1
Q5T8D3	NM_001301253	1
Q5T8D3	NM_145698	4
Q5T8D3	XM_017016907	1
Q5T8D3	XM_017016908	1
Q5T8P6	NM_001286631	1
Q5T8P6	NM_001286632	1
Q5T8P6	NM_022118	4
Q5T8P6	XM_011535188	2
Q5T8P6	XM_011535192	2
Q5T8P6	XM_011535193	2
Q5T9A4	NM_001317238	1
Q5T9A4	NM_031921	5
Q5T9C9	NM_001135219	1
Q5T9C9	NM_173492	1
Q5TAP6	NM_021645	5
Q5TAX3	NM_001009881	2
Q5TAX3	NM_015269	2
Q5TB80	NM_001286206	1
Q5TB80	NM_014895	3
Q5TB80	XM_006715380	2
Q5TB80	XM_017010484	1
Q5TC82	NM_001300850	1
Q5TC82	NM_001300851	1
Q5TC82	NM_001300852	1
Q5TC82	NM_172071	3
Q5TCX8	NM_032435	2
Q5TCZ1	NM_014631	2
Q5TCZ1	XM_005270294	4
Q5TF21	NM_001012279	2
Q5TF58	NM_001136265	1
Q5TGY3	NM_001029882	3
Q5TGY3	XM_005245848	3
Q5TGY3	XM_005245849	3
Q5TGY3	XM_005245850	3
Q5TGY3	XM_005245851	3
Q5TGY3	XM_005245852	3
Q5TGY3	XM_011541255	1
Q5TGY3	XM_011541256	2
Q5TGY3	XM_011541257	2
Q5TZA2	NM_014675	4
Q5U5Q3	NM_016626	4
Q5UE93	NM_001010855	3
Q5UE93	XM_017024229	1
Q5UIP0	NM_001177663	1
Q5UIP0	NM_001177664	1
Q5UIP0	NM_001177665	1
Q5UIP0	NM_018151	4
Q5UIP0	XM_005246665	3
Q5VIR6	NM_001128159	2
Q5VIR6	NM_018289	3
Q5VT06	NM_014810	4
Q5VT25	NM_003607	3
Q5VT25	NM_014826	4
Q5VT25	XM_005273321	3
Q5VT25	XM_005273322	3
Q5VT25	XM_005273324	3
Q5VTR2	NM_019592	6
Q5VTR2	XM_011518862	1
Q5VU43	NM_001002810	3
Q5VU43	NM_001002811	2
Q5VU43	NM_001002812	2
Q5VU43	NM_001195260	1
Q5VU43	NM_001195261	1
Q5VU43	NM_001198832	2
Q5VU43	NM_001198834	3
Q5VU43	NM_014644	5
Q5VU43	NM_022359	5
Q5VU43	XM_016999872	1
Q5VU43	XM_016999873	1
Q5VU43	XM_017003025	1
Q5VU43	XM_017003026	1
Q5VU65	NM_001159484	1
Q5VU65	NM_207308	2
Q5VUB5	NM_001010924	1
Q5VV67	NM_001288727	1
Q5VV67	NM_001288728	1
Q5VV67	NM_015062	4
Q5VWQ8	NM_032552	3
Q5VWQ8	NM_138709	2
Q5VWQ8	XM_005251719	4
Q5VWQ8	XM_011518270	2
Q5VWQ8	XM_011518271	2
Q5VWQ8	XM_017014300	1
Q5VWX1	NM_152688	3
Q5VYK3	XM_005251850	3
Q5VZ46	NM_020950	1
Q5VZF2	NM_001306070	1
Q5VZF2	NM_144778	3
Q5VZF2	NM_207304	2
Q5VZF2	XM_017020309	1
Q5VZF2	XM_017020310	1
Q5VZF2	XM_017020311	1
Q5VZY2	NM_001030059	2
Q5VZY2	NM_001318166	1
Q5VZY2	NM_001318167	1
Q5VZY2	NM_001318168	1
Q5VZY2	NM_001318169	1
Q5W0B1	NM_024546	3
Q5W0Q7	NM_001321532	1
Q5W0Q7	NM_001321533	1
Q5W0Q7	NM_001321534	1
Q5W0Q7	NM_005800	4
Q5W0Q7	XM_005266213	3
Q5XG87	NM_001171805	1
Q5XG87	NM_001171806	1
Q5XG87	NM_006999	4
Q63HN8	NM_001256071	2
Q63HN8	NM_020954	3
Q63ZY3	NM_001136191	2
Q63ZY3	NM_001329451	1
Q63ZY3	NM_015493	6
Q659A1	NM_001018089	2
Q659A1	NM_024611	5
Q659A1	XM_005254661	1
Q659A1	XM_011522009	1
Q659A1	XM_017022569	1
Q659C4	NM_001278604	1
Q659C4	NM_018078	3
Q659C4	NM_032239	3
Q659C4	NM_178043	2
Q659C4	XM_011532069	1
Q659C4	XM_017008353	1
Q66GS9	NM_025009	4
Q66K74	NM_001308363	1
Q66K74	NM_018174	5
Q66LE6	NM_001291310	1
Q66LE6	NM_018461	4
Q66PJ3	NM_001002251	2
Q66PJ3	NM_001002252	2
Q66PJ3	NM_001278378	1
Q66PJ3	NM_001278379	1
Q66PJ3	NM_001278380	1
Q66PJ3	NM_016638	3
Q66PJ3	NM_018694	3
Q674X7	NM_001017999	2
Q674X7	NM_001018000	3
Q674X7	NM_001018001	2
Q674X7	NM_015209	2
Q674X7	NM_201628	2
Q674X7	XM_017000771	1
Q684P5	NM_001100398	1
Q684P5	NM_001330058	1
Q684P5	NM_015085	4
Q684P5	XM_011523741	2
Q684P5	XM_017024370	1
Q68CQ4	NM_014388	6
Q68D10	NM_194285	2
Q68DK2	NM_015346	3
Q68DU8	NM_020768	3
Q68DU8	XM_005268492	2
Q68DU8	XM_005268493	2
Q68DU8	XM_006714789	2
Q68DU8	XM_011537671	2
Q68J44	NM_001003892	1
Q68J44	XM_011539747	2
Q69YQ0	NM_001254732	2
Q69YQ0	NM_015330	4
Q69YW2	NM_001003665	3
Q6BCY4	NM_001302826	1
Q6BCY4	NM_016229	4
Q6BCY4	XM_005252975	4
Q6BCY4	XM_006718251	2
Q6DKI1	NM_198486	3
Q6DKI1	XM_017010780	1
Q6DN90	NM_001134382	2
Q6DN90	NM_001330619	1
Q6DN90	NM_014869	6
Q6DN90	XM_011534315	2
Q6DT37	NM_017525	2
Q6E0U4	NM_001126056	2
Q6E0U4	NM_001126057	2
Q6E0U4	NM_001126058	2
Q6E0U4	NM_001126059	2
Q6E0U4	NM_001190347	1
Q6E0U4	NM_001190348	1
Q6E0U4	NM_001190349	1
Q6E0U4	NM_001308380	1
Q6E0U4	NM_033317	4
Q6E0U4	XM_006723493	2
Q6E0U4	XM_006723494	2
Q6E0U4	XM_017027477	1
